time,Orlando,pts.away,score,pts.home,Toronto
5:07.0,A. Nicholson misses 2-pt shot from 6 ft,,91-95,,
5:06.0,,,91-95,,Defensive rebound by B. Biyombo
4:45.0,,,91-95,,B. Biyombo misses 2-pt shot from 2 ft
4:44.0,Defensive rebound by A. Nicholson,,91-95,,
4:29.0,E. Fournier makes 2-pt shot from 1 ft,2,93-95,,
4:01.0,,,93-95,,D. DeRozan misses 3-pt shot from 27 ft
4:01.0,,,93-95,,Offensive rebound by Team
4:01.0,,,93-95,,Turnover by Team (shot clock)
3:50.0,E. Ilyasova misses 2-pt shot from 2 ft,,93-95,,
3:50.0,,,93-95,,Defensive rebound by B. Biyombo
3:29.0,,,93-95,,K. Lowry misses 2-pt shot from 17 ft
3:29.0,,,93-95,,Offensive rebound by B. Biyombo
3:22.0,,,93-95,,Toronto full timeout
3:10.0,,,93-95,,K. Lowry misses 2-pt shot from 3 ft
3:09.0,,,93-95,,Offensive rebound by J. Thompson
3:07.0,,,93-95,,J. Thompson misses 2-pt shot from 1 ft
3:07.0,,,93-95,,Offensive rebound by J. Thompson
3:05.0,,,93-95,,J. Thompson misses 2-pt shot from 1 ft
3:03.0,Defensive rebound by E. Ilyasova,,93-95,,
2:44.0,E. Ilyasova misses 2-pt shot from 8 ft (block by T. Ross),,93-95,,
2:43.0,Offensive rebound by E. Ilyasova,,93-95,,
2:42.0,Turnover by Team (shot clock),,93-95,,
2:22.0,,,93-95,,D. DeRozan misses 2-pt shot from 12 ft
2:21.0,,,93-95,,Offensive rebound by T. Ross
2:18.0,,,93-97,2,T. Ross makes 2-pt shot at rim
2:01.0,A. Nicholson misses 2-pt shot from 2 ft,,93-97,,
1:59.0,,,93-97,,Defensive rebound by J. Thompson
1:49.0,,,93-97,,N. Powell enters the game for T. Ross
1:39.0,,,93-97,,D. DeRozan misses 2-pt shot from 16 ft
1:38.0,Defensive rebound by B. Jennings,,93-97,,
1:17.0,A. Nicholson misses 3-pt shot from 25 ft,,93-97,,
1:15.0,Offensive rebound by Team,,93-97,,
1:11.0,E. Fournier makes 3-pt shot from 24 ft (assist by A. Nicholson),3,96-97,,
0:54.0,,,96-99,2,D. DeRozan makes 2-pt shot from 6 ft
0:54.0,Shooting block foul by E. Ilyasova (drawn by D. DeRozan),,96-99,,
0:54.0,,,96-100,1,D. DeRozan makes free throw 1 of 1
0:54.0,Orlando full timeout,,96-100,,
0:50.0,Turnover by A. Nicholson (bad pass),,96-100,,
0:50.0,,,96-100,,L. Scola enters the game for N. Powell
0:50.0,,,96-100,,T. Ross enters the game for B. Biyombo
0:44.0,Personal foul by V. Oladipo,,96-100,,
0:44.0,,,96-101,1,T. Ross makes free throw 1 of 2
0:44.0,,,96-101,,B. Biyombo enters the game for L. Scola
0:44.0,,,96-102,1,T. Ross makes free throw 2 of 2
0:44.0,Orlando full timeout,,96-102,,
0:44.0,,,96-102,,N. Powell enters the game for T. Ross
0:34.0,B. Jennings makes 2-pt shot from 12 ft,2,98-102,,
0:34.0,Shooting foul by N. Powell (drawn by B. Jennings),,98-102,,
0:34.0,,,98-102,,L. Scola enters the game for B. Biyombo
0:34.0,,,98-102,,T. Ross enters the game for N. Powell
0:34.0,B. Jennings misses free throw 1 of 1,,98-102,,
0:34.0,,,98-102,,Defensive rebound by L. Scola
0:28.0,Personal foul by E. Ilyasova,,98-102,,
0:28.0,J. Smith enters the game for E. Ilyasova,,98-102,,
0:28.0,,,98-102,,N. Powell enters the game for L. Scola
0:28.0,,,98-102,,D. DeRozan misses free throw 1 of 2
0:28.0,,,98-102,,Offensive rebound by Team
0:28.0,,,98-102,,B. Biyombo enters the game for T. Ross
0:28.0,,,98-103,1,D. DeRozan makes free throw 2 of 2
0:21.0,B. Jennings misses 3-pt shot from 25 ft,,98-103,,
0:21.0,,,98-103,,Defensive rebound by Team
0:21.0,,,98-103,,T. Ross enters the game for N. Powell
0:21.0,,,98-103,,L. Scola enters the game for B. Biyombo
0:21.0,,,98-103,,Toronto full timeout
0:21.0,D. Marble enters the game for J. Smith,,98-103,,
0:21.0,A. Gordon enters the game for A. Nicholson,,98-103,,
0:19.0,,,98-103,,B. Biyombo enters the game for L. Scola
0:18.0,Jump ball: A. Gordon vs. T. Ross (E. Fournier gains possession),,,,Jump ball: A. Gordon vs. T. Ross (E. Fournier gains possession)
0:18.0,,,98-103,,Turnover by T. Ross (lost ball; steal by A. Gordon)
0:11.0,E. Fournier misses 2-pt shot from 1 ft (block by B. Biyombo),,98-103,,
0:10.0,,,98-103,,Defensive rebound by T. Ross
0:09.0,Personal take foul by D. Marble,,98-103,,
0:09.0,,,98-104,1,K. Lowry makes free throw 1 of 2
0:09.0,,,98-105,1,K. Lowry makes free throw 2 of 2
0:09.0,Orlando full timeout,,98-105,,
0:09.0,J. Smith enters the game for A. Gordon,,98-105,,
0:03.0,J. Smith makes 2-pt shot from 2 ft (assist by B. Jennings),2,100-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
