time,Golden State,pts.away,score,pts.home,LA Clippers
5:11.0,,,102-109,,Offensive rebound by P. Pierce
5:05.0,,,102-112,3,P. Pierce makes 3-pt shot from 25 ft
4:55.0,A. Iguodala makes 3-pt shot from 23 ft (assist by D. Green),3,105-112,,
4:26.0,,,105-112,,J. Crawford misses 3-pt shot from 25 ft
4:26.0,Defensive rebound by A. Iguodala,,105-112,,
4:19.0,D. Green makes 2-pt shot from 1 ft (assist by A. Iguodala),2,107-112,,
3:51.0,,,107-112,,C. Paul misses 2-pt shot from 2 ft
3:51.0,,,107-112,,Offensive rebound by Team
3:34.0,,,107-112,,B. Griffin misses 2-pt shot from 16 ft
3:33.0,,,107-112,,Offensive rebound by D. Jordan
3:33.0,,,107-112,,Turnover by B. Griffin (lost ball)
3:18.0,A. Iguodala makes 3-pt shot from 24 ft (assist by D. Green),3,110-112,,
3:17.0,,,110-112,,LA Clippers full timeout
3:03.0,,,110-112,,B. Griffin misses 2-pt shot from 2 ft
3:02.0,,,110-112,,Offensive rebound by B. Griffin
3:00.0,,,110-112,,B. Griffin misses 2-pt shot at rim
2:58.0,Defensive rebound by H. Barnes,,110-112,,
2:43.0,K. Thompson makes 3-pt shot from 23 ft (assist by D. Green),3,113-112,,
2:19.0,,,113-115,3,J. Crawford makes 3-pt shot from 26 ft (assist by P. Pierce)
2:03.0,S. Curry misses 3-pt shot from 25 ft,,113-115,,
2:02.0,Offensive rebound by H. Barnes,,113-115,,
1:47.0,S. Curry makes 3-pt shot from 24 ft (assist by D. Green),3,116-115,,
1:27.0,,,116-115,,C. Paul misses 2-pt shot from 15 ft
1:27.0,Defensive rebound by A. Iguodala,,116-115,,
1:08.0,D. Green makes 2-pt shot from 1 ft (assist by A. Iguodala),2,118-115,,
1:00.0,,,118-115,,C. Paul misses 2-pt shot from 2 ft
0:59.0,Defensive rebound by S. Curry,,118-115,,
0:41.0,Shooting foul by D. Jordan (drawn by S. Curry),,118-115,,
0:41.0,S. Curry makes free throw 1 of 2,1,119-115,,
0:41.0,S. Curry makes free throw 2 of 2,1,120-115,,
0:41.0,,,120-115,,LA Clippers full timeout
0:41.0,,,120-115,,A. Rivers enters the game for D. Jordan
0:29.0,,,120-115,,P. Pierce misses 2-pt shot from 2 ft (block by D. Green)
0:27.0,Defensive rebound by S. Curry,,120-115,,
0:25.0,,,120-115,,Personal foul by B. Griffin (drawn by S. Curry)
0:25.0,S. Curry makes free throw 1 of 2,1,121-115,,
0:25.0,S. Curry makes free throw 2 of 2,1,122-115,,
0:25.0,,,122-115,,LA Clippers full timeout
0:22.0,,,122-115,,Turnover by B. Griffin (step out of bounds)
0:16.0,,,122-115,,Personal take foul by J. Crawford (drawn by K. Thompson)
0:16.0,K. Thompson makes free throw 1 of 2,1,123-115,,
0:16.0,K. Thompson makes free throw 2 of 2,1,124-115,,
0:06.0,,,124-117,2,C. Paul makes 2-pt shot from 1 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
