time,Boston,pts.away,score,pts.home,Atlanta
3:54.0,Defensive rebound by T. Zeller,,63-81,,
3:49.0,R. Hunter misses 3-pt shot from 23 ft (block by K. Korver),,63-81,,
3:49.0,Offensive rebound by Team,,63-81,,
3:40.0,T. Zeller makes 2-pt shot from 1 ft (assist by I. Thomas),2,65-81,,
3:31.0,,,65-81,,Shooting foul by J. Crowder (drawn by A. Horford)
3:31.0,,,65-82,1,A. Horford makes free throw 1 of 2
3:31.0,T. Rozier enters the game for I. Thomas,,65-82,,
3:31.0,,,65-82,,M. Scott enters the game for P. Millsap
3:31.0,,,65-83,1,A. Horford makes free throw 2 of 2
3:16.0,T. Rozier makes 3-pt shot from 25 ft (assist by T. Zeller),3,68-83,,
2:53.0,Boston full timeout,,68-83,,
2:47.0,,,68-83,,K. Bazemore misses 2-pt shot from 18 ft
2:47.0,,,68-83,,Offensive rebound by Team
2:47.0,,,68-83,,Turnover by Team (shot clock)
2:30.0,J. Crowder misses 3-pt shot from 25 ft,,68-83,,
2:29.0,,,68-83,,Defensive rebound by J. Teague
2:23.0,,,68-85,2,M. Scott makes 2-pt shot from 1 ft (assist by J. Teague)
2:06.0,T. Zeller misses 2-pt shot from 19 ft,,68-85,,
2:05.0,Offensive rebound by J. Jerebko,,68-85,,
2:04.0,J. Jerebko makes 2-pt shot at rim,2,70-85,,
1:56.0,,,70-85,,Turnover by J. Teague (lost ball)
1:56.0,,,70-85,,D. Schroder enters the game for J. Teague
1:56.0,,,70-85,,T. Sefolosha enters the game for K. Bazemore
1:43.0,R. Hunter misses 2-pt shot from 18 ft,,70-85,,
1:41.0,,,70-85,,Defensive rebound by A. Horford
1:25.0,,,70-87,2,M. Scott makes 2-pt shot from 1 ft (assist by A. Horford)
1:19.0,T. Rozier makes 2-pt shot from 2 ft,2,72-87,,
1:19.0,,,72-87,,Atlanta full timeout
1:19.0,J. Mickey enters the game for J. Crowder,,72-87,,
1:19.0,J. Holland enters the game for T. Zeller,,72-87,,
1:19.0,J. Young enters the game for J. Jerebko,,72-87,,
1:19.0,,,72-87,,M. Muscala enters the game for A. Horford
1:19.0,,,72-87,,L. Patterson enters the game for K. Korver
1:19.0,,,72-87,,K. Hinrich enters the game for T. Sefolosha
1:19.0,,,72-87,,T. Hardaway enters the game for D. Schroder
1:04.0,,,72-87,,Turnover by L. Patterson (step out of bounds)
0:49.0,J. Mickey misses 2-pt shot from 2 ft,,72-87,,
0:47.0,,,72-87,,Defensive rebound by L. Patterson
0:44.0,,,72-89,2,M. Muscala makes 2-pt shot from 1 ft (assist by L. Patterson)
0:24.0,J. Holland misses 3-pt shot from 25 ft,,72-89,,
0:21.0,,,72-89,,Defensive rebound by L. Patterson
0:00.0,End of 4th quarter,,,,End of 4th quarter
