time,Indiana,pts.away,score,pts.home,Toronto
6:25.0,R. Stuckey makes 3-pt shot from 24 ft (assist by P. George),3,79-76,,
6:09.0,,,79-78,2,D. DeRozan makes 2-pt shot from 2 ft
5:53.0,,,79-78,,Personal foul by D. DeRozan
5:53.0,,,79-78,,Toronto full timeout
5:43.0,P. George makes 3-pt shot from 24 ft (assist by R. Stuckey),3,82-78,,
5:26.0,S. Hill enters the game for C. Miles,,82-78,,
5:26.0,M. Ellis enters the game for R. Stuckey,,82-78,,
5:15.0,,,82-80,2,T. Ross makes 2-pt shot from 13 ft (assist by K. Lowry)
4:55.0,P. George makes 2-pt shot from 17 ft,2,84-80,,
4:30.0,,,84-80,,Turnover by B. Biyombo (lost ball; steal by I. Mahinmi)
4:19.0,,,84-80,,Personal foul by T. Ross
4:19.0,I. Mahinmi misses free throw 1 of 2,,84-80,,
4:19.0,Offensive rebound by Team,,84-80,,
4:19.0,,,84-80,,J. Valanciunas enters the game for B. Biyombo
4:19.0,I. Mahinmi misses free throw 2 of 2,,84-80,,
4:17.0,,,84-80,,Defensive rebound by P. Patterson
4:02.0,,,84-80,,Shooting foul by I. Mahinmi (drawn by K. Lowry)
4:02.0,,,84-80,,K. Lowry misses free throw 1 of 2
4:02.0,,,84-80,,Offensive rebound by Team
4:02.0,M. Turner enters the game for I. Mahinmi,,84-80,,
4:02.0,,,84-81,1,K. Lowry makes free throw 2 of 2
3:43.0,M. Turner makes 2-pt shot from 2 ft (assist by P. George),2,86-81,,
3:29.0,,,86-81,,Shooting foul by G. Hill (drawn by K. Lowry)
3:29.0,,,86-81,,K. Lowry misses free throw 1 of 2
3:29.0,,,86-81,,Offensive rebound by Team
3:29.0,,,86-81,,C. Joseph enters the game for T. Ross
3:29.0,,,86-81,,D. Carroll enters the game for P. Patterson
3:29.0,,,86-82,1,K. Lowry makes free throw 2 of 2
3:15.0,M. Turner makes 2-pt shot at rim (assist by P. George),2,88-82,,
2:52.0,,,88-82,,Turnover by K. Lowry (lost ball; steal by M. Ellis)
2:36.0,P. George makes 2-pt shot from 15 ft,2,90-82,,
2:36.0,,,90-82,,Toronto full timeout
2:28.0,,,90-82,,Offensive foul by K. Lowry
2:28.0,,,90-82,,Turnover by K. Lowry (offensive foul)
2:14.0,G. Hill misses 3-pt shot from 24 ft,,90-82,,
2:14.0,Offensive rebound by Team,,90-82,,
2:14.0,,,90-82,,Loose ball foul by J. Valanciunas
2:14.0,,,90-82,,P. Patterson enters the game for J. Valanciunas
2:14.0,S. Hill makes free throw 1 of 2,1,91-82,,
2:14.0,I. Mahinmi enters the game for M. Turner,,91-82,,
2:14.0,S. Hill makes free throw 2 of 2,1,92-82,,
2:05.0,,,92-82,,D. DeRozan misses 2-pt shot from 8 ft
2:04.0,,,92-82,,Offensive rebound by Team
2:04.0,,,92-82,,Turnover by P. Patterson (offensive goaltending)
2:04.0,Indiana full timeout,,92-82,,
2:04.0,M. Turner enters the game for I. Mahinmi,,92-82,,
1:49.0,M. Ellis makes 3-pt shot from 24 ft (assist by P. George),3,95-82,,
1:46.0,Personal foul by M. Ellis,,95-82,,
1:46.0,,,95-83,1,C. Joseph makes free throw 1 of 2
1:46.0,,,95-84,1,C. Joseph makes free throw 2 of 2
1:21.0,P. George misses 2-pt shot from 10 ft,,95-84,,
1:20.0,Offensive rebound by M. Turner,,95-84,,
1:17.0,M. Turner misses 2-pt shot from 3 ft,,95-84,,
1:16.0,Offensive rebound by S. Hill,,95-84,,
1:05.0,P. George misses 2-pt shot from 10 ft,,95-84,,
1:05.0,,,95-84,,Defensive rebound by C. Joseph
1:05.0,Personal foul by P. George,,95-84,,
1:05.0,,,95-85,1,C. Joseph makes free throw 1 of 2
1:05.0,,,95-86,1,C. Joseph makes free throw 2 of 2
0:46.0,P. George makes 2-pt shot from 18 ft,2,97-86,,
0:43.0,Personal foul by M. Ellis,,97-86,,
0:43.0,,,97-87,1,C. Joseph makes free throw 1 of 2
0:43.0,,,97-88,1,C. Joseph makes free throw 2 of 2
0:37.0,,,97-88,,Personal foul by K. Lowry
0:37.0,S. Hill makes free throw 1 of 2,1,98-88,,
0:37.0,R. Stuckey enters the game for M. Turner,,98-88,,
0:37.0,S. Hill makes free throw 2 of 2,1,99-88,,
0:31.0,,,99-90,2,C. Joseph makes 2-pt shot from 2 ft
0:29.0,,,99-90,,Personal foul by C. Joseph
0:29.0,P. George misses free throw 1 of 2,,99-90,,
0:29.0,Offensive rebound by Team,,99-90,,
0:29.0,P. George makes free throw 2 of 2,1,100-90,,
0:24.0,,,100-90,,C. Joseph misses 3-pt shot from 24 ft
0:22.0,Defensive rebound by G. Hill,,100-90,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
