time,Miami,pts.away,score,pts.home,Boston
1:25.0,,,84-91,,A. Bradley misses 3-pt shot from 24 ft
1:24.0,Defensive rebound by L. Deng,,84-91,,
1:11.0,D. Wade misses 2-pt shot from 17 ft,,84-91,,
1:10.0,,,84-91,,Defensive rebound by K. Olynyk
0:50.0,,,84-94,3,I. Thomas makes 3-pt shot from 25 ft
0:50.0,Miami full timeout,,84-94,,
0:50.0,,,84-94,,A. Johnson enters the game for K. Olynyk
0:45.0,J. Johnson makes 2-pt shot from 3 ft,2,86-94,,
0:42.0,Personal take foul by D. Wade,,86-94,,
0:42.0,,,86-95,1,I. Thomas makes free throw 1 of 2
0:42.0,,,86-96,1,I. Thomas makes free throw 2 of 2
0:30.0,H. Whiteside makes 2-pt shot at rim (assist by G. Dragic),2,88-96,,
0:26.0,Personal take foul by G. Dragic,,88-96,,
0:26.0,,,88-97,1,I. Thomas makes free throw 1 of 2
0:26.0,J. Richardson enters the game for D. Wade,,88-97,,
0:26.0,,,88-98,1,I. Thomas makes free throw 2 of 2
0:10.0,J. Johnson misses 2-pt shot from 12 ft,,88-98,,
0:07.0,Offensive rebound by J. Richardson,,88-98,,
0:04.0,J. Richardson misses 3-pt shot from 23 ft,,88-98,,
0:04.0,,,88-98,,Defensive rebound by A. Johnson
0:00.0,End of 4th quarter,,,,End of 4th quarter
