time,Cleveland,pts.away,score,pts.home,New York
3:59.0,,,78-82,,Turnover by Team (shot clock)
3:41.0,M. Dellavedova misses 3-pt shot from 25 ft,,78-82,,
3:39.0,,,78-82,,Defensive rebound by J. Calderon
3:15.0,,,78-82,,C. Anthony misses 3-pt shot from 25 ft
3:13.0,Defensive rebound by K. Love,,78-82,,
2:51.0,Turnover by L. James (lost ball; steal by J. Calderon),,78-82,,
2:46.0,,,78-82,,C. Anthony misses 3-pt shot from 25 ft
2:43.0,,,78-82,,Offensive rebound by K. Porzingis
2:41.0,,,78-82,,K. Porzingis misses 2-pt shot from 1 ft
2:40.0,Defensive rebound by T. Thompson,,78-82,,
2:39.0,L. James makes 2-pt shot from 2 ft (assist by T. Thompson),2,80-82,,
2:39.0,Shooting foul by C. Anthony (drawn by L. James),,80-82,,
2:39.0,Cleveland full timeout,,80-82,,
2:39.0,L. James misses free throw 1 of 1,,80-82,,
2:38.0,,,80-82,,Defensive rebound by Team
2:21.0,,,80-82,,Turnover by C. Anthony (traveling)
2:00.0,L. James makes 2-pt shot from 2 ft,2,82-82,,
1:39.0,,,82-82,,Turnover by J. Calderon (bad pass)
1:39.0,,,82-82,,L. Thomas enters the game for K. Porzingis
1:39.0,,,82-82,,A. Afflalo enters the game for J. Calderon
1:16.0,L. James makes 2-pt shot from 11 ft,2,84-82,,
1:16.0,,,84-82,,New York full timeout
0:59.0,,,84-84,2,A. Afflalo makes 2-pt shot from 6 ft
0:41.0,M. Williams makes 2-pt shot from 16 ft,2,86-84,,
0:23.0,,,86-84,,A. Afflalo misses 2-pt shot from 6 ft
0:21.0,Defensive rebound by T. Thompson,,86-84,,
0:20.0,Cleveland full timeout,,86-84,,
0:20.0,Cleveland full timeout,,86-84,,
0:20.0,J. Jones enters the game for T. Thompson,,86-84,,
0:18.0,,,86-84,,Personal take foul by L. Galloway (drawn by M. Williams)
0:18.0,M. Williams makes free throw 1 of 2,1,87-84,,
0:18.0,T. Thompson enters the game for J. Jones,,87-84,,
0:18.0,,,87-84,,R. Lopez enters the game for L. Amundson
0:18.0,,,87-84,,K. Porzingis enters the game for L. Thomas
0:18.0,M. Williams makes free throw 2 of 2,1,88-84,,
0:18.0,,,88-84,,New York full timeout
0:18.0,,,88-84,,L. Thomas enters the game for L. Galloway
0:17.0,,,88-84,,Turnover by L. Thomas (bad pass; steal by K. Love)
0:12.0,,,88-84,,Personal take foul by L. Thomas (drawn by M. Williams)
0:12.0,M. Williams makes free throw 1 of 2,1,89-84,,
0:12.0,M. Williams makes free throw 2 of 2,1,90-84,,
0:12.0,,,90-84,,New York full timeout
0:09.0,,,90-84,,A. Afflalo misses 3-pt shot from 24 ft
0:07.0,Defensive rebound by M. Dellavedova,,90-84,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
