time,Cleveland,pts.away,score,pts.home,Atlanta
5:13.0,,,88-84,,A. Horford enters the game for M. Scott
5:08.0,,,88-84,,Turnover by J. Teague (bad pass)
4:45.0,I. Shumpert misses 2-pt shot from 1 ft,,88-84,,
4:42.0,,,88-84,,Defensive rebound by A. Horford
4:32.0,,,88-86,2,J. Teague makes 2-pt shot from 1 ft
4:20.0,K. Irving misses 2-pt shot from 20 ft,,88-86,,
4:18.0,,,88-86,,Defensive rebound by P. Millsap
4:11.0,,,88-89,3,K. Korver makes 3-pt shot from 25 ft (assist by P. Millsap)
3:40.0,L. James misses 3-pt shot from 24 ft,,88-89,,
3:39.0,,,88-89,,Defensive rebound by P. Millsap
3:33.0,,,88-92,3,J. Teague makes 3-pt shot from 24 ft (assist by P. Millsap)
3:11.0,K. Love makes 3-pt shot from 24 ft (assist by L. James),3,91-92,,
2:59.0,,,91-92,,J. Teague misses 3-pt shot from 24 ft
2:58.0,Defensive rebound by I. Shumpert,,91-92,,
2:52.0,,,91-92,,Personal foul by J. Teague
2:52.0,Official timeout,,91-92,,
2:52.0,J. Smith enters the game for I. Shumpert,,91-92,,
2:52.0,,,91-92,,T. Sefolosha enters the game for K. Korver
2:41.0,K. Love misses 3-pt shot from 24 ft,,91-92,,
2:40.0,Offensive rebound by Team,,91-92,,
2:40.0,,,91-92,,Loose ball foul by A. Horford
2:40.0,T. Thompson misses free throw 1 of 2,,91-92,,
2:40.0,Offensive rebound by Team,,91-92,,
2:40.0,,,91-92,,K. Korver enters the game for T. Sefolosha
2:40.0,T. Thompson misses free throw 2 of 2,,91-92,,
2:38.0,,,91-92,,Defensive rebound by A. Horford
2:26.0,,,91-92,,P. Millsap misses 2-pt shot at rim (block by T. Thompson)
2:23.0,Defensive rebound by L. James,,91-92,,
2:16.0,,,91-92,,Personal take foul by P. Millsap
2:16.0,T. Thompson misses free throw 1 of 2,,91-92,,
2:16.0,Offensive rebound by Team,,91-92,,
2:16.0,T. Thompson makes free throw 2 of 2,1,92-92,,
2:05.0,,,92-94,2,P. Millsap makes 2-pt shot from 14 ft (assist by K. Korver)
1:41.0,L. James misses 2-pt shot from 15 ft,,92-94,,
1:40.0,,,92-94,,Defensive rebound by Team
1:26.0,,,92-94,,A. Horford misses 2-pt shot from 8 ft
1:23.0,Defensive rebound by L. James,,92-94,,
1:10.0,K. Love misses 3-pt shot from 23 ft (block by K. Bazemore),,92-94,,
1:10.0,Offensive rebound by Team,,92-94,,
1:10.0,,,92-94,,T. Sefolosha enters the game for K. Korver
1:10.0,Cleveland full timeout,,92-94,,
1:08.0,Turnover by L. James (lost ball; steal by J. Teague),,92-94,,
1:01.0,,,92-94,,T. Sefolosha misses 3-pt shot from 24 ft
0:59.0,Defensive rebound by K. Irving,,92-94,,
0:54.0,T. Thompson makes 2-pt shot at rim (assist by L. James),2,94-94,,
0:54.0,,,94-94,,Atlanta full timeout
0:54.0,,,94-94,,K. Korver enters the game for T. Sefolosha
0:54.0,I. Shumpert enters the game for K. Love,,94-94,,
0:45.0,,,94-94,,A. Horford misses 2-pt shot from 4 ft
0:44.0,Defensive rebound by L. James,,94-94,,
0:40.0,L. James makes 2-pt shot from 1 ft,2,96-94,,
0:29.0,,,96-96,2,J. Teague makes 2-pt shot from 1 ft
0:29.0,Cleveland full timeout,,96-96,,
0:29.0,K. Love enters the game for I. Shumpert,,96-96,,
0:29.0,,,96-96,,T. Sefolosha enters the game for J. Teague
0:06.0,L. James misses 2-pt shot from 17 ft,,96-96,,
0:05.0,,,96-96,,Defensive rebound by K. Bazemore
0:05.0,,,96-96,,Atlanta full timeout
0:05.0,I. Shumpert enters the game for K. Love,,96-96,,
0:05.0,,,96-96,,J. Teague enters the game for T. Sefolosha
0:00.0,,,96-96,,Turnover by J. Teague (lost ball; steal by I. Shumpert)
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:41.0,,,96-96,,Turnover by P. Millsap (bad pass)
4:36.0,Offensive foul by K. Love,,96-96,,
4:36.0,Turnover by K. Love (offensive foul),,96-96,,
4:27.0,,,96-96,,J. Teague misses 2-pt shot from 19 ft
4:25.0,Defensive rebound by T. Thompson,,96-96,,
4:19.0,J. Smith makes 3-pt shot from 25 ft (assist by L. James),3,99-96,,
4:06.0,Personal foul by J. Smith,,99-96,,
4:00.0,,,99-98,2,A. Horford makes 2-pt shot from 19 ft (assist by J. Teague)
3:32.0,K. Irving misses 2-pt shot from 1 ft,,99-98,,
3:30.0,Offensive rebound by L. James,,99-98,,
3:27.0,J. Smith misses 3-pt shot from 25 ft,,99-98,,
3:26.0,Offensive rebound by T. Thompson,,99-98,,
3:22.0,K. Irving makes 3-pt shot from 22 ft (assist by L. James),3,102-98,,
3:09.0,,,102-98,,A. Horford misses 3-pt shot from 24 ft
3:08.0,Defensive rebound by T. Thompson,,102-98,,
2:50.0,K. Irving misses 2-pt shot from 1 ft,,102-98,,
2:48.0,Offensive rebound by L. James,,102-98,,
2:48.0,K. Irving misses 2-pt shot from 1 ft,,102-98,,
2:48.0,Offensive rebound by K. Irving,,102-98,,
2:48.0,L. James misses 2-pt shot at rim,,102-98,,
2:45.0,,,102-98,,Defensive rebound by P. Millsap
2:42.0,,,102-98,,Turnover by K. Bazemore (lost ball)
2:20.0,Offensive charge foul by L. James,,102-98,,
2:20.0,Turnover by L. James (offensive foul),,102-98,,
1:59.0,,,102-100,2,J. Teague makes 2-pt shot from 1 ft
1:43.0,K. Irving misses 2-pt shot from 10 ft (block by K. Bazemore),,102-100,,
1:41.0,,,102-100,,Defensive rebound by K. Bazemore
1:31.0,,,102-100,,J. Teague misses 2-pt shot from 2 ft (block by L. James)
1:31.0,,,102-100,,Offensive rebound by Team
1:24.0,,,102-102,2,P. Millsap makes 2-pt shot at rim
1:09.0,T. Thompson makes 2-pt shot at rim (assist by L. James),2,104-102,,
0:58.0,,,104-104,2,A. Horford makes 2-pt shot from 17 ft (assist by J. Teague)
0:47.0,,,104-104,,Personal foul by K. Bazemore
0:47.0,,,104-104,,T. Sefolosha enters the game for K. Korver
0:36.0,Shooting foul by A. Horford (drawn by L. James),,104-104,,
0:36.0,L. James misses free throw 1 of 2,,104-104,,
0:36.0,Offensive rebound by Team,,104-104,,
0:36.0,I. Shumpert enters the game for K. Love,,104-104,,
0:36.0,L. James makes free throw 2 of 2,1,105-104,,
0:36.0,,,105-104,,Atlanta full timeout
0:36.0,,,105-104,,K. Korver enters the game for T. Sefolosha
0:36.0,M. Dellavedova enters the game for K. Irving,,105-104,,
0:26.0,,,105-104,,P. Millsap misses 2-pt shot from 4 ft
0:26.0,Defensive rebound by L. James,,105-104,,
0:26.0,Cleveland full timeout,,105-104,,
0:26.0,,,105-104,,T. Sefolosha enters the game for K. Korver
0:26.0,K. Irving enters the game for T. Thompson,,105-104,,
0:26.0,K. Love enters the game for I. Shumpert,,105-104,,
0:19.0,,,105-104,,Personal take foul by T. Sefolosha
0:19.0,K. Irving makes free throw 1 of 2,1,106-104,,
0:19.0,T. Thompson enters the game for K. Love,,106-104,,
0:19.0,K. Irving makes free throw 2 of 2,1,107-104,,
0:19.0,,,107-104,,Atlanta full timeout
0:19.0,,,107-104,,K. Korver enters the game for T. Sefolosha
0:19.0,I. Shumpert enters the game for K. Irving,,107-104,,
0:15.0,Personal take foul by M. Dellavedova,,107-104,,
0:15.0,,,107-104,,Atlanta full timeout
0:15.0,,,107-104,,T. Sefolosha enters the game for K. Bazemore
0:13.0,,,107-106,2,P. Millsap makes 2-pt shot at rim (assist by T. Sefolosha)
0:13.0,Cleveland full timeout,,107-106,,
0:13.0,K. Irving enters the game for T. Thompson,,107-106,,
0:13.0,K. Love enters the game for I. Shumpert,,107-106,,
0:13.0,,,107-106,,K. Bazemore enters the game for K. Korver
0:12.0,,,107-106,,Personal take foul by P. Millsap
0:12.0,K. Irving makes free throw 1 of 2,1,108-106,,
0:12.0,,,108-106,,K. Korver enters the game for T. Sefolosha
0:12.0,I. Shumpert enters the game for K. Love,,108-106,,
0:12.0,T. Thompson enters the game for M. Dellavedova,,108-106,,
0:12.0,K. Irving makes free throw 2 of 2,1,109-106,,
0:10.0,Personal take foul by I. Shumpert,,109-106,,
0:10.0,,,109-107,1,J. Teague makes free throw 1 of 2
0:10.0,K. Love enters the game for I. Shumpert,,109-107,,
0:10.0,,,109-107,,T. Sefolosha enters the game for P. Millsap
0:10.0,,,109-108,1,J. Teague makes free throw 2 of 2
0:10.0,Cleveland full timeout,,109-108,,
0:10.0,M. Dellavedova enters the game for T. Thompson,,109-108,,
0:07.0,,,109-108,,Personal foul by K. Bazemore
0:07.0,K. Irving misses free throw 1 of 2,,109-108,,
0:07.0,Offensive rebound by Team,,109-108,,
0:07.0,,,109-108,,P. Millsap enters the game for T. Sefolosha
0:07.0,T. Thompson enters the game for K. Love,,109-108,,
0:07.0,I. Shumpert enters the game for M. Dellavedova,,109-108,,
0:07.0,K. Irving makes free throw 2 of 2,1,110-108,,
0:02.0,,,110-108,,A. Horford misses 3-pt shot from 25 ft
0:01.0,Defensive rebound by L. James,,110-108,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
