time,Atlanta,pts.away,score,pts.home,Washington
2:19.0,D. Schroder makes free throw 1 of 2,1,112-92,,
2:19.0,,,112-92,,J. Hickson enters the game for O. Porter
2:19.0,,,112-92,,K. Oubre enters the game for M. Morris
2:19.0,,,112-92,,R. Sessions enters the game for M. Gortat
2:19.0,,,112-92,,J. Dudley enters the game for J. Wall
2:19.0,M. Muscala enters the game for P. Millsap,,112-92,,
2:19.0,K. Hinrich enters the game for T. Sefolosha,,112-92,,
2:19.0,K. Humphries enters the game for T. Hardaway,,112-92,,
2:19.0,D. Schroder makes free throw 2 of 2,1,113-92,,
2:04.0,,,113-95,3,K. Oubre makes 3-pt shot from 24 ft (assist by J. Dudley)
1:56.0,Atlanta full timeout,,113-95,,
1:56.0,T. Hardaway enters the game for D. Schroder,,113-95,,
1:48.0,T. Hardaway misses 3-pt shot from 26 ft,,113-95,,
1:47.0,,,113-95,,Defensive rebound by K. Oubre
1:41.0,,,113-95,,Turnover by K. Oubre (lost ball; steal by K. Humphries)
1:38.0,K. Humphries makes 2-pt shot at rim,2,115-95,,
1:17.0,,,115-98,3,M. Thornton makes 3-pt shot from 24 ft (assist by J. Hickson)
1:13.0,T. Hardaway makes 2-pt shot from 2 ft (assist by K. Hinrich),2,117-98,,
1:04.0,,,117-98,,R. Sessions misses 3-pt shot from 27 ft
1:02.0,,,117-98,,Offensive rebound by K. Oubre
0:59.0,,,117-98,,K. Oubre misses 2-pt shot from 3 ft (block by M. Muscala)
0:59.0,,,117-98,,Offensive rebound by Team
0:56.0,,,117-100,2,M. Thornton makes 2-pt shot from 1 ft (assist by K. Oubre)
0:56.0,,,117-100,,Shooting foul by M. Muscala (drawn by M. Thornton)
0:56.0,,,117-101,1,M. Thornton makes free throw 1 of 1
0:47.0,T. Hardaway misses 3-pt shot from 27 ft,,117-101,,
0:46.0,Offensive rebound by Team,,117-101,,
0:46.0,,,117-101,,Loose ball foul by J. Hickson
0:46.0,K. Humphries makes free throw 1 of 2,1,118-101,,
0:46.0,K. Humphries misses free throw 2 of 2,,118-101,,
0:45.0,Offensive rebound by M. Scott,,118-101,,
0:35.0,K. Humphries makes 2-pt shot at rim (assist by K. Hinrich),2,120-101,,
0:30.0,,,120-101,,M. Thornton misses 3-pt shot from 29 ft
0:28.0,Defensive rebound by K. Hinrich,,120-101,,
0:05.0,M. Muscala makes 2-pt shot from 3 ft (assist by T. Hardaway),2,122-101,,
0:01.0,,,122-101,,K. Oubre misses 3-pt shot from 32 ft
0:00.0,,,122-101,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
