time,LA Clippers,pts.away,score,pts.home,Portland
2:48.0,Shooting foul by M. Harkless (drawn by D. Jordan),,85-84,,
2:48.0,D. Jordan misses free throw 1 of 2,,85-84,,
2:48.0,Offensive rebound by Team,,85-84,,
2:48.0,D. Jordan misses free throw 2 of 2,,85-84,,
2:47.0,,,85-84,,Defensive rebound by M. Harkless
2:36.0,,,85-86,2,D. Lillard makes 2-pt shot from 11 ft
2:18.0,C. Paul misses 2-pt shot from 16 ft,,85-86,,
2:18.0,Offensive rebound by Team,,85-86,,
2:18.0,,,85-86,,Loose ball foul by M. Plumlee
2:18.0,D. Jordan misses free throw 1 of 2,,85-86,,
2:18.0,Offensive rebound by Team,,85-86,,
2:18.0,D. Jordan misses free throw 2 of 2,,85-86,,
2:17.0,,,85-86,,Defensive rebound by M. Harkless
2:01.0,,,85-88,2,M. Harkless makes 2-pt shot from 1 ft (assist by M. Plumlee)
1:44.0,J. Redick misses 3-pt shot from 26 ft,,85-88,,
1:44.0,,,85-88,,Defensive rebound by A. Aminu
1:33.0,,,85-88,,D. Lillard misses 3-pt shot from 26 ft
1:33.0,Defensive rebound by D. Jordan,,85-88,,
1:33.0,LA Clippers full timeout,,85-88,,
1:22.0,Turnover by B. Griffin (lost ball; steal by C. McCollum),,85-88,,
1:19.0,,,85-88,,Shooting foul by C. Paul (drawn by C. McCollum)
1:19.0,,,85-88,,C. McCollum misses free throw 1 of 2
1:19.0,,,85-88,,Offensive rebound by Team
1:19.0,,,85-89,1,C. McCollum makes free throw 2 of 2
1:15.0,,,85-89,,Personal take foul by M. Plumlee
1:15.0,D. Jordan misses free throw 1 of 2,,85-89,,
1:15.0,Offensive rebound by Team,,85-89,,
1:15.0,D. Jordan makes free throw 2 of 2,1,86-89,,
0:56.0,,,86-89,,C. McCollum misses 2-pt shot from 19 ft
0:56.0,,,86-89,,Offensive rebound by M. Harkless
0:56.0,,,86-91,2,M. Harkless makes 2-pt shot at rim
0:56.0,LA Clippers full timeout,,86-91,,
0:47.0,J. Redick misses 3-pt shot from 26 ft,,86-91,,
0:46.0,,,86-91,,Defensive rebound by M. Plumlee
0:46.0,Personal foul by C. Paul,,86-91,,
0:46.0,,,86-92,1,M. Plumlee makes free throw 1 of 2
0:46.0,A. Rivers enters the game for D. Jordan,,86-92,,
0:46.0,,,86-92,,M. Plumlee misses free throw 2 of 2
0:45.0,Defensive rebound by B. Griffin,,86-92,,
0:36.0,C. Paul misses 3-pt shot from 27 ft,,86-92,,
0:36.0,,,86-92,,Defensive rebound by Team
0:23.0,,,86-92,,Shooting foul by A. Rivers (drawn by D. Lillard)
0:23.0,,,86-93,1,D. Lillard makes free throw 1 of 2
0:23.0,,,86-94,1,D. Lillard makes free throw 2 of 2
0:23.0,LA Clippers full timeout,,86-94,,
0:23.0,W. Johnson enters the game for B. Griffin,,86-94,,
0:23.0,,,86-94,,A. Crabbe enters the game for M. Plumlee
0:14.0,C. Paul misses 2-pt shot from 1 ft (block by M. Harkless),,86-94,,
0:12.0,,,86-94,,Defensive rebound by A. Crabbe
0:12.0,Personal take foul by A. Rivers,,86-94,,
0:12.0,,,86-95,1,D. Lillard makes free throw 1 of 2
0:12.0,,,86-96,1,D. Lillard makes free throw 2 of 2
0:07.0,J. Crawford makes 2-pt shot from 2 ft,2,88-96,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
