time,Memphis,pts.away,score,pts.home,Denver
0:28.0,M. Chalmers makes free throw 2 of 2,1,101-94,,
0:28.0,,,101-94,,Denver full timeout
0:25.0,,,101-94,,Shooting foul by Z. Randolph (drawn by N. Jokic)
0:25.0,,,101-95,1,N. Jokic makes free throw 1 of 2
0:25.0,C. Andersen enters the game for P. Hairston,,101-95,,
0:25.0,,,101-96,1,N. Jokic makes free throw 2 of 2
0:25.0,,,101-96,,Flagrant foul type 1 by G. Harris (drawn by C. Andersen)
0:25.0,C. Andersen makes flagrant free throw 1 of 2,1,102-96,,
0:25.0,C. Andersen makes flagrant free throw 2 of 2,1,103-96,,
0:25.0,P. Hairston enters the game for C. Andersen,,103-96,,
0:01.0,Turnover by Team (shot clock),,103-96,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
