time,Portland,pts.away,score,pts.home,Minnesota
5:46.0,Defensive rebound by N. Vonleh,,96-89,,
5:40.0,D. Lillard makes 3-pt shot from 24 ft,3,99-89,,
5:39.0,,,99-89,,Minnesota full timeout
5:30.0,,,99-91,2,A. Wiggins makes 2-pt shot from 2 ft (assist by R. Rubio)
5:30.0,,,99-91,,Shooting foul by D. Lillard (drawn by A. Wiggins)
5:30.0,,,99-92,1,A. Wiggins makes free throw 1 of 1
5:30.0,Turnover by N. Vonleh (inbound),,99-92,,
5:23.0,,,99-92,,K. Martin misses 2-pt shot from 20 ft
5:22.0,Defensive rebound by A. Aminu,,99-92,,
5:07.0,Turnover by D. Lillard (bad pass; steal by K. Garnett),,99-92,,
5:02.0,,,99-94,2,K. Martin makes 2-pt shot at rim (assist by A. Wiggins)
5:01.0,Portland full timeout,,99-94,,
5:01.0,A. Crabbe enters the game for N. Vonleh,,99-94,,
4:43.0,A. Aminu misses 3-pt shot from 22 ft,,99-94,,
4:42.0,,,99-94,,Defensive rebound by Team
4:26.0,,,99-97,3,K. Towns makes 3-pt shot from 24 ft (assist by K. Martin)
4:10.0,D. Lillard misses 2-pt shot from 1 ft (block by K. Towns),,99-97,,
4:10.0,Offensive rebound by Team,,99-97,,
4:03.0,C. McCollum misses 3-pt shot from 25 ft,,99-97,,
4:02.0,,,99-97,,Defensive rebound by R. Rubio
3:51.0,,,99-97,,A. Wiggins misses 2-pt shot at rim
3:50.0,Defensive rebound by C. McCollum,,99-97,,
3:44.0,A. Crabbe misses 3-pt shot from 24 ft,,99-97,,
3:43.0,Offensive rebound by M. Plumlee,,99-97,,
3:30.0,D. Lillard makes 2-pt shot from 21 ft,2,101-97,,
3:09.0,,,101-97,,Turnover by A. Wiggins (lost ball; steal by C. McCollum)
2:44.0,A. Aminu misses 3-pt shot from 23 ft,,101-97,,
2:43.0,,,101-97,,Defensive rebound by K. Towns
2:33.0,,,101-97,,K. Towns misses 2-pt shot from 4 ft (block by A. Aminu)
2:32.0,,,101-97,,Offensive rebound by Team
2:29.0,,,101-97,,Turnover by K. Towns (lost ball)
2:15.0,D. Lillard misses 3-pt shot from 27 ft,,101-97,,
2:13.0,,,101-97,,Defensive rebound by K. Martin
2:09.0,,,101-97,,Shooting foul by A. Aminu (drawn by K. Garnett)
2:09.0,,,101-97,,K. Garnett misses free throw 1 of 2
2:09.0,,,101-97,,Offensive rebound by Team
2:09.0,,,101-97,,K. Garnett misses free throw 2 of 2
2:09.0,Defensive rebound by D. Lillard,,101-97,,
1:54.0,A. Crabbe misses 3-pt shot from 25 ft,,101-97,,
1:53.0,Offensive rebound by A. Aminu,,101-97,,
1:53.0,A. Aminu makes 2-pt shot at rim,2,103-97,,
1:44.0,Personal foul by C. McCollum (drawn by K. Martin),,103-97,,
1:44.0,,,103-98,1,K. Martin makes free throw 1 of 2
1:44.0,,,103-98,,N. Bjelica enters the game for K. Garnett
1:44.0,,,103-99,1,K. Martin makes free throw 2 of 2
1:29.0,Turnover by M. Plumlee (bad pass; steal by R. Rubio),,103-99,,
1:25.0,,,103-101,2,R. Rubio makes 2-pt shot at rim
1:07.0,C. McCollum misses 2-pt shot from 13 ft,,103-101,,
1:06.0,,,103-101,,Defensive rebound by N. Bjelica
0:59.0,,,103-101,,R. Rubio misses 2-pt shot from 11 ft
0:57.0,,,103-101,,Offensive rebound by K. Towns
0:54.0,,,103-101,,Turnover by A. Wiggins (offensive goaltending)
0:31.0,C. McCollum misses 2-pt shot from 1 ft,,103-101,,
0:30.0,,,103-101,,Defensive rebound by Team
0:30.0,Jump ball: M. Plumlee vs. K. Towns (R. Rubio gains possession),,,,Jump ball: M. Plumlee vs. K. Towns (R. Rubio gains possession)
0:28.0,,,103-101,,Minnesota full timeout
0:15.0,,,103-101,,A. Wiggins misses 2-pt shot from 1 ft
0:12.0,Jump ball: M. Plumlee vs. K. Towns,,,,Jump ball: M. Plumlee vs. K. Towns
0:12.0,Defensive rebound by Team,,103-101,,
0:12.0,,,103-101,,Personal foul by K. Towns (drawn by M. Plumlee)
0:12.0,M. Plumlee makes free throw 1 of 2,1,104-101,,
0:12.0,,,104-101,,G. Dieng enters the game for R. Rubio
0:12.0,M. Plumlee misses free throw 2 of 2,,104-101,,
0:10.0,,,104-101,,Defensive rebound by G. Dieng
0:10.0,,,104-101,,Minnesota full timeout
0:10.0,,,104-101,,R. Rubio enters the game for G. Dieng
0:06.0,,,104-101,,Turnover by K. Martin (lost ball; steal by A. Crabbe)
0:05.0,A. Crabbe makes 2-pt shot at rim (assist by A. Aminu),2,106-101,,
0:02.0,,,106-101,,A. Wiggins misses 3-pt shot from 24 ft
0:00.0,Defensive rebound by A. Aminu,,106-101,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
