time,Atlanta,pts.away,score,pts.home,Orlando
3:41.0,,,86-94,2,E. Payton makes 2-pt shot from 13 ft
3:27.0,Turnover by K. Bazemore (bad pass),,86-94,,
3:27.0,A. Horford enters the game for M. Scott,,86-94,,
3:27.0,,,86-94,,Orlando full timeout
3:27.0,T. Sefolosha enters the game for K. Korver,,86-94,,
3:12.0,,,86-94,,Turnover by N. Vucevic (traveling)
2:50.0,P. Millsap makes 2-pt shot from 10 ft,2,88-94,,
2:34.0,,,88-94,,N. Vucevic misses 2-pt shot from 17 ft
2:33.0,Defensive rebound by A. Horford,,88-94,,
2:16.0,T. Sefolosha makes 3-pt shot from 25 ft (assist by A. Horford),3,91-94,,
2:02.0,,,91-94,,Turnover by E. Payton (step out of bounds)
2:02.0,K. Korver enters the game for T. Sefolosha,,91-94,,
1:50.0,J. Teague misses 2-pt shot from 5 ft,,91-94,,
1:47.0,Offensive rebound by K. Korver,,91-94,,
1:34.0,Jump ball: K. Bazemore vs. V. Oladipo (P. Millsap gains possession),,,,Jump ball: K. Bazemore vs. V. Oladipo (P. Millsap gains possession)
1:31.0,Atlanta full timeout,,91-94,,
1:22.0,A. Horford misses 2-pt shot at rim,,91-94,,
1:20.0,,,91-94,,Defensive rebound by E. Payton
1:02.0,,,91-94,,Turnover by N. Vucevic (bad pass)
0:48.0,K. Bazemore makes 3-pt shot from 22 ft (assist by P. Millsap),3,94-94,,
0:35.0,Personal foul by P. Millsap (drawn by V. Oladipo),,94-94,,
0:35.0,T. Sefolosha enters the game for K. Korver,,94-94,,
0:35.0,,,94-94,,Offensive foul by N. Vucevic
0:35.0,,,94-94,,Turnover by N. Vucevic (offensive foul)
0:35.0,K. Korver enters the game for T. Sefolosha,,94-94,,
0:25.0,P. Millsap misses 2-pt shot from 19 ft,,94-94,,
0:23.0,Offensive rebound by A. Horford,,94-94,,
0:05.0,J. Teague misses 2-pt shot from 19 ft,,94-94,,
0:03.0,Offensive rebound by P. Millsap,,94-94,,
0:02.0,P. Millsap misses 2-pt shot from 4 ft,,94-94,,
0:02.0,,,94-94,,Defensive rebound by E. Fournier
0:02.0,,,94-94,,Orlando full timeout
0:02.0,T. Sefolosha enters the game for K. Korver,,94-94,,
0:02.0,,,94-94,,C. Frye enters the game for A. Gordon
0:02.0,,,94-94,,Orlando full timeout
0:00.0,,,94-96,2,N. Vucevic makes 2-pt shot from 17 ft (assist by E. Payton)
0:00.0,End of 4th quarter,,,,End of 4th quarter
