time,Toronto,pts.away,score,pts.home,New York
1:49.0,,,116-92,,New York full timeout
1:49.0,A. Bennett enters the game for J. Johnson,,116-92,,
1:49.0,,,116-92,,J. Fredette enters the game for L. Thomas
1:49.0,,,116-92,,S. Vujacic enters the game for L. Galloway
1:49.0,N. Powell enters the game for P. Patterson,,116-92,,
1:35.0,,,116-95,3,J. Fredette makes 3-pt shot from 25 ft (assist by J. Grant)
1:22.0,C. Joseph makes 2-pt shot from 2 ft,2,118-95,,
1:22.0,Shooting foul by J. Fredette (drawn by C. Joseph),,118-95,,
1:22.0,C. Joseph makes free throw 1 of 1,1,119-95,,
1:06.0,,,119-95,,K. O'Quinn misses 2-pt shot from 14 ft
1:05.0,Defensive rebound by A. Bennett,,119-95,,
0:58.0,N. Powell misses 2-pt shot from 15 ft,,119-95,,
0:56.0,Offensive rebound by D. Wright,,119-95,,
0:53.0,C. Joseph makes 3-pt shot from 23 ft (assist by D. Wright),3,122-95,,
0:45.0,,,122-95,,Turnover by J. Grant (lost ball; steal by D. Wright)
0:38.0,D. Wright misses 2-pt shot from 1 ft,,122-95,,
0:36.0,Offensive rebound by N. Powell,,122-95,,
0:16.0,N. Powell misses 3-pt shot from 24 ft,,122-95,,
0:15.0,,,122-95,,Defensive rebound by Team
0:04.0,,,122-95,,Turnover by J. Fredette (lost ball; steal by C. Joseph)
0:00.0,End of 4th quarter,,,,End of 4th quarter
