time,Minnesota,pts.away,score,pts.home,Houston
5:48.0,,,93-94,,Offensive rebound by Team
5:48.0,,,93-95,1,J. Harden makes free throw 2 of 2
5:25.0,K. Towns misses 2-pt shot from 15 ft,,93-95,,
5:25.0,,,93-95,,Defensive rebound by D. Howard
5:19.0,,,93-97,2,T. Jones makes 2-pt shot from 1 ft (assist by J. Harden)
5:00.0,K. Towns makes 2-pt shot from 4 ft (assist by R. Rubio),2,95-97,,
4:38.0,Personal foul by N. Bjelica (drawn by J. Harden),,95-97,,
4:38.0,,,95-98,1,J. Harden makes free throw 1 of 2
4:38.0,,,95-99,1,J. Harden makes free throw 2 of 2
4:29.0,Turnover by R. Rubio (bad pass),,95-99,,
4:18.0,,,95-99,,Turnover by J. Harden (bad pass)
4:06.0,A. Wiggins makes 2-pt shot from 14 ft,2,97-99,,
3:52.0,,,97-99,,J. Harden misses 3-pt shot from 26 ft
3:51.0,Defensive rebound by K. Martin,,97-99,,
3:39.0,T. Prince enters the game for N. Bjelica,,97-99,,
3:27.0,Turnover by Team (shot clock),,97-99,,
3:17.0,,,97-101,2,J. Terry makes 2-pt shot from 1 ft
2:57.0,A. Wiggins misses 2-pt shot from 4 ft (block by D. Howard),,97-101,,
2:56.0,,,97-101,,Defensive rebound by T. Ariza
2:32.0,,,97-101,,J. Harden misses 3-pt shot from 25 ft
2:32.0,Defensive rebound by K. Towns,,97-101,,
2:30.0,,,97-101,,Personal foul by J. Harden (drawn by A. Wiggins)
2:30.0,,,97-101,,Houston full timeout
2:30.0,A. Wiggins makes free throw 1 of 2,1,98-101,,
2:30.0,A. Wiggins makes free throw 2 of 2,1,99-101,,
2:27.0,Personal take foul by K. Martin (drawn by D. Howard),,99-101,,
2:27.0,,,99-102,1,D. Howard makes free throw 1 of 2
2:27.0,,,99-102,,D. Howard misses free throw 2 of 2
2:26.0,Defensive rebound by Team,,99-102,,
2:12.0,Offensive foul by R. Rubio,,99-102,,
2:12.0,Turnover by R. Rubio (offensive foul),,99-102,,
1:56.0,,,99-105,3,J. Terry makes 3-pt shot from 24 ft (assist by J. Harden)
1:51.0,,,99-105,,Personal foul by T. Ariza (drawn by R. Rubio)
1:51.0,R. Rubio misses free throw 1 of 2,,99-105,,
1:51.0,Offensive rebound by Team,,99-105,,
1:51.0,R. Rubio makes free throw 2 of 2,1,100-105,,
1:37.0,,,100-107,2,J. Harden makes 2-pt shot from 17 ft
1:27.0,K. Martin makes 2-pt shot from 2 ft,2,102-107,,
1:04.0,,,102-107,,J. Harden misses 2-pt shot from 21 ft
1:03.0,Defensive rebound by A. Wiggins,,102-107,,
0:55.0,K. Martin misses 3-pt shot from 25 ft,,102-107,,
0:53.0,Offensive rebound by K. Towns,,102-107,,
0:51.0,,,102-107,,Personal foul by D. Howard (drawn by K. Towns)
0:51.0,K. Towns makes free throw 1 of 2,1,103-107,,
0:51.0,K. Towns makes free throw 2 of 2,1,104-107,,
0:35.0,,,104-107,,J. Terry misses 3-pt shot from 25 ft
0:35.0,,,104-107,,Offensive rebound by T. Ariza
0:12.0,,,104-107,,J. Harden misses 2-pt shot from 20 ft
0:10.0,Defensive rebound by K. Towns,,104-107,,
0:08.0,Minnesota full timeout,,104-107,,
0:08.0,Z. LaVine enters the game for T. Prince,,104-107,,
0:01.0,K. Martin misses 3-pt shot from 24 ft,,104-107,,
0:01.0,,,104-107,,Defensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
