time,Chicago,pts.away,score,pts.home,Indiana
4:49.0,,,78-92,,I. Mahinmi misses free throw 2 of 2
4:49.0,Defensive rebound by P. Gasol,,78-92,,
4:24.0,P. Gasol misses 3-pt shot from 24 ft,,78-92,,
4:24.0,,,78-92,,Defensive rebound by P. George
4:20.0,Personal take foul by E. Moore (drawn by I. Mahinmi),,78-92,,
4:20.0,,,78-93,1,I. Mahinmi makes free throw 1 of 2
4:20.0,,,78-94,1,I. Mahinmi makes free throw 2 of 2
4:02.0,P. Gasol misses 2-pt shot from 2 ft,,78-94,,
4:01.0,,,78-94,,Defensive rebound by S. Hill
3:50.0,,,78-94,,Turnover by R. Stuckey (bad pass; steal by E. Moore)
3:42.0,D. Rose makes 2-pt shot from 1 ft,2,80-94,,
3:35.0,Personal take foul by J. Butler (drawn by I. Mahinmi),,80-94,,
3:35.0,,,80-95,1,I. Mahinmi makes free throw 1 of 2
3:35.0,,,80-95,,M. Ellis enters the game for S. Hill
3:35.0,,,80-95,,C. Miles enters the game for G. Hill
3:35.0,,,80-96,1,I. Mahinmi makes free throw 2 of 2
3:17.0,D. Rose makes 3-pt shot from 24 ft (assist by E. Moore),3,83-96,,
2:56.0,,,83-96,,C. Miles misses 3-pt shot from 26 ft
2:55.0,Defensive rebound by D. Rose,,83-96,,
2:37.0,J. Butler makes 3-pt shot from 22 ft (assist by N. Mirotic),3,86-96,,
2:35.0,,,86-96,,Indiana full timeout
2:35.0,,,86-96,,G. Hill enters the game for R. Stuckey
2:35.0,Personal take foul by N. Mirotic (drawn by I. Mahinmi),,86-96,,
2:35.0,,,86-96,,I. Mahinmi misses free throw 1 of 2
2:35.0,,,86-96,,Offensive rebound by Team
2:35.0,,,86-97,1,I. Mahinmi makes free throw 2 of 2
2:23.0,D. Rose misses 3-pt shot from 24 ft,,86-97,,
2:23.0,,,86-97,,Defensive rebound by Team
2:22.0,Personal take foul by N. Mirotic (drawn by I. Mahinmi),,86-97,,
2:22.0,,,86-98,1,I. Mahinmi makes free throw 1 of 2
2:22.0,,,86-99,1,I. Mahinmi makes free throw 2 of 2
2:11.0,Turnover by J. Butler (bad pass; steal by M. Ellis),,86-99,,
2:08.0,,,86-101,2,M. Ellis makes 2-pt shot at rim
2:08.0,Chicago full timeout,,86-101,,
2:08.0,T. Gibson enters the game for N. Mirotic,,86-101,,
2:08.0,T. Snell enters the game for P. Gasol,,86-101,,
2:08.0,C. Felicio enters the game for J. Butler,,86-101,,
2:08.0,B. Portis enters the game for D. Rose,,86-101,,
1:57.0,E. Moore makes 2-pt shot from 7 ft,2,88-101,,
1:41.0,,,88-104,3,P. George makes 3-pt shot from 24 ft (assist by G. Hill)
1:36.0,,,88-104,,Personal foul by P. George (drawn by B. Portis)
1:36.0,,,88-104,,G. Robinson enters the game for P. George
1:36.0,,,88-104,,J. Young enters the game for I. Mahinmi
1:36.0,,,88-104,,L. Allen enters the game for M. Ellis
1:36.0,,,88-104,,S. Hill enters the game for G. Hill
1:26.0,C. Felicio makes 2-pt shot from 17 ft (assist by E. Moore),2,90-104,,
1:02.0,,,90-104,,J. Young misses 3-pt shot from 25 ft
1:00.0,Defensive rebound by T. Gibson,,90-104,,
0:49.0,B. Portis misses 2-pt shot from 2 ft (block by L. Allen),,90-104,,
0:48.0,,,90-104,,Defensive rebound by S. Hill
0:42.0,,,90-104,,J. Young misses 2-pt shot from 19 ft
0:42.0,Defensive rebound by B. Portis,,90-104,,
0:34.0,E. Moore misses 2-pt shot from 16 ft,,90-104,,
0:34.0,Offensive rebound by T. Gibson,,90-104,,
0:30.0,B. Portis misses 3-pt shot from 26 ft,,90-104,,
0:29.0,,,90-104,,Defensive rebound by L. Allen
0:06.0,,,90-104,,J. Young misses 2-pt shot from 4 ft
0:05.0,Defensive rebound by T. Gibson,,90-104,,
0:00.0,B. Portis makes 2-pt shot from 9 ft (assist by T. Gibson),2,92-104,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
