time,Denver,pts.away,score,pts.home,Minnesota
0:13.0,,,76-74,,A. Wiggins misses 2-pt shot from 14 ft
0:12.0,,,76-74,,Offensive rebound by A. Wiggins
0:11.0,,,76-74,,A. Wiggins misses 2-pt shot from 14 ft
0:10.0,,,76-74,,Offensive rebound by K. Towns
0:09.0,,,76-74,,K. Towns misses 2-pt shot from 3 ft (block by D. Arthur)
0:07.0,Defensive rebound by Team,,76-74,,
0:07.0,Denver full timeout,,76-74,,
0:07.0,J. Nelson enters the game for D. Arthur,,76-74,,
0:07.0,M. Miller enters the game for G. Harris,,76-74,,
0:06.0,,,76-74,,Personal take foul by K. Martin (drawn by W. Barton)
0:06.0,W. Barton makes free throw 1 of 2,1,77-74,,
0:06.0,,,77-74,,G. Dieng enters the game for R. Rubio
0:06.0,D. Arthur enters the game for M. Miller,,77-74,,
0:06.0,W. Barton makes free throw 2 of 2,1,78-74,,
0:06.0,,,78-74,,Minnesota full timeout
0:06.0,,,78-74,,R. Rubio enters the game for G. Dieng
0:06.0,G. Harris enters the game for J. Nelson,,78-74,,
0:01.0,,,78-74,,K. Towns misses 2-pt shot from 21 ft
0:01.0,Defensive rebound by D. Arthur,,78-74,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
