time,Toronto,pts.away,score,pts.home,Brooklyn
2:11.0,Shooting foul by D. Sloan (drawn by N. Powell),,98-90,,
2:11.0,N. Powell makes 2-pt shot from 1 ft,2,100-90,,
2:11.0,N. Powell makes free throw 1 of 1,1,101-90,,
1:51.0,,,101-92,2,S. Kilpatrick makes 2-pt shot from 2 ft
1:31.0,T. Ross misses 2-pt shot from 7 ft,,101-92,,
1:30.0,,,101-92,,Defensive rebound by S. Kilpatrick
1:25.0,Personal foul by B. Caboclo,,101-92,,
1:17.0,,,101-92,,S. Larkin misses 2-pt shot from 20 ft
1:16.0,,,101-92,,Offensive rebound by D. Sloan
1:11.0,,,101-92,,M. Brown misses 3-pt shot from 23 ft
1:10.0,Defensive rebound by N. Powell,,101-92,,
0:56.0,D. Wright makes 2-pt shot from 1 ft,2,103-92,,
0:41.0,,,103-92,,D. Sloan misses 2-pt shot from 1 ft
0:40.0,,,103-92,,Offensive rebound by C. McCullough
0:39.0,,,103-94,2,C. McCullough makes 2-pt shot from 2 ft
0:21.0,D. Wright misses 2-pt shot from 1 ft (block by C. McCullough),,103-94,,
0:19.0,,,103-94,,Defensive rebound by D. Sloan
0:16.0,,,103-96,2,M. Brown makes 2-pt shot at rim (assist by D. Sloan)
0:00.0,End of 4th quarter,,,,End of 4th quarter
