time,Charlotte,pts.away,score,pts.home,Detroit
3:41.0,T. Hansbrough makes 2-pt shot from 12 ft (assist by J. Lamb),2,89-107,,
3:27.0,,,89-107,,Turnover by A. Tolliver (lost ball; steal by J. Lamb)
3:18.0,T. Daniels misses 3-pt shot from 25 ft,,89-107,,
3:18.0,Offensive rebound by T. Hansbrough,,89-107,,
3:13.0,Shooting foul by A. Baynes (drawn by T. Hansbrough),,89-107,,
3:13.0,T. Hansbrough misses free throw 1 of 2,,89-107,,
3:13.0,Offensive rebound by Team,,89-107,,
3:13.0,,,89-107,,T. Harris enters the game for A. Tolliver
3:13.0,,,89-107,,R. Jackson enters the game for S. Blake
3:13.0,T. Hansbrough makes free throw 2 of 2,1,90-107,,
3:01.0,,,90-107,,Turnover by R. Jackson (lost ball; steal by J. Gutierrez)
3:01.0,,,90-107,,Personal foul by R. Jackson
3:01.0,J. Gutierrez misses free throw 1 of 2,,90-107,,
3:01.0,Offensive rebound by Team,,90-107,,
3:01.0,J. Gutierrez makes free throw 2 of 2,1,91-107,,
2:35.0,,,91-107,,R. Jackson misses 3-pt shot from 25 ft
2:34.0,Defensive rebound by J. Lamb,,91-107,,
2:29.0,Shooting foul by R. Bullock (drawn by J. Lamb),,91-107,,
2:29.0,J. Lamb makes free throw 1 of 2,1,92-107,,
2:29.0,,,92-107,,M. Morris enters the game for R. Bullock
2:29.0,J. Lamb makes free throw 2 of 2,1,93-107,,
2:09.0,,,93-107,,Turnover by K. Caldwell-Pope (bad pass)
1:56.0,T. Daniels misses 2-pt shot from 15 ft,,93-107,,
1:56.0,,,93-107,,Defensive rebound by R. Jackson
1:47.0,,,93-107,,R. Jackson misses 2-pt shot from 10 ft
1:46.0,,,93-107,,Offensive rebound by R. Jackson
1:45.0,,,93-107,,R. Jackson misses 2-pt shot at rim
1:42.0,Defensive rebound by T. Daniels,,93-107,,
1:33.0,S. Hawes makes 3-pt shot from 24 ft (assist by J. Gutierrez),3,96-107,,
1:17.0,,,96-107,,M. Morris misses 2-pt shot from 16 ft
1:17.0,Defensive rebound by T. Hansbrough,,96-107,,
0:57.0,T. Daniels misses 3-pt shot from 24 ft,,96-107,,
0:57.0,,,96-107,,Defensive rebound by R. Jackson
0:57.0,,,96-107,,Offensive charge foul by R. Jackson
0:57.0,,,96-107,,Turnover by R. Jackson (offensive foul)
0:57.0,Charlotte full timeout,,96-107,,
0:51.0,T. Daniels makes 3-pt shot from 26 ft (assist by S. Hawes),3,99-107,,
0:47.0,Personal foul by J. Gutierrez,,99-107,,
0:47.0,,,99-107,,M. Morris misses free throw 1 of 2
0:47.0,,,99-107,,Offensive rebound by Team
0:47.0,,,99-108,1,M. Morris makes free throw 2 of 2
0:47.0,,,99-108,,Away from play foul by R. Jackson
0:47.0,T. Daniels makes free throw 1 of 1,1,100-108,,
0:38.0,J. Lamb makes 3-pt shot from 26 ft (assist by J. Gutierrez),3,103-108,,
0:33.0,Personal foul by J. Lamb,,103-108,,
0:33.0,,,103-109,1,R. Jackson makes free throw 1 of 2
0:33.0,,,103-110,1,R. Jackson makes free throw 2 of 2
0:33.0,Charlotte full timeout,,103-110,,
0:30.0,T. Daniels misses 2-pt shot from 8 ft,,103-110,,
0:28.0,Offensive rebound by T. Hansbrough,,103-110,,
0:27.0,T. Hansbrough misses 2-pt shot from 1 ft,,103-110,,
0:26.0,,,103-110,,Defensive rebound by A. Baynes
0:25.0,Personal foul by T. Hansbrough,,103-110,,
0:25.0,,,103-111,1,A. Baynes makes free throw 1 of 2
0:25.0,,,103-112,1,A. Baynes makes free throw 2 of 2
0:18.0,J. Lamb makes 2-pt shot from 1 ft,2,105-112,,
0:16.0,,,105-112,,Detroit full timeout
0:16.0,,,105-112,,Detroit full timeout
0:00.0,End of 4th quarter,,,,End of 4th quarter
