time,Philadelphia,pts.away,score,pts.home,New York
1:59.0,Offensive rebound by Team,,90-91,,
1:59.0,N. Noel makes free throw 2 of 2,1,91-91,,
1:38.0,,,91-93,2,A. Afflalo makes 2-pt shot from 6 ft (assist by J. Calderon)
1:24.0,Shooting foul by L. Thomas (drawn by H. Thompson),,91-93,,
1:24.0,J. Grant enters the game for I. Canaan,,91-93,,
1:24.0,H. Thompson misses free throw 1 of 3,,91-93,,
1:24.0,Offensive rebound by Team,,91-93,,
1:24.0,H. Thompson misses free throw 2 of 3,,91-93,,
1:24.0,Offensive rebound by Team,,91-93,,
1:24.0,H. Thompson misses free throw 3 of 3,,91-93,,
1:22.0,,,91-93,,Defensive rebound by C. Anthony
1:03.0,,,91-93,,C. Anthony misses 2-pt shot from 5 ft (block by N. Noel)
1:01.0,Defensive rebound by J. Grant,,91-93,,
0:53.0,H. Thompson makes 3-pt shot from 22 ft (assist by J. Grant),3,94-93,,
0:53.0,,,94-93,,New York full timeout
0:37.0,,,94-93,,A. Afflalo misses 2-pt shot from 6 ft
0:36.0,Defensive rebound by H. Thompson,,94-93,,
0:14.0,I. Smith makes 2-pt shot from 21 ft,2,96-93,,
0:14.0,,,96-93,,New York full timeout
0:14.0,J. Sampson enters the game for I. Smith,,96-93,,
0:14.0,,,96-93,,K. Porzingis enters the game for R. Lopez
0:03.0,,,96-96,3,C. Anthony makes 3-pt shot from 26 ft
0:03.0,Philadelphia full timeout,,96-96,,
0:03.0,I. Smith enters the game for J. Sampson,,96-96,,
0:03.0,I. Canaan enters the game for J. Grant,,96-96,,
0:03.0,,,96-96,,L. Galloway enters the game for K. Porzingis
0:03.0,,,96-96,,L. Amundson enters the game for J. Calderon
0:01.0,I. Canaan misses 3-pt shot from 24 ft,,96-96,,
0:00.0,Offensive rebound by Team,,96-96,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:48.0,,,96-96,,C. Anthony misses 2-pt shot from 18 ft
4:45.0,Defensive rebound by I. Smith,,96-96,,
4:30.0,Shooting foul by J. Calderon (drawn by I. Canaan),,96-96,,
4:30.0,I. Canaan makes free throw 1 of 2,1,97-96,,
4:30.0,I. Canaan makes free throw 2 of 2,1,98-96,,
4:11.0,,,98-96,,C. Anthony misses 2-pt shot from 13 ft
4:09.0,Defensive rebound by H. Thompson,,98-96,,
3:51.0,I. Smith makes 2-pt shot from 2 ft (assist by N. Noel),2,100-96,,
3:31.0,,,100-98,2,L. Thomas makes 2-pt shot from 3 ft
3:31.0,,,100-98,,Shooting foul by N. Noel (drawn by L. Thomas)
3:31.0,,,100-98,,L. Amundson enters the game for R. Lopez
3:31.0,,,100-98,,L. Galloway enters the game for J. Calderon
3:31.0,,,100-99,1,L. Thomas makes free throw 1 of 1
3:21.0,I. Smith misses 2-pt shot from 1 ft,,100-99,,
3:20.0,,,100-99,,Defensive rebound by C. Anthony
2:56.0,,,100-99,,C. Anthony misses 3-pt shot from 24 ft
2:54.0,Defensive rebound by I. Canaan,,100-99,,
2:34.0,I. Smith misses 3-pt shot from 26 ft,,100-99,,
2:32.0,,,100-99,,Defensive rebound by L. Amundson
2:16.0,,,100-99,,A. Afflalo misses 2-pt shot from 2 ft
2:14.0,Defensive rebound by I. Smith,,100-99,,
2:14.0,,,100-99,,Personal foul by C. Anthony (drawn by I. Smith)
1:53.0,I. Smith makes 2-pt shot from 2 ft,2,102-99,,
1:53.0,Shooting foul by L. Amundson (drawn by I. Smith),,102-99,,
1:53.0,,,102-99,,New York full timeout
1:53.0,J. Grant enters the game for I. Canaan,,102-99,,
1:53.0,I. Smith misses free throw 1 of 1,,102-99,,
1:52.0,,,102-99,,Defensive rebound by L. Thomas
1:31.0,,,102-99,,Shooting foul by J. Grant (drawn by A. Afflalo)
1:31.0,,,102-100,1,A. Afflalo makes free throw 1 of 2
1:31.0,I. Canaan enters the game for J. Grant,,102-100,,
1:31.0,,,102-101,1,A. Afflalo makes free throw 2 of 2
1:20.0,N. Noel makes 2-pt shot at rim (assist by I. Smith),2,104-101,,
1:11.0,Personal foul by N. Noel,,104-101,,
1:11.0,,,104-102,1,L. Amundson makes free throw 1 of 2
1:11.0,,,104-103,1,L. Amundson makes free throw 2 of 2
0:59.0,I. Smith misses 2-pt shot from 2 ft,,104-103,,
0:57.0,,,104-103,,Defensive rebound by C. Anthony
0:40.0,,,104-105,2,A. Afflalo makes 2-pt shot from 11 ft (assist by C. Anthony)
0:40.0,Philadelphia full timeout,,104-105,,
0:27.0,Turnover by I. Smith (lost ball; steal by C. Anthony),,104-105,,
0:20.0,Personal foul by R. Covington (drawn by L. Thomas),,104-105,,
0:20.0,,,104-106,1,L. Thomas makes free throw 1 of 2
0:20.0,,,104-107,1,L. Thomas makes free throw 2 of 2
0:20.0,Philadelphia full timeout,,104-107,,
0:20.0,J. Grant enters the game for I. Canaan,,104-107,,
0:13.0,I. Smith misses 3-pt shot from 26 ft,,104-107,,
0:10.0,Offensive rebound by Team,,104-107,,
0:10.0,Philadelphia full timeout,,104-107,,
0:10.0,I. Canaan enters the game for J. Grant,,104-107,,
0:07.0,R. Covington makes 3-pt shot from 25 ft (assist by I. Smith),3,107-107,,
0:07.0,,,107-107,,New York full timeout
0:07.0,,,107-107,,J. Calderon enters the game for L. Galloway
0:07.0,,,107-107,,D. Williams enters the game for L. Amundson
0:07.0,J. Grant enters the game for H. Thompson,,107-107,,
0:07.0,J. Sampson enters the game for I. Canaan,,107-107,,
0:02.0,,,107-107,,C. Anthony misses 2-pt shot from 10 ft
0:01.0,Defensive rebound by I. Smith,,107-107,,
0:00.0,I. Smith misses 3-pt shot from 58 ft,,107-107,,
0:00.0,Offensive rebound by Team,,107-107,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
5:00.0,Start of 2nd overtime,,,,Start of 2nd overtime
5:00.0,Jump ball: R. Lopez vs. N. Noel (I. Smith gains possession),,,,Jump ball: R. Lopez vs. N. Noel (I. Smith gains possession)
4:38.0,I. Smith misses 3-pt shot from 25 ft,,107-107,,
4:36.0,,,107-107,,Defensive rebound by R. Lopez
4:19.0,,,107-107,,L. Thomas misses 2-pt shot from 5 ft
4:18.0,Defensive rebound by N. Noel,,107-107,,
3:54.0,R. Covington misses 2-pt shot from 21 ft (block by L. Thomas),,107-107,,
3:53.0,,,107-107,,Defensive rebound by C. Anthony
3:37.0,,,107-109,2,R. Lopez makes 2-pt shot at rim
3:21.0,I. Smith makes 2-pt shot from 2 ft,2,109-109,,
3:21.0,Shooting foul by L. Galloway (drawn by I. Smith),,109-109,,
3:21.0,I. Smith misses free throw 1 of 1,,109-109,,
3:20.0,,,109-109,,Defensive rebound by R. Lopez
3:06.0,,,109-111,2,L. Galloway makes 2-pt shot from 2 ft
2:43.0,I. Smith misses 2-pt shot from 3 ft,,109-111,,
2:40.0,,,109-111,,Defensive rebound by L. Galloway
2:36.0,,,109-113,2,A. Afflalo makes 2-pt shot from 2 ft (assist by L. Galloway)
2:35.0,Philadelphia full timeout,,109-113,,
2:28.0,I. Smith makes 2-pt shot from 19 ft,2,111-113,,
2:11.0,,,111-115,2,L. Galloway makes 2-pt shot from 1 ft
1:46.0,I. Canaan misses 2-pt shot from 2 ft (block by L. Galloway),,111-115,,
1:44.0,,,111-115,,Defensive rebound by A. Afflalo
1:20.0,,,111-115,,A. Afflalo misses 3-pt shot from 24 ft
1:18.0,,,111-115,,Offensive rebound by Team
1:01.0,,,111-117,2,C. Anthony makes 2-pt shot from 5 ft
1:01.0,Philadelphia full timeout,,111-117,,
0:53.0,I. Canaan misses 2-pt shot from 7 ft,,111-117,,
0:53.0,Offensive rebound by I. Canaan,,111-117,,
0:53.0,I. Canaan makes 2-pt shot from 7 ft,2,113-117,,
0:37.0,,,113-117,,Turnover by C. Anthony (bad pass)
0:31.0,R. Covington misses 2-pt shot at rim (block by R. Lopez),,113-117,,
0:29.0,,,113-117,,Defensive rebound by C. Anthony
0:22.0,,,113-117,,New York full timeout
0:22.0,,,113-117,,New York full timeout
0:22.0,J. Sampson enters the game for H. Thompson,,113-117,,
0:22.0,J. Grant enters the game for I. Canaan,,113-117,,
0:22.0,,,113-117,,J. Calderon enters the game for L. Thomas
0:17.0,Personal foul by J. Grant (drawn by J. Calderon),,113-117,,
0:16.0,Personal take foul by N. Noel (drawn by R. Lopez),,113-117,,
0:16.0,,,113-118,1,R. Lopez makes free throw 1 of 2
0:16.0,I. Canaan enters the game for J. Grant,,113-118,,
0:16.0,H. Thompson enters the game for J. Sampson,,113-118,,
0:16.0,,,113-118,,L. Thomas enters the game for J. Calderon
0:16.0,,,113-119,1,R. Lopez makes free throw 2 of 2
0:10.0,R. Covington misses 3-pt shot from 24 ft,,113-119,,
0:08.0,,,113-119,,Defensive rebound by Team
0:08.0,,,113-119,,J. Calderon enters the game for L. Thomas
0:08.0,J. Sampson enters the game for H. Thompson,,113-119,,
0:08.0,J. Grant enters the game for I. Canaan,,113-119,,
0:04.0,Personal take foul by R. Covington (drawn by C. Anthony),,113-119,,
0:04.0,,,113-119,,C. Anthony misses free throw 1 of 2
0:04.0,,,113-119,,Offensive rebound by Team
0:04.0,,,113-119,,C. Anthony misses free throw 2 of 2
0:03.0,Defensive rebound by N. Noel,,113-119,,
0:03.0,Philadelphia full timeout,,113-119,,
0:03.0,,,113-119,,L. Thomas enters the game for J. Calderon
0:03.0,I. Canaan enters the game for J. Sampson,,113-119,,
0:03.0,H. Thompson enters the game for J. Grant,,113-119,,
0:01.0,H. Thompson misses 3-pt shot from 25 ft,,113-119,,
0:00.0,Offensive rebound by Team,,113-119,,
0:00.0,End of 2nd overtime,,,,End of 2nd overtime
