time,Atlanta,pts.away,score,pts.home,New York
1:34.0,E. Tavares makes 2-pt shot from 2 ft (assist by S. Mack),2,95-109,,
1:24.0,,,95-109,,J. Grant misses 2-pt shot from 2 ft
1:19.0,,,95-109,,Offensive rebound by Team
1:19.0,,,95-109,,J. Grant misses 2-pt shot from 14 ft
1:18.0,Defensive rebound by J. Holiday,,95-109,,
1:15.0,S. Mack misses 2-pt shot from 2 ft (block by J. Grant),,95-109,,
1:10.0,Offensive rebound by Team,,95-109,,
0:51.0,J. Holiday makes 2-pt shot from 3 ft,2,97-109,,
0:50.0,,,97-109,,Offensive foul by K. O'Quinn
0:50.0,,,97-109,,Turnover by K. O'Quinn (offensive foul)
0:42.0,L. Patterson misses 3-pt shot from 25 ft,,97-109,,
0:42.0,,,97-109,,Defensive rebound by L. Thomas
0:28.0,,,97-111,2,D. Williams makes 2-pt shot from 15 ft (assist by K. O'Quinn)
0:18.0,Shooting foul by L. Thomas (drawn by E. Tavares),,97-111,,
0:18.0,E. Tavares misses free throw 1 of 2,,97-111,,
0:18.0,Offensive rebound by Team,,97-111,,
0:18.0,E. Tavares misses free throw 2 of 2,,97-111,,
0:17.0,,,97-111,,Defensive rebound by K. O'Quinn
0:00.0,End of 4th quarter,,,,End of 4th quarter
