time,LA Clippers,pts.away,score,pts.home,Portland
4:12.0,,,91-98,,Turnover by A. Aminu (lost ball; steal by D. Jordan)
4:02.0,J. Crawford misses 2-pt shot from 1 ft,,91-98,,
4:01.0,Offensive rebound by D. Jordan,,91-98,,
4:01.0,D. Jordan makes 2-pt shot from 1 ft,2,93-98,,
3:38.0,,,93-98,,D. Lillard misses 2-pt shot at rim
3:37.0,Defensive rebound by A. Rivers,,93-98,,
3:21.0,A. Rivers misses 3-pt shot from 25 ft,,93-98,,
3:18.0,Offensive rebound by D. Jordan,,93-98,,
3:11.0,J. Crawford misses 3-pt shot from 28 ft,,93-98,,
3:08.0,Offensive rebound by D. Jordan,,93-98,,
3:08.0,,,93-98,,Personal foul by M. Plumlee
3:08.0,P. Pierce enters the game for J. Green,,93-98,,
3:08.0,C. Aldrich enters the game for D. Jordan,,93-98,,
2:59.0,J. Redick makes 2-pt shot from 18 ft (assist by A. Rivers),2,95-98,,
2:45.0,,,95-98,,Turnover by A. Crabbe (step out of bounds)
2:45.0,,,95-98,,Portland full timeout
2:45.0,,,95-98,,G. Henderson enters the game for A. Aminu
2:28.0,A. Rivers misses 2-pt shot from 3 ft,,95-98,,
2:28.0,,,95-98,,Defensive rebound by Team
2:28.0,Loose ball foul by C. Aldrich,,95-98,,
2:28.0,,,95-98,,M. Plumlee misses free throw 1 of 2
2:28.0,,,95-98,,Offensive rebound by Team
2:28.0,,,95-98,,M. Plumlee misses free throw 2 of 2
2:27.0,,,95-98,,Offensive rebound by Team
2:16.0,,,95-101,3,C. McCollum makes 3-pt shot from 25 ft (assist by D. Lillard)
2:16.0,LA Clippers full timeout,,95-101,,
2:16.0,J. Green enters the game for C. Aldrich,,95-101,,
2:04.0,J. Crawford misses 2-pt shot from 2 ft (block by M. Plumlee),,95-101,,
2:02.0,Offensive rebound by A. Rivers,,95-101,,
2:00.0,J. Redick makes 2-pt shot from 15 ft (assist by A. Rivers),2,97-101,,
1:37.0,,,97-101,,Shooting foul by P. Pierce (drawn by D. Lillard)
1:37.0,,,97-102,1,D. Lillard makes free throw 1 of 2
1:37.0,D. Jordan enters the game for P. Pierce,,97-102,,
1:37.0,,,97-103,1,D. Lillard makes free throw 2 of 2
1:32.0,J. Crawford makes 2-pt shot from 1 ft,2,99-103,,
1:12.0,,,99-103,,G. Henderson misses 3-pt shot from 25 ft
1:12.0,Defensive rebound by J. Green,,99-103,,
1:00.0,J. Redick makes 2-pt shot at rim (assist by J. Crawford),2,101-103,,
0:40.0,,,101-103,,D. Lillard misses 2-pt shot from 6 ft
0:40.0,Defensive rebound by J. Green,,101-103,,
0:40.0,LA Clippers full timeout,,101-103,,
0:40.0,,,101-103,,A. Aminu enters the game for G. Henderson
0:32.0,Shooting foul by A. Crabbe (drawn by J. Crawford),,101-103,,
0:32.0,J. Crawford makes free throw 1 of 2,1,102-103,,
0:32.0,,,102-103,,E. Davis enters the game for C. McCollum
0:32.0,L. Mbah a Moute enters the game for J. Redick,,102-103,,
0:32.0,J. Crawford makes free throw 2 of 2,1,103-103,,
0:32.0,,,103-103,,Portland full timeout
0:32.0,,,103-103,,C. McCollum enters the game for E. Davis
0:15.0,,,103-103,,C. McCollum misses 2-pt shot from 12 ft
0:15.0,,,103-103,,Offensive rebound by Team
0:15.0,Loose ball foul by J. Green,,103-103,,
0:15.0,,,103-104,1,M. Plumlee makes free throw 1 of 2
0:15.0,J. Redick enters the game for L. Mbah a Moute,,103-104,,
0:15.0,P. Pierce enters the game for D. Jordan,,103-104,,
0:15.0,,,103-105,1,M. Plumlee makes free throw 2 of 2
0:02.0,J. Crawford misses 2-pt shot from 3 ft,,103-105,,
0:02.0,,,103-105,,Defensive rebound by M. Plumlee
0:02.0,Personal take foul by J. Redick,,103-105,,
0:02.0,,,103-105,,M. Plumlee misses free throw 1 of 2
0:02.0,,,103-105,,Offensive rebound by Team
0:02.0,,,103-106,1,M. Plumlee makes free throw 2 of 2
0:00.0,A. Rivers misses 3-pt shot from 42 ft,,103-106,,
0:00.0,Offensive rebound by Team,,103-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
