time,Phoenix,pts.away,score,pts.home,New Orleans
4:20.0,Defensive rebound by A. Williams,,107-82,,
4:15.0,Turnover by C. Budinger (bad pass),,107-82,,
4:01.0,,,107-85,3,T. Douglas makes 3-pt shot from 25 ft
3:46.0,J. Jenkins makes 2-pt shot from 2 ft,2,109-85,,
3:46.0,Shooting foul by D. Cunningham (drawn by J. Jenkins),,109-85,,
3:46.0,J. Jenkins makes free throw 1 of 1,1,110-85,,
3:39.0,,,110-85,,T. Frazier misses 2-pt shot from 7 ft
3:38.0,Defensive rebound by A. Williams,,110-85,,
3:27.0,Shooting foul by T. Douglas (drawn by A. Goodwin),,110-85,,
3:27.0,A. Goodwin makes free throw 1 of 2,1,111-85,,
3:27.0,A. Goodwin makes free throw 2 of 2,1,112-85,,
3:26.0,Personal take foul by A. Goodwin,,112-85,,
3:26.0,,,112-86,1,T. Douglas makes free throw 1 of 2
3:26.0,R. Price enters the game for A. Goodwin,,112-86,,
3:26.0,,,112-87,1,T. Douglas makes free throw 2 of 2
3:12.0,J. Leuer misses 2-pt shot from 18 ft,,112-87,,
3:10.0,,,112-87,,Defensive rebound by T. Frazier
3:05.0,,,112-89,2,D. Cunningham makes 2-pt shot at rim (assist by T. Frazier)
2:52.0,A. Williams makes 2-pt shot from 9 ft (assist by J. Jenkins),2,114-89,,
2:38.0,,,114-89,,L. Babbitt misses 2-pt shot from 2 ft (block by A. Williams)
2:37.0,Defensive rebound by A. Williams,,114-89,,
2:25.0,J. Leuer makes 2-pt shot from 1 ft (assist by C. Budinger),2,116-89,,
2:25.0,Shooting foul by L. Babbitt (drawn by J. Leuer),,116-89,,
2:25.0,Phoenix full timeout,,116-89,,
2:25.0,,,116-89,,J. Ennis enters the game for D. Cunningham
2:25.0,J. Leuer makes free throw 1 of 1,1,117-89,,
2:19.0,,,117-91,2,J. Ennis makes 2-pt shot at rim (assist by T. Frazier)
1:55.0,A. Williams misses 2-pt shot from 10 ft,,117-91,,
1:54.0,,,117-91,,Defensive rebound by J. Ennis
1:37.0,,,117-91,,T. Frazier misses 2-pt shot from 2 ft (block by A. Williams)
1:35.0,Defensive rebound by A. Williams,,117-91,,
1:31.0,C. Budinger makes 2-pt shot at rim (assist by J. Leuer),2,119-91,,
1:14.0,,,119-91,,Shooting foul by A. Williams (drawn by L. Babbitt)
1:14.0,,,119-92,1,L. Babbitt makes free throw 1 of 2
1:14.0,,,119-93,1,L. Babbitt makes free throw 2 of 2
1:03.0,J. Jenkins misses 3-pt shot from 25 ft,,119-93,,
1:03.0,Offensive rebound by A. Williams,,119-93,,
1:03.0,A. Williams misses 2-pt shot from 1 ft,,119-93,,
1:03.0,,,119-93,,Defensive rebound by Team
1:03.0,Loose ball foul by A. Williams,,119-93,,
1:03.0,,,119-94,1,J. Hamilton makes free throw 1 of 2
1:03.0,,,119-95,1,J. Hamilton makes free throw 2 of 2
0:52.0,J. Jenkins misses 3-pt shot from 25 ft,,119-95,,
0:51.0,Offensive rebound by A. Williams,,119-95,,
0:49.0,J. Jenkins makes 2-pt shot from 2 ft (assist by A. Williams),2,121-95,,
0:41.0,,,121-98,3,T. Douglas makes 3-pt shot from 25 ft
0:18.0,J. Jenkins misses 2-pt shot from 10 ft,,121-98,,
0:16.0,,,121-98,,Defensive rebound by J. Hamilton
0:11.0,Shooting block foul by R. Price (drawn by J. Hamilton),,121-98,,
0:11.0,,,121-99,1,J. Hamilton makes free throw 1 of 2
0:11.0,,,121-100,1,J. Hamilton makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
