time,Minnesota,pts.away,score,pts.home,LA Clippers
2:12.0,,,88-98,,Violation by Team (delay of game)
2:12.0,,,88-99,1,D. Jordan makes free throw 1 of 2
2:12.0,,,88-99,,D. Jordan misses free throw 2 of 2
2:11.0,Defensive rebound by A. Wiggins,,88-99,,
2:07.0,Turnover by A. Wiggins (lost ball),,88-99,,
2:07.0,Personal take foul by A. Wiggins (drawn by D. Jordan),,88-99,,
2:07.0,,,88-99,,D. Jordan misses free throw 1 of 2
2:07.0,,,88-99,,Offensive rebound by Team
2:07.0,,,88-99,,D. Jordan misses free throw 2 of 2
2:06.0,Defensive rebound by Z. LaVine,,88-99,,
2:01.0,Shooting foul by D. Jordan (drawn by Z. LaVine),,88-99,,
2:01.0,Z. LaVine makes free throw 1 of 2,1,89-99,,
2:01.0,Z. LaVine makes free throw 2 of 2,1,90-99,,
1:44.0,,,90-99,,J. Redick misses 3-pt shot from 26 ft
1:43.0,Defensive rebound by K. Towns,,90-99,,
1:38.0,Z. LaVine misses 3-pt shot from 29 ft,,90-99,,
1:38.0,Offensive rebound by Team,,90-99,,
1:38.0,,,90-99,,Personal foul by D. Jordan (drawn by G. Dieng)
1:38.0,,,90-99,,Technical foul by D. Jordan (drawn by G. Dieng)
1:38.0,Z. LaVine makes technical free throw,1,91-99,,
1:38.0,G. Dieng makes free throw 1 of 2,1,92-99,,
1:38.0,G. Dieng makes free throw 2 of 2,1,93-99,,
1:22.0,,,93-101,2,B. Griffin makes 2-pt shot from 17 ft (assist by C. Paul)
1:10.0,G. Dieng makes 2-pt shot from 20 ft,2,95-101,,
0:52.0,,,95-103,2,C. Paul makes 2-pt shot from 18 ft (assist by B. Griffin)
0:45.0,A. Wiggins misses 3-pt shot from 27 ft,,95-103,,
0:44.0,,,95-103,,Defensive rebound by D. Jordan
0:41.0,Personal block foul by Z. LaVine (drawn by C. Paul),,95-103,,
0:41.0,,,95-104,1,C. Paul makes free throw 1 of 2
0:41.0,,,95-105,1,C. Paul makes free throw 2 of 2
0:33.0,Z. LaVine misses 2-pt shot from 5 ft,,95-105,,
0:31.0,Offensive rebound by G. Dieng,,95-105,,
0:29.0,G. Dieng makes 2-pt shot from 1 ft,2,97-105,,
0:14.0,Personal foul by G. Dieng (drawn by C. Paul),,97-105,,
0:14.0,,,97-106,1,C. Paul makes free throw 1 of 2
0:14.0,,,97-107,1,C. Paul makes free throw 2 of 2
0:07.0,Z. LaVine makes 2-pt shot from 1 ft,2,99-107,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
