time,Golden State,pts.away,score,pts.home,Oklahoma City
5:51.0,,,91-125,,E. Kanter misses 3-pt shot from 25 ft
5:50.0,Defensive rebound by B. Rush,,91-125,,
5:36.0,H. Barnes misses 3-pt shot from 23 ft,,91-125,,
5:36.0,Offensive rebound by M. Speights,,91-125,,
5:31.0,M. Speights makes 2-pt shot from 6 ft,2,93-125,,
5:06.0,,,93-125,,Turnover by R. Foye (offensive foul)
5:06.0,,,93-125,,Offensive foul by R. Foye
5:06.0,,,93-125,,A. Morrow enters the game for A. Roberson
4:57.0,L. Barbosa makes 3-pt shot from 25 ft,3,96-125,,
4:40.0,,,96-125,,Shooting foul by B. Rush (drawn by E. Kanter)
4:40.0,,,96-126,1,E. Kanter makes free throw 1 of 2
4:40.0,,,96-127,1,E. Kanter makes free throw 2 of 2
4:23.0,M. Speights misses 2-pt shot from 4 ft,,96-127,,
4:22.0,Offensive rebound by M. Speights,,96-127,,
4:21.0,M. Speights misses 2-pt shot from 2 ft,,96-127,,
4:20.0,,,96-127,,Defensive rebound by E. Kanter
4:14.0,,,96-127,,R. Foye misses 2-pt shot from 2 ft
4:13.0,Defensive rebound by B. Rush,,96-127,,
3:59.0,B. Rush misses 2-pt shot from 15 ft,,96-127,,
3:56.0,,,96-127,,Defensive rebound by E. Kanter
3:50.0,,,96-127,,K. Singler misses 2-pt shot from 7 ft
3:50.0,,,96-127,,Offensive rebound by Team
3:50.0,Personal foul by M. Speights,,96-127,,
3:45.0,,,96-127,,Shooting foul by M. Speights (drawn by C. Payne)
3:45.0,,,96-128,1,C. Payne makes free throw 1 of 2
3:45.0,,,96-129,1,C. Payne makes free throw 2 of 2
3:33.0,Shooting foul by E. Kanter (drawn by M. Speights),,96-129,,
3:33.0,M. Speights misses free throw 1 of 2,,96-129,,
3:33.0,Offensive rebound by Team,,96-129,,
3:33.0,M. Speights makes free throw 2 of 2,1,97-129,,
3:24.0,,,97-129,,A. Morrow misses 3-pt shot from 24 ft
3:23.0,Defensive rebound by Team,,97-129,,
3:06.0,I. Clark makes 2-pt shot from 1 ft,2,99-129,,
2:53.0,,,99-129,,K. Singler misses 3-pt shot from 22 ft
2:52.0,Defensive rebound by I. Clark,,99-129,,
2:32.0,L. Barbosa makes 2-pt shot from 1 ft,2,101-129,,
2:14.0,,,101-131,2,A. Morrow makes 2-pt shot from 13 ft
1:59.0,L. Barbosa misses 2-pt shot from 2 ft (block by C. Payne),,101-131,,
1:58.0,,,101-131,,Defensive rebound by K. Singler
1:50.0,,,101-133,2,C. Payne makes 2-pt shot from 13 ft (assist by R. Foye)
1:42.0,Shooting foul by E. Kanter (drawn by M. Speights),,101-133,,
1:42.0,Golden State full timeout,,101-133,,
1:42.0,M. Speights makes free throw 1 of 2,1,102-133,,
1:42.0,M. Speights makes free throw 2 of 2,1,103-133,,
1:23.0,,,103-133,,Turnover by A. Morrow (lost ball; steal by M. Speights)
1:17.0,M. Speights misses 2-pt shot from 1 ft,,103-133,,
1:17.0,,,103-133,,Defensive rebound by K. Singler
1:11.0,,,103-133,,E. Kanter misses 2-pt shot at rim
1:11.0,Defensive rebound by H. Barnes,,103-133,,
1:03.0,I. Clark misses 2-pt shot from 11 ft (block by C. Payne),,103-133,,
1:02.0,Offensive rebound by H. Barnes,,103-133,,
0:58.0,M. Speights misses 3-pt shot from 23 ft,,103-133,,
0:57.0,Offensive rebound by Team,,103-133,,
0:53.0,Turnover by M. Speights (offensive foul),,103-133,,
0:53.0,Offensive foul by M. Speights,,103-133,,
0:40.0,,,103-133,,A. Morrow misses 2-pt shot from 2 ft
0:39.0,,,103-133,,Offensive rebound by E. Kanter
0:39.0,,,103-133,,E. Kanter misses 2-pt shot at rim
0:39.0,Defensive rebound by B. Rush,,103-133,,
0:35.0,I. Clark makes 2-pt shot from 1 ft (assist by B. Rush),2,105-133,,
0:24.0,,,105-133,,C. Payne misses 2-pt shot from 23 ft
0:24.0,Defensive rebound by M. Speights,,105-133,,
0:10.0,M. Speights misses 3-pt shot from 27 ft,,105-133,,
0:09.0,,,105-133,,Defensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
