time,Washington,pts.away,score,pts.home,Charlotte
1:25.0,,,98-101,,M. Kidd-Gilchrist enters the game for J. Lin
1:08.0,B. Beal makes 2-pt shot from 14 ft,2,100-101,,
0:57.0,,,100-101,,K. Walker misses 3-pt shot from 26 ft
0:55.0,Defensive rebound by M. Gortat,,100-101,,
0:47.0,J. Wall misses 2-pt shot from 16 ft,,100-101,,
0:47.0,,,100-101,,Defensive rebound by N. Batum
0:36.0,,,100-101,,Charlotte full timeout
0:36.0,,,100-101,,J. Lin enters the game for M. Kidd-Gilchrist
0:29.0,,,100-104,3,J. Lin makes 3-pt shot from 23 ft (assist by N. Batum)
0:29.0,Washington full timeout,,100-104,,
0:29.0,,,100-104,,M. Kidd-Gilchrist enters the game for J. Lin
0:22.0,O. Porter misses 3-pt shot from 25 ft,,100-104,,
0:19.0,,,100-104,,Defensive rebound by N. Batum
0:11.0,Personal take foul by B. Beal (drawn by M. Kidd-Gilchrist),,100-104,,
0:11.0,,,100-105,1,M. Kidd-Gilchrist makes free throw 1 of 2
0:11.0,,,100-105,,M. Kidd-Gilchrist misses free throw 2 of 2
0:11.0,Defensive rebound by M. Gortat,,100-105,,
0:11.0,Washington full timeout,,100-105,,
0:11.0,J. Dudley enters the game for O. Porter,,100-105,,
0:08.0,B. Beal makes 3-pt shot from 25 ft (assist by G. Temple),3,103-105,,
0:07.0,Personal take foul by G. Temple (drawn by M. Williams),,103-105,,
0:07.0,,,103-106,1,M. Williams makes free throw 1 of 2
0:07.0,,,103-106,,M. Williams misses free throw 2 of 2
0:04.0,Defensive rebound by M. Gortat,,103-106,,
0:03.0,,,103-106,,Personal take foul by M. Kidd-Gilchrist (drawn by J. Wall)
0:03.0,J. Wall makes free throw 1 of 2,1,104-106,,
0:03.0,D. Gooden enters the game for J. Dudley,,104-106,,
0:03.0,J. Wall misses free throw 2 of 2,,104-106,,
0:03.0,,,104-106,,Defensive rebound by Team
0:03.0,,,104-106,,Charlotte full timeout
0:03.0,,,104-106,,J. Lin enters the game for M. Kidd-Gilchrist
0:03.0,,,104-106,,S. Hawes enters the game for C. Zeller
0:03.0,K. Oubre enters the game for D. Gooden,,104-106,,
0:02.0,Personal take foul by B. Beal (drawn by K. Walker),,104-106,,
0:02.0,,,104-107,1,K. Walker makes free throw 1 of 2
0:02.0,J. Dudley enters the game for K. Oubre,,104-107,,
0:02.0,,,104-107,,C. Zeller enters the game for J. Lin
0:02.0,,,104-107,,M. Kidd-Gilchrist enters the game for S. Hawes
0:02.0,,,104-108,1,K. Walker makes free throw 2 of 2
0:00.0,B. Beal misses 3-pt shot from 33 ft,,104-108,,
0:00.0,Offensive rebound by Team,,104-108,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
