time,Indiana,pts.away,score,pts.home,Detroit
2:06.0,C. Budinger misses free throw 1 of 2,,91-116,,
2:06.0,Offensive rebound by Team,,91-116,,
2:06.0,C. Budinger makes free throw 2 of 2,1,92-116,,
1:55.0,,,92-116,,Turnover by D. Hilliard (traveling)
1:40.0,Turnover by C. Budinger (bad pass; steal by J. Anthony),,92-116,,
1:16.0,,,92-116,,D. Hilliard misses 3-pt shot from 25 ft
1:16.0,Defensive rebound by J. Hill,,92-116,,
1:08.0,S. Hill makes 2-pt shot from 15 ft,2,94-116,,
0:52.0,,,94-116,,Offensive foul by S. Johnson
0:52.0,,,94-116,,Turnover by S. Johnson (offensive foul)
0:39.0,C. Budinger misses 2-pt shot from 18 ft,,94-116,,
0:38.0,,,94-116,,Defensive rebound by S. Johnson
0:29.0,,,94-118,2,D. Hilliard makes 2-pt shot at rim
0:11.0,S. Hill makes 2-pt shot from 18 ft,2,96-118,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
