time,San Antonio,pts.away,score,pts.home,Portland
1:52.0,Turnover by L. Aldridge (traveling),,109-99,,
1:40.0,,,109-99,,M. Plumlee misses 2-pt shot at rim
1:36.0,Defensive rebound by B. Diaw,,109-99,,
1:17.0,M. Ginobili misses 2-pt shot from 2 ft,,109-99,,
1:17.0,,,109-99,,Defensive rebound by Team
1:07.0,,,109-99,,D. Lillard misses 2-pt shot from 1 ft (block by L. Aldridge)
1:06.0,Defensive rebound by M. Ginobili,,109-99,,
1:01.0,T. Parker makes 2-pt shot from 1 ft,2,111-99,,
0:55.0,Personal foul by M. Ginobili (drawn by A. Crabbe),,111-99,,
0:55.0,,,111-100,1,A. Crabbe makes free throw 1 of 2
0:55.0,R. Butler enters the game for L. Aldridge,,111-100,,
0:55.0,K. Anderson enters the game for K. Leonard,,111-100,,
0:55.0,R. McCallum enters the game for B. Diaw,,111-100,,
0:55.0,M. Bonner enters the game for M. Ginobili,,111-100,,
0:55.0,,,111-100,,P. Connaughton enters the game for A. Aminu
0:55.0,,,111-100,,T. Frazier enters the game for C. McCollum
0:55.0,,,111-100,,N. Vonleh enters the game for D. Lillard
0:55.0,,,111-101,1,A. Crabbe makes free throw 2 of 2
0:37.0,T. Parker makes 2-pt shot from 1 ft,2,113-101,,
0:25.0,,,113-101,,A. Crabbe misses 3-pt shot from 24 ft
0:23.0,,,113-101,,Offensive rebound by P. Connaughton
0:21.0,,,113-101,,P. Connaughton misses 2-pt shot from 2 ft
0:17.0,,,113-101,,Offensive rebound by Team
0:01.0,,,113-101,,N. Vonleh misses 2-pt shot from 5 ft
0:00.0,Defensive rebound by M. Bonner,,113-101,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
