time,Phoenix,pts.away,score,pts.home,Sacramento
8:40.0,,,73-97,3,S. Curry makes 3-pt shot from 25 ft (assist by D. Collison)
8:28.0,D. Booker misses 3-pt shot from 25 ft,,73-97,,
8:27.0,,,73-97,,Defensive rebound by D. Collison
8:13.0,,,73-99,2,W. Cauley-Stein makes 2-pt shot at rim (assist by D. Collison)
7:59.0,D. Booker makes 3-pt shot from 28 ft,3,76-99,,
7:33.0,,,76-99,,S. Curry misses 3-pt shot from 25 ft
7:33.0,Defensive rebound by A. Goodwin,,76-99,,
7:23.0,,,76-99,,Personal foul by S. Curry
7:19.0,D. Booker makes 2-pt shot from 14 ft (assist by A. Goodwin),2,78-99,,
7:05.0,,,78-101,2,W. Cauley-Stein makes 2-pt shot from 5 ft
6:56.0,D. Booker makes 2-pt shot from 17 ft,2,80-101,,
6:51.0,Personal foul by D. Booker,,80-101,,
6:51.0,A. Williams enters the game for J. Leuer,,80-101,,
6:43.0,,,80-101,,D. Collison misses 2-pt shot from 17 ft
6:42.0,Defensive rebound by A. Williams,,80-101,,
6:36.0,C. Budinger misses 2-pt shot from 9 ft,,80-101,,
6:35.0,,,80-101,,Defensive rebound by W. Cauley-Stein
6:13.0,,,80-101,,W. Cauley-Stein misses 2-pt shot from 16 ft
6:13.0,Defensive rebound by D. Booker,,80-101,,
6:05.0,C. Budinger misses 3-pt shot from 25 ft,,80-101,,
6:05.0,,,80-101,,Defensive rebound by Team
5:51.0,,,80-101,,Shooting foul by A. Williams (drawn by S. Curry)
5:51.0,,,80-101,,Sacramento full timeout
5:51.0,A. Len enters the game for J. Jenkins,,80-101,,
5:51.0,,,80-102,1,S. Curry makes free throw 1 of 2
5:51.0,,,80-103,1,S. Curry makes free throw 2 of 2
5:43.0,,,80-103,,Personal foul by W. Cauley-Stein
5:37.0,A. Goodwin misses 3-pt shot from 25 ft,,80-103,,
5:36.0,Offensive rebound by A. Len,,80-103,,
5:34.0,,,80-103,,Personal foul by J. Anderson
5:30.0,Shooting foul by W. Cauley-Stein (drawn by C. Budinger),,80-103,,
5:30.0,C. Budinger makes free throw 1 of 2,1,81-103,,
5:30.0,C. Budinger makes free throw 2 of 2,1,82-103,,
5:13.0,,,82-103,,O. Casspi misses 3-pt shot from 25 ft
5:11.0,,,82-103,,Offensive rebound by J. Anderson
5:03.0,,,82-103,,W. Cauley-Stein misses 2-pt shot from 19 ft
5:02.0,Defensive rebound by A. Williams,,82-103,,
4:58.0,Shooting foul by J. Anderson (drawn by D. Booker),,82-103,,
4:58.0,D. Booker misses free throw 1 of 2,,82-103,,
4:58.0,Offensive rebound by Team,,82-103,,
4:58.0,,,82-103,,Q. Acy enters the game for D. Collison
4:58.0,D. Booker makes free throw 2 of 2,1,83-103,,
4:48.0,,,83-103,,Turnover by W. Cauley-Stein (traveling)
4:39.0,Shooting foul by W. Cauley-Stein (drawn by A. Len),,83-103,,
4:39.0,A. Len makes free throw 1 of 2,1,84-103,,
4:39.0,A. Len makes free throw 2 of 2,1,85-103,,
4:34.0,,,85-103,,Turnover by Q. Acy (lost ball; steal by D. Booker)
4:32.0,D. Booker makes 2-pt shot from 5 ft,2,87-103,,
4:08.0,,,87-103,,Shooting foul by A. Goodwin (drawn by Q. Acy)
4:08.0,,,87-104,1,Q. Acy makes free throw 1 of 2
4:08.0,,,87-105,1,Q. Acy makes free throw 2 of 2
3:50.0,A. Goodwin misses 3-pt shot from 25 ft,,87-105,,
3:49.0,,,87-105,,Defensive rebound by W. Cauley-Stein
3:44.0,,,87-105,,J. Anderson misses 2-pt shot from 1 ft
3:43.0,,,87-105,,Offensive rebound by O. Casspi
3:43.0,,,87-107,2,O. Casspi makes 2-pt shot from 3 ft
3:37.0,Shooting foul by Q. Acy (drawn by A. Williams),,87-107,,
3:37.0,A. Williams misses free throw 1 of 2,,87-107,,
3:37.0,Offensive rebound by Team,,87-107,,
3:37.0,A. Williams misses free throw 2 of 2,,87-107,,
3:34.0,Offensive rebound by A. Len,,87-107,,
3:34.0,A. Len misses 2-pt shot from 2 ft,,87-107,,
3:33.0,,,87-107,,Defensive rebound by Q. Acy
3:19.0,,,87-107,,Turnover by O. Casspi (lost ball; steal by A. Williams)
3:12.0,D. Booker makes 2-pt shot from 15 ft,2,89-107,,
2:56.0,,,89-109,2,W. Cauley-Stein makes 2-pt shot at rim (assist by S. Curry)
2:44.0,Shooting foul by Q. Acy (drawn by A. Len),,89-109,,
2:44.0,Phoenix full timeout,,89-109,,
2:44.0,J. Jenkins enters the game for D. Booker,,89-109,,
2:44.0,A. Len makes free throw 1 of 2,1,90-109,,
2:44.0,A. Len misses free throw 2 of 2,,90-109,,
2:41.0,,,90-109,,Defensive rebound by Q. Acy
2:28.0,,,90-111,2,W. Cauley-Stein makes 2-pt shot from 5 ft
2:09.0,Shooting foul by O. Casspi (drawn by A. Williams),,90-111,,
2:09.0,A. Williams makes free throw 1 of 2,1,91-111,,
2:09.0,A. Williams makes free throw 2 of 2,1,92-111,,
1:56.0,,,92-114,3,Q. Acy makes 3-pt shot from 25 ft (assist by O. Casspi)
1:42.0,A. Len misses 2-pt shot from 4 ft,,92-114,,
1:41.0,Offensive rebound by A. Williams,,92-114,,
1:41.0,A. Williams misses 2-pt shot from 1 ft,,92-114,,
1:39.0,Offensive rebound by A. Williams,,92-114,,
1:39.0,A. Williams makes 2-pt shot from 2 ft,2,94-114,,
1:21.0,,,94-114,,Q. Acy misses 3-pt shot from 25 ft
1:21.0,Defensive rebound by J. Jenkins,,94-114,,
1:17.0,Turnover by J. Jenkins (dbl dribble),,94-114,,
1:05.0,,,94-114,,W. Cauley-Stein misses 3-pt shot from 22 ft
1:05.0,,,94-114,,Offensive rebound by J. Anderson
1:05.0,,,94-114,,Turnover by J. Anderson (lost ball)
0:55.0,A. Goodwin misses 3-pt shot from 25 ft,,94-114,,
0:55.0,,,94-114,,Defensive rebound by Q. Acy
0:40.0,,,94-114,,W. Cauley-Stein misses 2-pt shot from 12 ft
0:39.0,,,94-114,,Offensive rebound by O. Casspi
0:35.0,,,94-116,2,Q. Acy makes 2-pt shot from 4 ft (assist by O. Casspi)
0:27.0,Turnover by A. Goodwin (lost ball; steal by W. Cauley-Stein),,94-116,,
0:05.0,,,94-116,,W. Cauley-Stein misses 3-pt shot from 22 ft
0:04.0,Defensive rebound by A. Williams,,94-116,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
