time,Atlanta,pts.away,score,pts.home,Chicago
4:34.0,,,90-86,2,P. Gasol makes 2-pt shot at rim (assist by J. Butler)
4:33.0,Atlanta full timeout,,90-86,,
4:33.0,K. Korver enters the game for K. Bazemore,,90-86,,
4:13.0,P. Millsap misses 2-pt shot from 2 ft (block by T. Gibson),,90-86,,
4:11.0,Offensive rebound by P. Millsap,,90-86,,
4:09.0,P. Millsap makes 2-pt shot from 7 ft,2,92-86,,
3:51.0,,,92-88,2,A. Brooks makes 2-pt shot from 3 ft (assist by J. Butler)
3:38.0,P. Millsap misses 3-pt shot from 24 ft,,92-88,,
3:37.0,,,92-88,,Defensive rebound by D. Rose
3:30.0,,,92-88,,D. Rose misses 2-pt shot from 18 ft
3:29.0,,,92-88,,Offensive rebound by J. Butler
3:26.0,,,92-88,,P. Gasol misses 2-pt shot from 23 ft
3:24.0,Defensive rebound by A. Horford,,92-88,,
3:05.0,K. Korver misses 2-pt shot from 19 ft,,92-88,,
3:02.0,,,92-88,,Defensive rebound by T. Gibson
2:55.0,,,92-91,3,A. Brooks makes 3-pt shot from 24 ft
2:34.0,Shooting foul by T. Gibson (drawn by A. Horford),,92-91,,
2:34.0,A. Horford makes free throw 1 of 2,1,93-91,,
2:34.0,K. Bazemore enters the game for K. Korver,,93-91,,
2:34.0,A. Horford misses free throw 2 of 2,,93-91,,
2:33.0,,,93-91,,Defensive rebound by P. Gasol
2:13.0,,,93-91,,D. Rose misses 2-pt shot from 9 ft
2:12.0,Defensive rebound by K. Bazemore,,93-91,,
1:48.0,J. Teague misses 3-pt shot from 26 ft,,93-91,,
1:47.0,,,93-91,,Defensive rebound by A. Brooks
1:40.0,,,93-93,2,A. Brooks makes 2-pt shot from 2 ft
1:29.0,P. Millsap misses 2-pt shot from 8 ft (block by T. Gibson),,93-93,,
1:27.0,,,93-93,,Defensive rebound by T. Gibson
1:12.0,,,93-93,,T. Gibson misses 2-pt shot from 19 ft
1:10.0,Defensive rebound by K. Bazemore,,93-93,,
1:07.0,Shooting foul by A. Brooks (drawn by K. Bazemore),,93-93,,
1:07.0,K. Bazemore makes free throw 1 of 2,1,94-93,,
1:07.0,K. Bazemore misses free throw 2 of 2,,94-93,,
1:06.0,,,94-93,,Defensive rebound by P. Gasol
1:06.0,,,94-93,,Chicago full timeout
0:47.0,,,94-93,,D. Rose misses 2-pt shot from 1 ft (block by A. Horford)
0:45.0,Defensive rebound by P. Millsap,,94-93,,
0:40.0,Shooting foul by A. Brooks (drawn by T. Sefolosha),,94-93,,
0:40.0,T. Sefolosha makes free throw 1 of 2,1,95-93,,
0:40.0,T. Sefolosha makes free throw 2 of 2,1,96-93,,
0:28.0,,,96-93,,J. Butler misses 3-pt shot from 23 ft
0:26.0,Defensive rebound by K. Bazemore,,96-93,,
0:22.0,,,96-93,,Personal take foul by P. Gasol
0:22.0,J. Teague makes free throw 1 of 2,1,97-93,,
0:22.0,J. Teague makes free throw 2 of 2,1,98-93,,
0:22.0,,,98-93,,Chicago full timeout
0:22.0,,,98-93,,M. Dunleavy enters the game for A. Brooks
0:20.0,,,98-96,3,J. Butler makes 3-pt shot from 26 ft (assist by P. Gasol)
0:20.0,,,98-96,,Shooting foul by P. Millsap (drawn by J. Butler)
0:20.0,,,98-96,,B. Portis enters the game for P. Gasol
0:20.0,,,98-96,,J. Holiday enters the game for M. Dunleavy
0:20.0,,,98-97,1,J. Butler makes free throw 1 of 1
0:20.0,Atlanta full timeout,,98-97,,
0:20.0,K. Korver enters the game for P. Millsap,,98-97,,
0:14.0,,,98-97,,Personal foul by J. Butler
0:14.0,K. Korver makes free throw 1 of 2,1,99-97,,
0:14.0,,,99-97,,P. Gasol enters the game for J. Holiday
0:14.0,P. Millsap enters the game for J. Teague,,99-97,,
0:14.0,K. Korver makes free throw 2 of 2,1,100-97,,
0:14.0,,,100-97,,Chicago full timeout
0:14.0,J. Teague enters the game for K. Korver,,100-97,,
0:14.0,,,100-97,,M. Dunleavy enters the game for B. Portis
0:08.0,,,100-97,,M. Dunleavy misses 2-pt shot from 1 ft
0:07.0,Defensive rebound by P. Millsap,,100-97,,
0:07.0,,,100-97,,Personal foul by M. Dunleavy
0:07.0,J. Teague makes free throw 1 of 2,1,101-97,,
0:07.0,J. Teague makes free throw 2 of 2,1,102-97,,
0:00.0,,,102-100,3,D. Rose makes 3-pt shot from 24 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
