time,Minnesota,pts.away,score,pts.home,New Orleans
5:31.0,Z. LaVine makes 2-pt shot from 1 ft (assist by K. Towns),2,95-98,,
5:24.0,,,95-100,2,D. Cunningham makes 2-pt shot from 1 ft (assist by J. Holiday)
5:09.0,K. Towns makes 2-pt shot at rim (assist by R. Rubio),2,97-100,,
5:00.0,Personal foul by Z. LaVine (drawn by J. Holiday),,97-100,,
4:50.0,Personal foul by Z. LaVine (drawn by E. Gordon),,97-100,,
4:50.0,,,97-101,1,E. Gordon makes free throw 1 of 2
4:50.0,,,97-101,,K. Perkins enters the game for N. Cole
4:50.0,,,97-101,,E. Gordon misses free throw 2 of 2
4:49.0,Defensive rebound by G. Dieng,,97-101,,
4:34.0,K. Towns misses 2-pt shot from 18 ft,,97-101,,
4:33.0,,,97-101,,Defensive rebound by J. Holiday
4:12.0,,,97-101,,D. Cunningham misses 3-pt shot from 24 ft
4:11.0,Defensive rebound by K. Towns,,97-101,,
3:57.0,Z. LaVine makes 2-pt shot from 18 ft (assist by K. Towns),2,99-101,,
3:48.0,,,99-103,2,J. Holiday makes 2-pt shot from 2 ft
3:33.0,K. Towns makes 2-pt shot from 18 ft (assist by R. Rubio),2,101-103,,
3:19.0,,,101-103,,Turnover by J. Holiday (bad pass; steal by K. Towns)
3:10.0,A. Wiggins misses 2-pt shot from 10 ft,,101-103,,
3:09.0,,,101-103,,Defensive rebound by K. Perkins
2:52.0,,,101-103,,J. Holiday misses 2-pt shot from 1 ft (block by G. Dieng)
2:51.0,Defensive rebound by G. Dieng,,101-103,,
2:43.0,Z. LaVine makes 3-pt shot from 24 ft (assist by R. Rubio),3,104-103,,
2:42.0,,,104-103,,New Orleans full timeout
2:42.0,,,104-103,,N. Cole enters the game for K. Perkins
2:22.0,,,104-103,,E. Gordon misses 2-pt shot from 21 ft
2:21.0,Defensive rebound by R. Rubio,,104-103,,
2:04.0,Z. LaVine makes 2-pt shot from 1 ft (assist by A. Wiggins),2,106-103,,
1:55.0,,,106-106,3,E. Gordon makes 3-pt shot from 24 ft
1:42.0,Z. LaVine misses 3-pt shot from 27 ft,,106-106,,
1:41.0,,,106-106,,Defensive rebound by R. Anderson
1:37.0,,,106-106,,Shooting foul by Z. LaVine (drawn by E. Gordon)
1:37.0,,,106-107,1,E. Gordon makes free throw 1 of 2
1:37.0,,,106-107,,K. Perkins enters the game for N. Cole
1:37.0,,,106-108,1,E. Gordon makes free throw 2 of 2
1:18.0,G. Dieng misses 2-pt shot from 15 ft,,106-108,,
1:17.0,,,106-108,,Defensive rebound by J. Holiday
1:10.0,,,106-108,,R. Anderson misses 3-pt shot from 25 ft
1:09.0,Defensive rebound by K. Towns,,106-108,,
0:53.0,Shooting foul by D. Cunningham (drawn by A. Wiggins),,106-108,,
0:53.0,A. Wiggins makes free throw 1 of 2,1,107-108,,
0:53.0,,,107-108,,N. Cole enters the game for K. Perkins
0:53.0,A. Wiggins makes free throw 2 of 2,1,108-108,,
0:43.0,,,108-108,,J. Holiday misses 2-pt shot from 19 ft
0:42.0,Defensive rebound by K. Towns,,108-108,,
0:26.0,G. Dieng makes 2-pt shot from 2 ft (assist by K. Towns),2,110-108,,
0:20.0,,,110-108,,New Orleans full timeout
0:20.0,,,110-108,,L. Babbitt enters the game for D. Cunningham
0:12.0,Personal foul by G. Dieng (drawn by E. Gordon),,110-108,,
0:12.0,,,110-109,1,E. Gordon makes free throw 1 of 2
0:12.0,,,110-109,,D. Cunningham enters the game for L. Babbitt
0:12.0,,,110-109,,A. Gee enters the game for N. Cole
0:12.0,,,110-110,1,E. Gordon makes free throw 2 of 2
0:12.0,Minnesota full timeout,,110-110,,
0:12.0,,,110-110,,N. Cole enters the game for R. Anderson
0:04.0,,,110-110,,Shooting block foul by E. Gordon (drawn by A. Wiggins)
0:04.0,A. Wiggins makes free throw 1 of 2,1,111-110,,
0:04.0,,,111-110,,L. Babbitt enters the game for D. Cunningham
0:04.0,,,111-110,,R. Anderson enters the game for A. Gee
0:04.0,A. Wiggins makes free throw 2 of 2,1,112-110,,
0:01.0,,,112-110,,Turnover by J. Holiday (bad pass; steal by G. Dieng)
0:00.0,End of 4th quarter,,,,End of 4th quarter
