time,Portland,pts.away,score,pts.home,Oklahoma City
8:40.0,,,74-95,,D. Augustin misses 3-pt shot from 24 ft
8:38.0,Defensive rebound by E. Davis,,74-95,,
8:27.0,G. Henderson misses 2-pt shot from 15 ft,,74-95,,
8:26.0,,,74-95,,Defensive rebound by D. Waiters
8:08.0,,,74-97,2,D. Waiters makes 2-pt shot from 17 ft
7:42.0,E. Davis makes 2-pt shot from 13 ft (assist by C. McCollum),2,76-97,,
7:16.0,,,76-97,,N. Collison misses 2-pt shot from 3 ft
7:16.0,,,76-97,,Offensive rebound by E. Kanter
7:16.0,,,76-97,,E. Kanter misses 2-pt shot from 1 ft
7:15.0,Defensive rebound by G. Henderson,,76-97,,
7:04.0,C. McCollum makes 3-pt shot from 24 ft (assist by G. Henderson),3,79-97,,
6:45.0,,,79-97,,E. Kanter misses 2-pt shot from 3 ft
6:43.0,,,79-97,,Offensive rebound by N. Collison
6:43.0,,,79-99,2,N. Collison makes 2-pt shot at rim
6:29.0,M. Leonard misses 2-pt shot from 17 ft,,79-99,,
6:29.0,,,79-99,,Defensive rebound by E. Kanter
6:17.0,,,79-99,,A. Morrow misses 3-pt shot from 26 ft
6:16.0,Defensive rebound by G. Henderson,,79-99,,
6:10.0,E. Davis makes 2-pt shot at rim (assist by M. Leonard),2,81-99,,
5:50.0,,,81-99,,Turnover by D. Waiters (lost ball; steal by C. McCollum)
5:47.0,C. McCollum makes 2-pt shot at rim,2,83-99,,
5:47.0,,,83-99,,Oklahoma City full timeout
5:47.0,,,83-99,,A. Roberson enters the game for D. Waiters
5:33.0,,,83-101,2,A. Morrow makes 2-pt shot from 19 ft
5:08.0,G. Henderson misses 2-pt shot from 15 ft,,83-101,,
5:08.0,,,83-101,,Defensive rebound by E. Kanter
4:52.0,,,83-101,,N. Collison misses 2-pt shot from 20 ft
4:50.0,Defensive rebound by C. McCollum,,83-101,,
4:44.0,,,83-101,,Personal foul by N. Collison (drawn by C. McCollum)
4:34.0,Turnover by T. Frazier (lost ball),,83-101,,
4:12.0,,,83-103,2,E. Kanter makes 2-pt shot from 3 ft
3:54.0,C. McCollum misses 3-pt shot from 24 ft,,83-103,,
3:54.0,Offensive rebound by Team,,83-103,,
3:54.0,,,83-103,,Loose ball foul by N. Collison (drawn by M. Leonard)
3:54.0,P. Connaughton enters the game for C. McCollum,,83-103,,
3:54.0,N. Vonleh enters the game for E. Davis,,83-103,,
3:48.0,Turnover by T. Frazier (bad pass; steal by N. Collison),,83-103,,
3:33.0,,,83-103,,A. Morrow misses 2-pt shot from 21 ft
3:31.0,,,83-103,,Offensive rebound by A. Morrow
3:22.0,,,83-103,,D. Augustin misses 3-pt shot from 29 ft
3:21.0,Defensive rebound by P. Connaughton,,83-103,,
3:08.0,P. Connaughton misses 3-pt shot from 24 ft,,83-103,,
3:06.0,,,83-103,,Defensive rebound by Team
3:06.0,M. Harkless enters the game for G. Henderson,,83-103,,
3:06.0,,,83-103,,C. Payne enters the game for A. Morrow
3:06.0,,,83-103,,K. Singler enters the game for D. Augustin
2:56.0,Violation by M. Harkless (kicked ball),,83-103,,
2:56.0,Official timeout,,83-103,,
2:56.0,,,83-103,,S. Novak enters the game for A. Roberson
2:51.0,,,83-103,,Turnover by N. Collison (step out of bounds)
2:34.0,M. Leonard misses 3-pt shot from 24 ft,,83-103,,
2:34.0,,,83-103,,Defensive rebound by E. Kanter
2:15.0,,,83-103,,S. Novak misses 3-pt shot from 25 ft
2:14.0,Defensive rebound by M. Leonard,,83-103,,
2:00.0,M. Leonard misses 2-pt shot from 15 ft,,83-103,,
1:59.0,,,83-103,,Defensive rebound by C. Payne
1:48.0,Violation by T. Frazier (kicked ball),,83-103,,
1:38.0,,,83-105,2,C. Payne makes 2-pt shot from 18 ft
1:25.0,M. Harkless makes 2-pt shot at rim (assist by M. Leonard),2,85-105,,
1:05.0,,,85-105,,K. Singler misses 2-pt shot from 2 ft
1:05.0,Defensive rebound by M. Leonard,,85-105,,
0:58.0,Turnover by P. Connaughton (lost ball; steal by K. Singler),,85-105,,
0:53.0,Personal foul by M. Harkless (drawn by K. Singler),,85-105,,
0:53.0,,,85-106,1,K. Singler makes free throw 1 of 2
0:53.0,,,85-106,,K. Singler misses free throw 2 of 2
0:53.0,Defensive rebound by M. Leonard,,85-106,,
0:43.0,T. Frazier makes 3-pt shot from 24 ft,3,88-106,,
0:19.0,,,88-106,,C. Payne misses 2-pt shot from 18 ft
0:19.0,,,88-106,,Offensive rebound by Team
0:19.0,,,88-106,,Turnover by Team (shot clock)
0:13.0,T. Frazier makes 2-pt shot from 1 ft,2,90-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
