time,Charlotte,pts.away,score,pts.home,Washington
4:05.0,,,86-102,2,M. Gortat makes 2-pt shot from 1 ft (assist by M. Thornton)
4:05.0,Charlotte full timeout,,86-102,,
3:54.0,N. Batum makes 3-pt shot from 25 ft (assist by M. Williams),3,89-102,,
3:36.0,,,89-105,3,M. Thornton makes 3-pt shot from 26 ft (assist by R. Sessions)
3:15.0,M. Williams misses 2-pt shot from 3 ft,,89-105,,
3:14.0,,,89-105,,Defensive rebound by K. Oubre
3:04.0,,,89-105,,K. Oubre misses 2-pt shot from 1 ft
3:03.0,Defensive rebound by N. Batum,,89-105,,
2:57.0,C. Lee misses 3-pt shot from 25 ft,,89-105,,
2:56.0,Offensive rebound by F. Kaminsky,,89-105,,
2:52.0,C. Lee misses 3-pt shot from 26 ft,,89-105,,
2:51.0,Offensive rebound by F. Kaminsky,,89-105,,
2:45.0,Shooting foul by M. Gortat (drawn by F. Kaminsky),,89-105,,
2:45.0,F. Kaminsky makes free throw 1 of 2,1,90-105,,
2:45.0,J. Gutierrez enters the game for N. Batum,,90-105,,
2:45.0,T. Hansbrough enters the game for M. Williams,,90-105,,
2:45.0,J. Lamb enters the game for K. Walker,,90-105,,
2:45.0,F. Kaminsky makes free throw 2 of 2,1,91-105,,
2:24.0,,,91-105,,K. Oubre misses 3-pt shot from 24 ft
2:23.0,Defensive rebound by F. Kaminsky,,91-105,,
2:08.0,C. Lee misses 2-pt shot from 19 ft,,91-105,,
2:06.0,,,91-105,,Defensive rebound by J. Dudley
1:45.0,,,91-105,,Shooting foul by F. Kaminsky (drawn by M. Thornton)
1:45.0,,,91-106,1,M. Thornton makes free throw 1 of 2
1:45.0,,,91-106,,M. Thornton misses free throw 2 of 2
1:44.0,Defensive rebound by F. Kaminsky,,91-106,,
1:27.0,F. Kaminsky misses 2-pt shot from 18 ft,,91-106,,
1:26.0,,,91-106,,Defensive rebound by J. Dudley
1:21.0,,,91-108,2,K. Oubre makes 2-pt shot at rim
1:12.0,J. Lamb makes 3-pt shot from 26 ft (assist by J. Gutierrez),3,94-108,,
0:52.0,,,94-110,2,R. Sessions makes 2-pt shot from 17 ft
0:51.0,,,94-110,,Personal take foul by J. Dudley
0:51.0,J. Gutierrez makes free throw 1 of 2,1,95-110,,
0:51.0,,,95-110,,J. Hickson enters the game for J. Dudley
0:51.0,,,95-110,,J. Eddie enters the game for M. Gortat
0:51.0,J. Gutierrez makes free throw 2 of 2,1,96-110,,
0:33.0,,,96-113,3,J. Eddie makes 3-pt shot from 30 ft (assist by R. Sessions)
0:22.0,,,96-113,,Personal foul by K. Oubre
0:22.0,J. Gutierrez makes free throw 1 of 2,1,97-113,,
0:22.0,J. Gutierrez makes free throw 2 of 2,1,98-113,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
