time,Oklahoma City,pts.away,score,pts.home,Denver
5:33.0,C. Payne makes 3-pt shot from 26 ft (assist by N. Collison),3,121-94,,
5:32.0,,,121-94,,Denver full timeout
5:32.0,N. Mohammed enters the game for E. Kanter,,121-94,,
5:32.0,,,121-94,,G. Harris enters the game for W. Barton
5:11.0,,,121-94,,Turnover by D. Augustin (lost ball)
4:58.0,Turnover by N. Collison (lost ball; steal by A. Toupane),,121-94,,
4:52.0,,,121-94,,A. Toupane misses 2-pt shot from 2 ft
4:50.0,Defensive rebound by N. Collison,,121-94,,
4:41.0,C. Payne misses 3-pt shot from 24 ft,,121-94,,
4:41.0,,,121-94,,Defensive rebound by G. Harris
4:36.0,,,121-94,,D. Augustin misses 3-pt shot from 26 ft
4:34.0,Defensive rebound by N. Collison,,121-94,,
4:24.0,R. Foye misses 3-pt shot from 26 ft,,121-94,,
4:23.0,,,121-94,,Defensive rebound by G. Harris
4:16.0,,,121-94,,Shooting foul by A. Morrow (drawn by G. Harris)
4:16.0,,,121-95,1,G. Harris makes free throw 1 of 2
4:16.0,K. Singler enters the game for R. Foye,,121-95,,
4:16.0,,,121-95,,G. Harris misses free throw 2 of 2
4:15.0,Defensive rebound by N. Collison,,121-95,,
4:06.0,Turnover by C. Payne (lost ball; steal by D. Augustin),,121-95,,
4:00.0,,,121-98,3,D. Augustin makes 3-pt shot from 22 ft (assist by G. Harris)
3:36.0,N. Collison misses 2-pt shot from 2 ft,,121-98,,
3:35.0,Offensive rebound by N. Mohammed,,121-98,,
3:34.0,N. Mohammed makes 2-pt shot from 1 ft,2,123-98,,
3:27.0,,,123-98,,Denver full timeout
3:27.0,,,123-98,,J. Sampson enters the game for G. Harris
3:16.0,,,123-98,,Turnover by D. Augustin (lost ball; steal by C. Payne)
2:59.0,Turnover by N. Mohammed (lost ball),,123-98,,
2:59.0,Official timeout,,123-98,,
2:41.0,,,123-98,,J. Lauvergne misses 2-pt shot from 2 ft
2:40.0,Defensive rebound by K. Singler,,123-98,,
2:38.0,,,123-98,,Shooting block foul by A. Toupane (drawn by C. Payne)
2:38.0,C. Payne makes free throw 1 of 2,1,124-98,,
2:38.0,C. Payne misses free throw 2 of 2,,124-98,,
2:37.0,,,124-98,,Defensive rebound by J. Lauvergne
2:25.0,,,124-98,,J. Sampson misses 3-pt shot from 26 ft
2:25.0,Defensive rebound by N. Mohammed,,124-98,,
2:02.0,A. Morrow misses 3-pt shot from 26 ft,,124-98,,
2:01.0,,,124-98,,Defensive rebound by J. Lauvergne
1:47.0,,,124-98,,J. Lauvergne misses 2-pt shot at rim (block by N. Collison)
1:46.0,,,124-98,,Offensive rebound by Team
1:38.0,,,124-98,,Shooting foul by N. Mohammed (drawn by D. Augustin)
1:38.0,,,124-99,1,D. Augustin makes free throw 1 of 2
1:38.0,,,124-100,1,D. Augustin makes free throw 2 of 2
1:38.0,,,124-100,,Technical foul by N. Jokic
1:38.0,Technical foul by N. Mohammed,,124-100,,
1:22.0,Turnover by K. Singler (lost ball; steal by D. Augustin),,124-100,,
1:11.0,,,124-100,,N. Jokic misses 3-pt shot from 27 ft
1:11.0,Defensive rebound by K. Singler,,124-100,,
0:57.0,C. Payne misses 3-pt shot from 27 ft,,124-100,,
0:56.0,Offensive rebound by N. Collison,,124-100,,
0:49.0,N. Mohammed misses 2-pt shot from 20 ft,,124-100,,
0:49.0,,,124-100,,Defensive rebound by A. Toupane
0:47.0,,,124-102,2,A. Toupane makes 2-pt shot from 1 ft
0:32.0,C. Payne misses 2-pt shot from 2 ft (block by N. Jokic),,124-102,,
0:30.0,,,124-102,,Defensive rebound by N. Jokic
0:25.0,,,124-102,,D. Augustin misses 3-pt shot from 24 ft
0:22.0,Defensive rebound by N. Collison,,124-102,,
0:02.0,Turnover by Team (bad pass),,124-102,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
