time,Detroit,pts.away,score,pts.home,Charlotte
7:11.0,A. Drummond enters the game for S. Johnson,,75-95,,
7:11.0,R. Jackson enters the game for S. Blake,,75-95,,
7:11.0,M. Morris enters the game for A. Baynes,,75-95,,
6:57.0,A. Tolliver misses 3-pt shot from 24 ft,,75-95,,
6:56.0,,,75-95,,Defensive rebound by Team
6:40.0,,,75-97,2,C. Zeller makes 2-pt shot from 5 ft (assist by N. Batum)
6:25.0,A. Drummond makes 2-pt shot from 1 ft,2,77-97,,
6:25.0,Shooting foul by C. Zeller (drawn by A. Drummond),,77-97,,
6:25.0,A. Drummond misses free throw 1 of 1,,77-97,,
6:24.0,,,77-97,,Defensive rebound by C. Zeller
6:06.0,,,77-97,,J. Lamb misses 2-pt shot from 9 ft
6:04.0,Defensive rebound by A. Drummond,,77-97,,
5:57.0,A. Tolliver misses 3-pt shot from 25 ft,,77-97,,
5:51.0,,,77-97,,Defensive rebound by K. Walker
5:43.0,,,77-97,,J. Lamb misses 3-pt shot from 24 ft
5:41.0,,,77-97,,Offensive rebound by C. Zeller
5:38.0,,,77-97,,Turnover by C. Zeller (bad pass; steal by K. Caldwell-Pope)
5:31.0,R. Jackson misses 3-pt shot from 23 ft,,77-97,,
5:29.0,,,77-97,,Defensive rebound by N. Batum
5:27.0,,,77-97,,Offensive charge foul by J. Lamb
5:27.0,,,77-97,,Turnover by J. Lamb (offensive foul)
5:14.0,A. Drummond makes 2-pt shot at rim,2,79-97,,
5:04.0,,,79-97,,Offensive foul by C. Zeller
5:04.0,,,79-97,,Turnover by C. Zeller (offensive foul)
5:04.0,E. Ilyasova enters the game for A. Tolliver,,79-97,,
4:48.0,E. Ilyasova misses 3-pt shot from 26 ft,,79-97,,
4:46.0,,,79-97,,Defensive rebound by K. Walker
4:36.0,,,79-99,2,K. Walker makes 2-pt shot from 1 ft (assist by N. Batum)
4:23.0,K. Caldwell-Pope misses 3-pt shot from 26 ft,,79-99,,
4:20.0,,,79-99,,Defensive rebound by K. Walker
4:02.0,,,79-101,2,F. Kaminsky makes 2-pt shot from 2 ft
3:55.0,Detroit full timeout,,79-101,,
3:55.0,J. Anthony enters the game for M. Morris,,79-101,,
3:55.0,S. Dinwiddie enters the game for A. Drummond,,79-101,,
3:55.0,R. Bullock enters the game for K. Caldwell-Pope,,79-101,,
3:55.0,D. Hilliard enters the game for R. Jackson,,79-101,,
3:44.0,,,79-101,,T. Hansbrough enters the game for C. Zeller
3:44.0,,,79-101,,T. Daniels enters the game for N. Batum
3:44.0,,,79-101,,A. Harrison enters the game for K. Walker
3:44.0,,,79-101,,B. Roberts enters the game for J. Lamb
3:42.0,,,79-101,,Personal foul by F. Kaminsky (drawn by D. Hilliard)
3:42.0,D. Hilliard misses free throw 1 of 2,,79-101,,
3:42.0,Offensive rebound by Team,,79-101,,
3:42.0,D. Hilliard makes free throw 2 of 2,1,80-101,,
3:35.0,,,80-101,,A. Harrison misses 2-pt shot from 20 ft
3:33.0,Defensive rebound by E. Ilyasova,,80-101,,
3:25.0,D. Hilliard misses 2-pt shot from 13 ft,,80-101,,
3:23.0,,,80-101,,Defensive rebound by T. Hansbrough
3:15.0,,,80-101,,B. Roberts misses 2-pt shot from 10 ft
3:10.0,Defensive rebound by E. Ilyasova,,80-101,,
2:56.0,D. Hilliard misses 2-pt shot from 2 ft,,80-101,,
2:54.0,,,80-101,,Defensive rebound by F. Kaminsky
2:34.0,,,80-103,2,T. Hansbrough makes 2-pt shot from 1 ft
2:20.0,E. Ilyasova makes 3-pt shot from 26 ft (assist by S. Dinwiddie),3,83-103,,
1:58.0,,,83-103,,Shooting foul by J. Anthony (drawn by T. Hansbrough)
1:58.0,,,83-103,,T. Hansbrough misses free throw 1 of 2
1:58.0,,,83-103,,Offensive rebound by Team
1:58.0,,,83-103,,T. Hansbrough misses free throw 2 of 2
1:55.0,,,83-103,,Offensive rebound by A. Harrison
1:44.0,,,83-103,,Turnover by A. Harrison (traveling)
1:24.0,E. Ilyasova misses 3-pt shot from 30 ft,,83-103,,
1:22.0,,,83-103,,Defensive rebound by T. Hansbrough
1:12.0,,,83-103,,F. Kaminsky misses 3-pt shot from 23 ft
1:10.0,Defensive rebound by E. Ilyasova,,83-103,,
0:52.0,D. Hilliard misses 2-pt shot from 16 ft,,83-103,,
0:51.0,,,83-103,,Defensive rebound by Team
0:51.0,Loose ball foul by E. Ilyasova (drawn by T. Hansbrough),,83-103,,
0:51.0,,,83-104,1,T. Hansbrough makes free throw 1 of 2
0:51.0,,,83-104,,T. Hansbrough misses free throw 2 of 2
0:48.0,Defensive rebound by E. Ilyasova,,83-104,,
0:28.0,Shooting foul by T. Daniels (drawn by D. Hilliard),,83-104,,
0:28.0,D. Hilliard misses free throw 1 of 2,,83-104,,
0:28.0,Offensive rebound by Team,,83-104,,
0:28.0,D. Hilliard makes free throw 2 of 2,1,84-104,,
0:04.0,,,84-104,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
