time,Minnesota,pts.away,score,pts.home,LA Lakers
7:09.0,K. Towns makes 2-pt shot from 13 ft (assist by R. Rubio),2,97-97,,
6:54.0,,,97-97,,K. Bryant misses 3-pt shot from 24 ft
6:54.0,Defensive rebound by R. Rubio,,97-97,,
6:37.0,R. Rubio makes 2-pt shot from 4 ft (assist by N. Bjelica),2,99-97,,
6:24.0,,,99-99,2,J. Clarkson makes 2-pt shot from 15 ft
6:11.0,R. Rubio makes 2-pt shot from 17 ft,2,101-99,,
5:54.0,,,101-99,,R. Kelly misses 3-pt shot from 24 ft
5:54.0,,,101-99,,Offensive rebound by Team
5:54.0,Loose ball foul by K. Towns (drawn by R. Hibbert),,101-99,,
5:54.0,,,101-99,,LA Lakers full timeout
5:54.0,,,101-99,,J. Randle enters the game for R. Kelly
5:39.0,,,101-99,,K. Bryant misses 2-pt shot from 12 ft
5:38.0,,,101-99,,Offensive rebound by R. Hibbert
5:33.0,,,101-99,,R. Hibbert misses 2-pt shot from 1 ft
5:33.0,Defensive rebound by A. Wiggins,,101-99,,
5:28.0,Shooting foul by L. Williams (drawn by A. Wiggins),,101-99,,
5:28.0,A. Wiggins makes free throw 1 of 2,1,102-99,,
5:28.0,A. Wiggins misses free throw 2 of 2,,102-99,,
5:21.0,,,102-99,,Defensive rebound by J. Randle
5:13.0,,,102-99,,J. Clarkson misses 2-pt shot from 19 ft
5:12.0,,,102-99,,Offensive rebound by J. Clarkson
5:12.0,,,102-99,,J. Clarkson misses 2-pt shot from 15 ft
5:11.0,,,102-99,,Offensive rebound by J. Clarkson
5:11.0,,,102-101,2,J. Clarkson makes 2-pt shot from 15 ft
4:58.0,Z. LaVine misses 2-pt shot from 1 ft,,102-101,,
4:56.0,,,102-101,,Defensive rebound by L. Williams
4:42.0,,,102-101,,J. Clarkson misses 2-pt shot from 12 ft
4:42.0,Defensive rebound by Team,,102-101,,
4:42.0,K. Martin enters the game for Z. LaVine,,102-101,,
4:26.0,A. Wiggins misses 2-pt shot from 21 ft,,102-101,,
4:26.0,Offensive rebound by K. Towns,,102-101,,
4:26.0,Minnesota full timeout,,102-101,,
4:17.0,K. Martin makes 2-pt shot from 17 ft (assist by K. Towns),2,104-101,,
3:54.0,,,104-101,,K. Bryant misses 2-pt shot from 2 ft
3:54.0,Defensive rebound by N. Bjelica,,104-101,,
3:38.0,K. Martin misses 2-pt shot from 18 ft,,104-101,,
3:38.0,,,104-101,,Defensive rebound by R. Hibbert
3:38.0,Loose ball foul by K. Towns (drawn by R. Hibbert),,104-101,,
3:32.0,Personal foul by K. Martin,,104-101,,
3:24.0,,,104-101,,K. Bryant misses 2-pt shot from 9 ft
3:23.0,,,104-101,,Offensive rebound by J. Randle
3:22.0,,,104-101,,Shooting foul by N. Bjelica (drawn by J. Randle)
3:22.0,,,104-102,1,J. Randle makes free throw 1 of 2
3:22.0,,,104-102,,J. Randle misses free throw 2 of 2
3:20.0,Defensive rebound by K. Towns,,104-102,,
3:06.0,R. Rubio makes 2-pt shot from 18 ft,2,106-102,,
2:53.0,,,106-102,,J. Randle misses 2-pt shot from 3 ft
2:52.0,Defensive rebound by N. Bjelica,,106-102,,
2:42.0,Shooting foul by R. Hibbert (drawn by K. Towns),,106-102,,
2:42.0,,,106-102,,LA Lakers full timeout
2:42.0,,,106-102,,R. Kelly enters the game for R. Hibbert
2:42.0,A. Wiggins makes free throw 1 of 2,1,107-102,,
2:42.0,A. Wiggins makes free throw 2 of 2,1,108-102,,
2:33.0,,,108-102,,Turnover by J. Randle (lost ball)
2:13.0,N. Bjelica makes 3-pt shot from 25 ft (assist by R. Rubio),3,111-102,,
2:02.0,,,111-102,,Shooting foul by A. Wiggins (drawn by K. Bryant)
2:02.0,,,111-103,1,K. Bryant makes free throw 1 of 3
2:02.0,,,111-104,1,K. Bryant makes free throw 2 of 3
2:02.0,,,111-105,1,K. Bryant makes free throw 3 of 3
1:58.0,Turnover by R. Rubio (lost ball; steal by K. Bryant),,111-105,,
1:51.0,,,111-105,,L. Williams misses 3-pt shot from 22 ft
1:51.0,,,111-105,,Offensive rebound by R. Kelly
1:48.0,,,111-105,,K. Bryant misses 3-pt shot from 25 ft
1:47.0,Defensive rebound by N. Bjelica,,111-105,,
1:41.0,,,111-105,,Personal foul by R. Kelly (drawn by R. Rubio)
1:41.0,R. Rubio makes free throw 1 of 2,1,112-105,,
1:41.0,R. Rubio misses free throw 2 of 2,,112-105,,
1:39.0,,,112-105,,Defensive rebound by J. Randle
1:31.0,,,112-107,2,J. Randle makes 2-pt shot from 2 ft
1:09.0,N. Bjelica misses 2-pt shot from 10 ft (block by L. Williams),,112-107,,
1:09.0,,,112-107,,Defensive rebound by Team
1:00.0,,,112-107,,Shooting foul by K. Towns (drawn by J. Clarkson)
1:00.0,,,112-108,1,J. Clarkson makes free throw 1 of 2
1:00.0,,,112-108,,J. Clarkson misses free throw 2 of 2
1:00.0,Defensive rebound by K. Towns,,112-108,,
1:00.0,Minnesota full timeout,,112-108,,
0:43.0,R. Rubio misses 2-pt shot from 2 ft (block by R. Kelly),,112-108,,
0:41.0,,,112-108,,Defensive rebound by J. Randle
0:32.0,,,112-108,,L. Williams misses 3-pt shot from 24 ft
0:32.0,,,112-108,,Offensive rebound by L. Williams
0:32.0,,,112-111,3,L. Williams makes 3-pt shot from 24 ft (assist by K. Bryant)
0:09.0,K. Martin misses 2-pt shot from 20 ft,,112-111,,
0:09.0,,,112-111,,Defensive rebound by J. Randle
0:04.0,,,112-111,,LA Lakers full timeout
0:04.0,K. Garnett enters the game for N. Bjelica,,112-111,,
0:04.0,T. Prince enters the game for K. Martin,,112-111,,
0:01.0,,,112-111,,L. Williams misses 2-pt shot from 3 ft
0:00.0,,,112-111,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
