time,Dallas,pts.away,score,pts.home,Minnesota
2:24.0,D. Nowitzki misses 3-pt shot from 24 ft,,85-79,,
2:22.0,Offensive rebound by W. Matthews,,85-79,,
1:58.0,R. Felton misses 2-pt shot from 3 ft,,85-79,,
1:57.0,,,85-79,,Defensive rebound by R. Rubio
1:50.0,,,85-81,2,A. Wiggins makes 2-pt shot from 1 ft
1:30.0,D. Nowitzki makes 2-pt shot from 5 ft,2,87-81,,
1:30.0,Shooting foul by N. Bjelica (drawn by D. Nowitzki),,87-81,,
1:30.0,D. Nowitzki makes free throw 1 of 1,1,88-81,,
1:21.0,,,88-83,2,A. Wiggins makes 2-pt shot from 15 ft
1:04.0,D. Williams makes 2-pt shot from 2 ft,2,90-83,,
0:54.0,,,90-85,2,A. Wiggins makes 2-pt shot from 14 ft (assist by R. Rubio)
0:38.0,D. Nowitzki misses 2-pt shot from 11 ft,,90-85,,
0:37.0,Offensive rebound by D. Williams,,90-85,,
0:32.0,R. Felton misses 3-pt shot from 24 ft,,90-85,,
0:30.0,,,90-85,,Defensive rebound by S. Muhammad
0:17.0,,,90-85,,R. Rubio misses 3-pt shot from 26 ft
0:16.0,,,90-85,,Offensive rebound by A. Wiggins
0:13.0,,,90-85,,Turnover by A. Wiggins (bad pass; steal by D. Nowitzki)
0:09.0,,,90-85,,Personal take foul by N. Bjelica (drawn by R. Felton)
0:09.0,R. Felton misses free throw 1 of 2,,90-85,,
0:09.0,Offensive rebound by Team,,90-85,,
0:09.0,R. Felton makes free throw 2 of 2,1,91-85,,
0:09.0,,,91-85,,Minnesota full timeout
0:09.0,D. Harris enters the game for D. Nowitzki,,91-85,,
0:04.0,,,91-87,2,K. Towns makes 2-pt shot at rim (assist by N. Bjelica)
0:04.0,,,91-87,,Personal take foul by R. Rubio (drawn by R. Felton)
0:04.0,R. Felton makes free throw 1 of 2,1,92-87,,
0:04.0,R. Felton makes free throw 2 of 2,1,93-87,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
