time,Boston,pts.away,score,pts.home,Washington
4:18.0,,,102-80,,D. Blair misses 2-pt shot from 16 ft
4:17.0,Defensive rebound by E. Turner,,102-80,,
4:02.0,E. Turner makes 2-pt shot from 12 ft,2,104-80,,
3:55.0,T. Rozier enters the game for J. Crowder,,104-80,,
3:46.0,,,104-80,,K. Oubre misses 3-pt shot from 25 ft
3:45.0,Defensive rebound by M. Smart,,104-80,,
3:34.0,E. Turner misses 2-pt shot from 13 ft,,104-80,,
3:32.0,,,104-80,,Defensive rebound by D. Blair
3:26.0,,,104-82,2,K. Oubre makes 2-pt shot at rim (assist by R. Sessions)
3:07.0,M. Smart makes 3-pt shot from 27 ft (assist by T. Zeller),3,107-82,,
2:52.0,,,107-82,,J. Eddie misses 2-pt shot from 18 ft
2:51.0,Defensive rebound by E. Turner,,107-82,,
2:47.0,Turnover by K. Olynyk (lost ball),,107-82,,
2:47.0,Boston full timeout,,107-82,,
2:47.0,J. Young enters the game for K. Olynyk,,107-82,,
2:47.0,J. Jerebko enters the game for E. Turner,,107-82,,
2:35.0,,,107-82,,D. Blair misses 2-pt shot from 10 ft
2:34.0,Defensive rebound by T. Rozier,,107-82,,
2:21.0,J. Jerebko makes 2-pt shot at rim (assist by M. Smart),2,109-82,,
1:53.0,,,109-85,3,J. Eddie makes 3-pt shot from 25 ft
1:39.0,T. Zeller makes 2-pt shot from 18 ft (assist by T. Rozier),2,111-85,,
1:31.0,,,111-85,,Shooting foul by T. Rozier (drawn by R. Sessions)
1:31.0,,,111-85,,R. Sessions misses free throw 1 of 2
1:31.0,,,111-85,,Offensive rebound by Team
1:31.0,,,111-86,1,R. Sessions makes free throw 2 of 2
1:16.0,M. Smart misses 3-pt shot from 27 ft,,111-86,,
1:15.0,Offensive rebound by T. Rozier,,111-86,,
1:13.0,J. Young makes 3-pt shot from 23 ft (assist by T. Rozier),3,114-86,,
1:05.0,,,114-86,,J. Eddie misses 3-pt shot from 28 ft
1:04.0,Defensive rebound by T. Zeller,,114-86,,
0:55.0,T. Rozier misses 2-pt shot from 2 ft,,114-86,,
0:54.0,,,114-86,,Defensive rebound by Team
0:39.0,,,114-86,,Turnover by K. Oubre (lost ball; steal by J. Jerebko)
0:35.0,J. Young makes 2-pt shot from 1 ft (assist by J. Jerebko),2,116-86,,
0:29.0,,,116-89,3,J. Eddie makes 3-pt shot from 27 ft (assist by R. Sessions)
0:09.0,J. Jerebko misses 2-pt shot from 15 ft,,116-89,,
0:07.0,,,116-89,,Defensive rebound by K. Oubre
0:01.0,,,116-91,2,K. Oubre makes 2-pt shot at rim
0:00.0,End of 4th quarter,,,,End of 4th quarter
