time,LA Clippers,pts.away,score,pts.home,Minnesota
7:34.0,,,80-83,,Turnover by S. Muhammad (lost ball; steal by L. Stephenson)
7:23.0,J. Crawford makes 3-pt shot from 24 ft (assist by A. Rivers),3,83-83,,
6:59.0,,,83-85,2,G. Dieng makes 2-pt shot from 19 ft
6:58.0,LA Clippers full timeout,,83-85,,
6:58.0,C. Paul enters the game for A. Rivers,,83-85,,
6:58.0,W. Johnson enters the game for L. Stephenson,,83-85,,
6:47.0,B. Griffin makes 2-pt shot at rim,2,85-85,,
6:15.0,,,85-87,2,G. Dieng makes 2-pt shot from 15 ft
5:59.0,J. Crawford misses 2-pt shot from 19 ft,,85-87,,
5:58.0,,,85-87,,Defensive rebound by Z. LaVine
5:49.0,,,85-89,2,G. Dieng makes 2-pt shot at rim (assist by Z. LaVine)
5:24.0,,,85-89,,Personal foul by G. Dieng (drawn by B. Griffin)
5:24.0,,,85-89,,K. Garnett enters the game for G. Dieng
5:24.0,,,85-89,,R. Rubio enters the game for S. Muhammad
5:23.0,Shooting foul by K. Towns (drawn by D. Jordan),,85-89,,
5:23.0,D. Jordan makes free throw 1 of 2,1,86-89,,
5:23.0,D. Jordan makes free throw 2 of 2,1,87-89,,
5:15.0,,,87-89,,Z. LaVine misses 2-pt shot from 18 ft
5:14.0,Defensive rebound by B. Griffin,,87-89,,
5:00.0,W. Johnson makes 2-pt shot from 22 ft (assist by B. Griffin),2,89-89,,
4:47.0,Personal foul by B. Griffin (drawn by K. Towns),,89-89,,
4:47.0,,,89-89,,K. Towns misses free throw 1 of 2
4:47.0,,,89-89,,Offensive rebound by Team
4:47.0,,,89-89,,A. Wiggins enters the game for T. Prince
4:47.0,,,89-90,1,K. Towns makes free throw 2 of 2
4:25.0,W. Johnson makes 2-pt shot from 15 ft (assist by B. Griffin),2,91-90,,
4:14.0,,,91-90,,Z. LaVine misses 3-pt shot from 27 ft
4:12.0,Defensive rebound by Team,,91-90,,
4:05.0,C. Paul misses 2-pt shot from 19 ft,,91-90,,
4:04.0,,,91-90,,Defensive rebound by K. Garnett
3:54.0,,,91-90,,Turnover by R. Rubio (bad pass; steal by W. Johnson)
3:47.0,C. Paul makes 2-pt shot from 8 ft,2,93-90,,
3:46.0,,,93-90,,Minnesota full timeout
3:31.0,,,93-90,,A. Wiggins misses 2-pt shot at rim
3:30.0,Defensive rebound by B. Griffin,,93-90,,
3:06.0,C. Paul misses 2-pt shot from 16 ft,,93-90,,
3:05.0,,,93-90,,Defensive rebound by Z. LaVine
3:01.0,,,93-92,2,Z. LaVine makes 2-pt shot at rim
2:38.0,B. Griffin misses 2-pt shot from 16 ft,,93-92,,
2:37.0,,,93-92,,Defensive rebound by R. Rubio
2:28.0,,,93-94,2,R. Rubio makes 2-pt shot from 20 ft
2:04.0,J. Crawford misses 3-pt shot from 27 ft,,93-94,,
2:03.0,,,93-94,,Defensive rebound by K. Garnett
1:59.0,,,93-96,2,Z. LaVine makes 2-pt shot from 1 ft (assist by R. Rubio)
1:59.0,LA Clippers full timeout,,93-96,,
1:51.0,,,93-96,,Personal foul by K. Garnett (drawn by C. Paul)
1:51.0,C. Paul makes free throw 1 of 2,1,94-96,,
1:51.0,L. Mbah a Moute enters the game for W. Johnson,,94-96,,
1:51.0,J. Redick enters the game for J. Crawford,,94-96,,
1:51.0,C. Paul makes free throw 2 of 2,1,95-96,,
1:37.0,,,95-96,,K. Garnett misses 2-pt shot from 18 ft
1:36.0,Defensive rebound by B. Griffin,,95-96,,
1:16.0,B. Griffin misses 2-pt shot from 5 ft,,95-96,,
1:15.0,,,95-96,,Defensive rebound by A. Wiggins
1:00.0,,,95-98,2,Z. LaVine makes 2-pt shot from 19 ft
1:00.0,LA Clippers full timeout,,95-98,,
1:00.0,J. Crawford enters the game for L. Mbah a Moute,,95-98,,
0:52.0,D. Jordan makes 2-pt shot at rim (assist by J. Crawford),2,97-98,,
0:32.0,,,97-98,,Z. LaVine misses 2-pt shot from 3 ft (block by D. Jordan)
0:31.0,Defensive rebound by J. Crawford,,97-98,,
0:26.0,B. Griffin makes 2-pt shot at rim (assist by J. Crawford),2,99-98,,
0:26.0,,,99-98,,Minnesota full timeout
0:26.0,A. Rivers enters the game for J. Redick,,99-98,,
0:26.0,L. Mbah a Moute enters the game for J. Crawford,,99-98,,
0:25.0,,,99-98,,Turnover by Z. LaVine (bad pass)
0:25.0,J. Redick enters the game for D. Jordan,,99-98,,
0:25.0,W. Johnson enters the game for L. Mbah a Moute,,99-98,,
0:22.0,,,99-98,,Personal take foul by A. Wiggins (drawn by J. Redick)
0:22.0,J. Redick makes free throw 1 of 2,1,100-98,,
0:22.0,L. Mbah a Moute enters the game for W. Johnson,,100-98,,
0:22.0,J. Redick makes free throw 2 of 2,1,101-98,,
0:22.0,,,101-98,,Minnesota full timeout
0:22.0,,,101-98,,N. Bjelica enters the game for K. Garnett
0:22.0,D. Jordan enters the game for J. Redick,,101-98,,
0:15.0,,,101-98,,Z. LaVine misses 2-pt shot from 1 ft (block by D. Jordan)
0:13.0,,,101-98,,Offensive rebound by Team
0:12.0,Personal foul by D. Jordan (drawn by R. Rubio),,101-98,,
0:12.0,,,101-99,1,R. Rubio makes free throw 1 of 2
0:12.0,J. Crawford enters the game for L. Mbah a Moute,,101-99,,
0:12.0,J. Redick enters the game for A. Rivers,,101-99,,
0:12.0,,,101-100,1,R. Rubio makes free throw 2 of 2
0:12.0,LA Clippers full timeout,,101-100,,
0:12.0,W. Johnson enters the game for D. Jordan,,101-100,,
0:12.0,,,101-100,,T. Prince enters the game for N. Bjelica
0:10.0,,,101-100,,Personal take foul by A. Wiggins (drawn by J. Redick)
0:10.0,J. Redick makes free throw 1 of 2,1,102-100,,
0:10.0,L. Mbah a Moute enters the game for W. Johnson,,102-100,,
0:10.0,A. Rivers enters the game for J. Crawford,,102-100,,
0:10.0,,,102-100,,G. Dieng enters the game for R. Rubio
0:10.0,J. Redick makes free throw 2 of 2,1,103-100,,
0:10.0,,,103-100,,Minnesota full timeout
0:10.0,D. Jordan enters the game for J. Redick,,103-100,,
0:10.0,,,103-100,,N. Bjelica enters the game for G. Dieng
0:10.0,Personal take foul by B. Griffin (drawn by Z. LaVine),,103-100,,
0:10.0,,,103-101,1,Z. LaVine makes free throw 1 of 2
0:10.0,J. Redick enters the game for L. Mbah a Moute,,103-101,,
0:10.0,W. Johnson enters the game for D. Jordan,,103-101,,
0:10.0,J. Crawford enters the game for A. Rivers,,103-101,,
0:10.0,,,103-101,,R. Rubio enters the game for N. Bjelica
0:10.0,,,103-102,1,Z. LaVine makes free throw 2 of 2
0:09.0,,,103-102,,Personal take foul by R. Rubio (drawn by J. Crawford)
0:09.0,J. Crawford makes free throw 1 of 2,1,104-102,,
0:09.0,,,104-102,,G. Dieng enters the game for K. Towns
0:09.0,,,104-102,,N. Bjelica enters the game for T. Prince
0:09.0,L. Mbah a Moute enters the game for J. Redick,,104-102,,
0:09.0,A. Rivers enters the game for W. Johnson,,104-102,,
0:09.0,J. Crawford makes free throw 2 of 2,1,105-102,,
0:07.0,Personal take foul by C. Paul (drawn by R. Rubio),,105-102,,
0:07.0,,,105-103,1,R. Rubio makes free throw 1 of 2
0:07.0,W. Johnson enters the game for A. Rivers,,105-103,,
0:07.0,J. Redick enters the game for L. Mbah a Moute,,105-103,,
0:07.0,,,105-104,1,R. Rubio makes free throw 2 of 2
0:07.0,,,105-104,,Personal take foul by Z. LaVine (drawn by J. Redick)
0:07.0,J. Redick makes free throw 1 of 2,1,106-104,,
0:07.0,L. Mbah a Moute enters the game for J. Crawford,,106-104,,
0:07.0,A. Rivers enters the game for W. Johnson,,106-104,,
0:07.0,,,106-104,,K. Towns enters the game for G. Dieng
0:07.0,J. Redick makes free throw 2 of 2,1,107-104,,
0:05.0,Personal take foul by A. Rivers (drawn by R. Rubio),,107-104,,
0:05.0,,,107-105,1,R. Rubio makes free throw 1 of 2
0:05.0,D. Jordan enters the game for A. Rivers,,107-105,,
0:05.0,J. Crawford enters the game for L. Mbah a Moute,,107-105,,
0:05.0,,,107-106,1,R. Rubio makes free throw 2 of 2
0:04.0,,,107-106,,Away from play foul by K. Towns (drawn by D. Jordan)
0:04.0,W. Johnson enters the game for D. Jordan,,107-106,,
0:04.0,J. Redick makes free throw 1 of 1,1,108-106,,
0:02.0,,,108-106,,Personal take foul by K. Towns (drawn by J. Crawford)
0:02.0,,,108-106,,S. Muhammad enters the game for K. Towns
0:02.0,J. Crawford makes free throw 1 of 2,1,109-106,,
0:02.0,J. Crawford makes free throw 2 of 2,1,110-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
