time,Phoenix,pts.away,score,pts.home,Utah
1:47.0,,,81-103,1,R. Hood makes free throw 1 of 2
1:47.0,,,81-103,,T. Lyles enters the game for G. Hayward
1:47.0,,,81-103,,T. Burke enters the game for D. Favors
1:47.0,,,81-103,,E. Millsap enters the game for T. Booker
1:47.0,,,81-103,,C. Johnson enters the game for A. Burks
1:47.0,,,81-104,1,R. Hood makes free throw 2 of 2
1:33.0,J. Leuer makes 2-pt shot at rim (assist by A. Goodwin),2,83-104,,
1:15.0,,,83-107,3,C. Johnson makes 3-pt shot from 22 ft (assist by E. Millsap)
1:10.0,Shooting foul by R. Hood (drawn by D. Booker),,83-107,,
1:10.0,D. Booker makes free throw 1 of 2,1,84-107,,
1:10.0,,,84-107,,J. Ingles enters the game for R. Hood
1:10.0,D. Booker makes free throw 2 of 2,1,85-107,,
1:00.0,Violation by J. Leuer (kicked ball),,85-107,,
0:57.0,,,85-107,,E. Millsap misses 2-pt shot at rim
0:56.0,Defensive rebound by A. Goodwin,,85-107,,
0:52.0,A. Goodwin makes 2-pt shot from 1 ft,2,87-107,,
0:35.0,,,87-107,,T. Burke misses 2-pt shot from 11 ft
0:34.0,Defensive rebound by J. Leuer,,87-107,,
0:29.0,D. Booker makes 2-pt shot from 2 ft,2,89-107,,
0:18.0,,,89-107,,Shooting foul by A. Goodwin (drawn by E. Millsap)
0:18.0,,,89-107,,E. Millsap misses free throw 1 of 2
0:18.0,,,89-107,,Offensive rebound by Team
0:18.0,,,89-108,1,E. Millsap makes free throw 2 of 2
0:12.0,D. Booker misses 2-pt shot from 5 ft,,89-108,,
0:12.0,,,89-108,,Defensive rebound by J. Ingles
0:04.0,Personal foul by D. Booker (drawn by T. Burke),,89-108,,
0:04.0,,,89-109,1,T. Burke makes free throw 1 of 2
0:04.0,,,89-110,1,T. Burke makes free throw 2 of 2
0:00.0,A. Goodwin misses 3-pt shot from 26 ft,,89-110,,
0:00.0,Offensive rebound by Team,,89-110,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
