time,LA Lakers,pts.away,score,pts.home,Oklahoma City
6:21.0,R. Sacre enters the game for T. Black,,66-108,,
6:16.0,,,66-108,,Personal foul by J. Huestis
6:10.0,M. World Peace misses 2-pt shot at rim (block by N. Collison),,66-108,,
6:10.0,Offensive rebound by M. World Peace,,66-108,,
6:10.0,Shooting foul by A. Morrow (drawn by M. World Peace),,66-108,,
6:10.0,M. World Peace makes free throw 1 of 2,1,67-108,,
6:10.0,M. World Peace makes free throw 2 of 2,1,68-108,,
6:00.0,,,68-110,2,A. Morrow makes 2-pt shot from 10 ft
5:43.0,Shooting foul by K. Singler (drawn by J. Clarkson),,68-110,,
5:43.0,Official timeout,,68-110,,
5:43.0,LA Lakers full timeout,,68-110,,
5:43.0,J. Clarkson makes free throw 1 of 2,1,69-110,,
5:43.0,J. Clarkson makes free throw 2 of 2,1,70-110,,
5:26.0,,,70-110,,A. Morrow misses 2-pt shot from 16 ft
5:26.0,Defensive rebound by R. Sacre,,70-110,,
5:10.0,R. Kelly misses 2-pt shot from 12 ft,,70-110,,
5:10.0,Offensive rebound by R. Sacre,,70-110,,
5:06.0,Offensive foul by R. Sacre,,70-110,,
5:06.0,Turnover by R. Sacre (offensive foul),,70-110,,
4:55.0,,,70-110,,Turnover by N. Collison (lost ball; steal by R. Kelly)
4:49.0,M. World Peace makes 2-pt shot from 1 ft (assist by M. Huertas),2,72-110,,
4:31.0,,,72-110,,J. Huestis misses 3-pt shot from 24 ft
4:31.0,Defensive rebound by M. World Peace,,72-110,,
4:13.0,M. World Peace misses 3-pt shot from 23 ft,,72-110,,
4:12.0,,,72-110,,Defensive rebound by J. Huestis
4:01.0,,,72-112,2,C. Payne makes 2-pt shot from 5 ft
3:40.0,J. Clarkson misses 2-pt shot from 5 ft (block by K. Singler),,72-112,,
3:39.0,,,72-112,,Defensive rebound by A. Morrow
3:22.0,,,72-112,,C. Payne misses 2-pt shot from 15 ft
3:21.0,Defensive rebound by R. Kelly,,72-112,,
3:14.0,,,72-112,,Personal foul by C. Payne
3:14.0,R. Sacre makes free throw 1 of 2,1,73-112,,
3:14.0,R. Sacre makes free throw 2 of 2,1,74-112,,
3:01.0,,,74-112,,A. Morrow misses 3-pt shot from 24 ft
3:01.0,,,74-112,,Offensive rebound by J. Huestis
2:55.0,,,74-112,,A. Morrow misses 3-pt shot from 24 ft
2:53.0,Defensive rebound by R. Sacre,,74-112,,
2:40.0,,,74-112,,Personal block foul by N. Collison
2:40.0,J. Clarkson makes free throw 1 of 2,1,75-112,,
2:40.0,J. Clarkson makes free throw 2 of 2,1,76-112,,
2:22.0,,,76-112,,Turnover by C. Payne (lost ball; steal by R. Kelly)
2:08.0,M. Huertas misses 2-pt shot from 8 ft,,76-112,,
2:07.0,,,76-112,,Defensive rebound by A. Morrow
1:52.0,,,76-112,,J. Huestis misses 2-pt shot from 20 ft
1:51.0,Defensive rebound by M. Huertas,,76-112,,
1:42.0,R. Sacre makes 2-pt shot from 2 ft (assist by M. Huertas),2,78-112,,
1:23.0,,,78-112,,C. Payne misses 3-pt shot from 25 ft
1:22.0,Defensive rebound by M. World Peace,,78-112,,
1:07.0,R. Sacre misses 2-pt shot from 5 ft,,78-112,,
1:06.0,Offensive rebound by R. Sacre,,78-112,,
1:03.0,R. Sacre misses 2-pt shot from 3 ft,,78-112,,
1:02.0,,,78-112,,Defensive rebound by C. Payne
0:53.0,,,78-112,,J. Huestis misses 2-pt shot from 19 ft
0:53.0,Defensive rebound by M. World Peace,,78-112,,
0:46.0,M. Huertas misses 2-pt shot from 3 ft (block by A. Morrow),,78-112,,
0:46.0,Offensive rebound by Team,,78-112,,
0:43.0,R. Kelly misses 2-pt shot from 22 ft,,78-112,,
0:43.0,,,78-112,,Defensive rebound by K. Singler
0:25.0,,,78-112,,A. Morrow misses 2-pt shot from 5 ft
0:25.0,Defensive rebound by R. Kelly,,78-112,,
0:21.0,Shooting foul by C. Payne (drawn by R. Kelly),,78-112,,
0:21.0,R. Kelly misses free throw 1 of 2,,78-112,,
0:21.0,Offensive rebound by Team,,78-112,,
0:21.0,R. Kelly makes free throw 2 of 2,1,79-112,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
