time,Boston,pts.away,score,pts.home,Oklahoma City
4:13.0,Defensive rebound by M. Smart,,90-79,,
3:59.0,Boston full timeout,,90-79,,
3:50.0,M. Smart misses 3-pt shot from 24 ft,,90-79,,
3:50.0,,,90-79,,Defensive rebound by S. Adams
3:41.0,,,90-79,,R. Westbrook misses 2-pt shot from 2 ft
3:40.0,,,90-79,,Offensive rebound by S. Adams
3:39.0,,,90-79,,Shooting foul by K. Olynyk (drawn by S. Adams)
3:39.0,J. Sullinger enters the game for K. Olynyk,,90-79,,
3:39.0,,,90-80,1,S. Adams makes free throw 1 of 2
3:39.0,,,90-80,,S. Adams misses free throw 2 of 2
3:38.0,,,90-80,,Offensive rebound by S. Adams
3:34.0,,,90-80,,R. Westbrook misses 3-pt shot from 25 ft
3:33.0,,,90-80,,Offensive rebound by S. Ibaka
3:21.0,,,90-80,,D. Waiters misses 2-pt shot from 2 ft (block by A. Johnson)
3:20.0,Defensive rebound by A. Johnson,,90-80,,
3:05.0,E. Turner misses 2-pt shot from 9 ft,,90-80,,
3:03.0,Offensive rebound by J. Sullinger,,90-80,,
3:03.0,J. Sullinger makes 2-pt shot from 2 ft,2,92-80,,
2:53.0,,,92-80,,Shooting foul by E. Turner (drawn by R. Westbrook)
2:53.0,,,92-81,1,R. Westbrook makes free throw 1 of 2
2:53.0,,,92-82,1,R. Westbrook makes free throw 2 of 2
2:36.0,E. Turner makes 2-pt shot from 10 ft,2,94-82,,
2:36.0,,,94-82,,Loose ball foul by S. Ibaka (drawn by J. Sullinger)
2:36.0,A. Bradley enters the game for I. Thomas,,94-82,,
2:36.0,J. Sullinger makes free throw 1 of 1,1,95-82,,
2:31.0,,,95-82,,Shooting foul by A. Johnson (drawn by R. Westbrook)
2:31.0,,,95-83,1,R. Westbrook makes free throw 1 of 2
2:31.0,I. Thomas enters the game for A. Bradley,,95-83,,
2:31.0,,,95-83,,R. Westbrook misses free throw 2 of 2
2:30.0,Defensive rebound by M. Smart,,95-83,,
2:09.0,E. Turner misses 2-pt shot from 9 ft,,95-83,,
2:09.0,,,95-83,,Defensive rebound by S. Adams
1:59.0,,,95-83,,R. Westbrook misses 2-pt shot from 12 ft
1:59.0,Defensive rebound by M. Smart,,95-83,,
1:38.0,J. Sullinger misses 2-pt shot from 1 ft,,95-83,,
1:38.0,,,95-83,,Defensive rebound by S. Adams
1:38.0,Personal foul by I. Thomas (drawn by S. Adams),,95-83,,
1:38.0,,,95-84,1,S. Adams makes free throw 1 of 2
1:38.0,J. Crowder enters the game for A. Johnson,,95-84,,
1:38.0,,,95-85,1,S. Adams makes free throw 2 of 2
1:17.0,J. Sullinger makes 2-pt shot from 11 ft (assist by I. Thomas),2,97-85,,
1:10.0,,,97-85,,S. Ibaka misses 3-pt shot from 25 ft
1:10.0,Defensive rebound by E. Turner,,97-85,,
0:51.0,J. Sullinger misses 3-pt shot from 24 ft,,97-85,,
0:49.0,Offensive rebound by M. Smart,,97-85,,
0:28.0,I. Thomas misses 2-pt shot from 11 ft,,97-85,,
0:28.0,Offensive rebound by Team,,97-85,,
0:28.0,,,97-85,,Loose ball foul by R. Westbrook (drawn by M. Smart)
0:28.0,M. Smart makes free throw 1 of 2,1,98-85,,
0:28.0,,,98-85,,Technical foul by R. Westbrook (drawn by M. Smart)
0:28.0,,,98-85,,M. McGary enters the game for S. Ibaka
0:28.0,,,98-85,,A. Roberson enters the game for R. Westbrook
0:28.0,I. Thomas makes technical free throw,1,99-85,,
0:28.0,,,99-85,,C. Payne enters the game for D. Waiters
0:28.0,M. Smart makes free throw 2 of 2,1,100-85,,
0:12.0,,,100-85,,C. Payne misses 3-pt shot from 25 ft
0:11.0,Defensive rebound by J. Sullinger,,100-85,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
