time,Washington,pts.away,score,pts.home,Cleveland
3:11.0,,,95-83,3,M. Dellavedova makes 3-pt shot from 24 ft (assist by J. Smith)
2:51.0,Turnover by J. Dudley (lost ball; steal by M. Dellavedova),,95-83,,
2:47.0,,,95-83,,Shooting foul by J. Wall (drawn by T. Thompson)
2:47.0,Washington full timeout,,95-83,,
2:47.0,M. Gortat enters the game for G. Temple,,95-83,,
2:47.0,,,95-84,1,T. Thompson makes free throw 1 of 2
2:47.0,,,95-85,1,T. Thompson makes free throw 2 of 2
2:28.0,J. Wall misses 2-pt shot from 17 ft,,95-85,,
2:27.0,,,95-85,,Defensive rebound by J. Smith
2:19.0,,,95-85,,L. James misses 2-pt shot from 2 ft
2:17.0,Defensive rebound by O. Porter,,95-85,,
1:51.0,B. Beal misses 3-pt shot from 24 ft,,95-85,,
1:51.0,,,95-85,,Defensive rebound by T. Thompson
1:43.0,,,95-85,,L. James misses 2-pt shot from 1 ft
1:41.0,Defensive rebound by B. Beal,,95-85,,
1:21.0,Turnover by J. Wall (bad pass; steal by J. Jones),,95-85,,
1:10.0,,,95-85,,M. Dellavedova misses 2-pt shot from 21 ft
1:09.0,Defensive rebound by B. Beal,,95-85,,
0:49.0,Turnover by J. Dudley (step out of bounds),,95-85,,
0:49.0,,,95-85,,Cleveland full timeout
0:49.0,,,95-85,,R. Jefferson enters the game for M. Dellavedova
0:49.0,G. Temple enters the game for J. Dudley,,95-85,,
0:45.0,,,95-85,,J. Jones misses 3-pt shot from 24 ft
0:45.0,Defensive rebound by G. Temple,,95-85,,
0:37.0,,,95-85,,Personal foul by J. Smith (drawn by J. Wall)
0:37.0,J. Wall makes free throw 1 of 2,1,96-85,,
0:37.0,,,96-85,,J. Cunningham enters the game for L. James
0:37.0,J. Wall makes free throw 2 of 2,1,97-85,,
0:37.0,,,97-85,,Cleveland full timeout
0:31.0,,,97-85,,J. Smith misses 3-pt shot from 24 ft
0:31.0,Defensive rebound by B. Beal,,97-85,,
0:07.0,Turnover by Team (shot clock),,97-85,,
0:00.0,,,97-85,,R. Jefferson misses 3-pt shot from 25 ft
0:00.0,,,97-85,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
