time,Miami,pts.away,score,pts.home,Milwaukee
2:14.0,L. Deng misses 3-pt shot from 23 ft,,100-105,,
2:12.0,,,100-105,,Defensive rebound by M. Plumlee
2:12.0,,,100-105,,Milwaukee full timeout
1:51.0,,,100-105,,K. Middleton misses 2-pt shot from 16 ft
1:49.0,Defensive rebound by L. Deng,,100-105,,
1:32.0,H. Whiteside makes 2-pt shot at rim (assist by G. Dragic),2,102-105,,
1:10.0,,,102-105,,M. Plumlee misses 2-pt shot from 8 ft
1:09.0,,,102-105,,Offensive rebound by Team
0:57.0,,,102-105,,Turnover by G. Antetokounmpo (lost ball)
0:48.0,J. Johnson misses 2-pt shot from 11 ft,,102-105,,
0:46.0,,,102-105,,Defensive rebound by G. Antetokounmpo
0:28.0,,,102-107,2,K. Middleton makes 2-pt shot from 11 ft
0:27.0,Miami full timeout,,102-107,,
0:24.0,D. Wade misses 2-pt shot from 1 ft,,102-107,,
0:22.0,,,102-107,,Defensive rebound by G. Antetokounmpo
0:20.0,Personal take foul by G. Dragic,,102-107,,
0:20.0,,,102-108,1,G. Antetokounmpo makes free throw 1 of 2
0:20.0,,,102-108,,G. Antetokounmpo misses free throw 2 of 2
0:20.0,Defensive rebound by H. Whiteside,,102-108,,
0:20.0,Miami full timeout,,102-108,,
0:20.0,J. Winslow enters the game for H. Whiteside,,102-108,,
0:17.0,L. Deng makes 2-pt shot at rim,2,104-108,,
0:16.0,,,104-108,,Milwaukee full timeout
0:16.0,J. Richardson enters the game for G. Dragic,,104-108,,
0:16.0,,,104-108,,T. Ennis enters the game for M. Plumlee
0:16.0,,,104-108,,Milwaukee full timeout
0:15.0,,,104-110,2,J. Parker makes 2-pt shot at rim (assist by G. Antetokounmpo)
0:09.0,D. Wade makes 2-pt shot from 1 ft,2,106-110,,
0:07.0,Personal take foul by J. Johnson,,106-110,,
0:07.0,,,106-111,1,K. Middleton makes free throw 1 of 2
0:07.0,,,106-112,1,K. Middleton makes free throw 2 of 2
0:07.0,Miami full timeout,,106-112,,
0:07.0,G. Dragic enters the game for J. Richardson,,106-112,,
0:05.0,J. Johnson makes 2-pt shot from 1 ft (assist by L. Deng),2,108-112,,
0:03.0,Personal take foul by J. Johnson,,108-112,,
0:03.0,,,108-113,1,K. Middleton makes free throw 1 of 2
0:03.0,,,108-114,1,K. Middleton makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
