time,Atlanta,pts.away,score,pts.home,Miami
4:38.0,,,85-80,,H. Whiteside enters the game for C. Andersen
4:38.0,,,85-80,,M. Chalmers enters the game for T. Johnson
4:38.0,A. Horford enters the game for T. Splitter,,85-80,,
4:22.0,P. Millsap makes 2-pt shot from 1 ft (assist by A. Horford),2,87-80,,
4:22.0,Shooting foul by J. Winslow (drawn by P. Millsap),,87-80,,
4:22.0,P. Millsap misses free throw 1 of 1,,87-80,,
4:21.0,,,87-80,,Defensive rebound by H. Whiteside
4:12.0,,,87-80,,Turnover by G. Dragic (bad pass; steal by K. Bazemore)
4:12.0,,,87-80,,Personal foul by C. Bosh (drawn by P. Millsap)
4:12.0,,,87-80,,D. Wade enters the game for J. Winslow
4:01.0,P. Millsap makes 2-pt shot from 5 ft (assist by K. Bazemore),2,89-80,,
4:01.0,,,89-80,,Violation by H. Whiteside (def goaltending)
3:48.0,,,89-82,2,D. Wade makes 2-pt shot from 16 ft
3:41.0,A. Horford makes 2-pt shot at rim (assist by J. Teague),2,91-82,,
3:20.0,,,91-82,,G. Dragic misses 3-pt shot from 24 ft
3:19.0,Defensive rebound by K. Bazemore,,91-82,,
3:04.0,J. Teague makes 2-pt shot from 8 ft,2,93-82,,
3:04.0,,,93-82,,Miami full timeout
2:55.0,,,93-84,2,D. Wade makes 2-pt shot from 2 ft
2:55.0,,,93-84,,Shooting foul by K. Korver (drawn by D. Wade)
2:55.0,,,93-84,,D. Wade misses free throw 1 of 1
2:54.0,Defensive rebound by A. Horford,,93-84,,
2:36.0,K. Korver misses 2-pt shot from 16 ft,,93-84,,
2:35.0,,,93-84,,Defensive rebound by C. Bosh
2:13.0,,,93-84,,C. Bosh misses 3-pt shot from 24 ft
2:12.0,Defensive rebound by K. Korver,,93-84,,
1:59.0,P. Millsap misses 3-pt shot from 24 ft,,93-84,,
1:58.0,Offensive rebound by J. Teague,,93-84,,
1:52.0,J. Teague makes 2-pt shot from 1 ft,2,95-84,,
1:37.0,,,95-84,,C. Bosh misses 2-pt shot from 5 ft
1:36.0,,,95-84,,Offensive rebound by H. Whiteside
1:35.0,,,95-86,2,H. Whiteside makes 2-pt shot at rim
1:16.0,A. Horford misses 2-pt shot from 9 ft,,95-86,,
1:15.0,,,95-86,,Defensive rebound by G. Dragic
1:09.0,,,95-86,,D. Wade misses 2-pt shot from 1 ft
1:08.0,Defensive rebound by K. Bazemore,,95-86,,
0:58.0,Turnover by A. Horford (bad pass),,95-86,,
0:58.0,T. Splitter enters the game for A. Horford,,95-86,,
0:50.0,,,95-88,2,G. Dragic makes 2-pt shot from 2 ft (assist by M. Chalmers)
0:42.0,,,95-88,,Personal foul by M. Chalmers (drawn by J. Teague)
0:25.0,J. Teague misses 2-pt shot from 9 ft,,95-88,,
0:23.0,,,95-88,,Defensive rebound by H. Whiteside
0:17.0,,,95-90,2,H. Whiteside makes 2-pt shot at rim (assist by D. Wade)
0:13.0,,,95-90,,Personal foul by C. Bosh (drawn by J. Teague)
0:13.0,J. Teague makes free throw 1 of 2,1,96-90,,
0:13.0,J. Teague misses free throw 2 of 2,,96-90,,
0:13.0,,,96-90,,Defensive rebound by H. Whiteside
0:13.0,,,96-90,,Miami full timeout
0:13.0,J. Holiday enters the game for T. Splitter,,96-90,,
0:13.0,,,96-90,,L. Deng enters the game for H. Whiteside
0:11.0,,,96-90,,M. Chalmers misses 3-pt shot from 23 ft
0:10.0,,,96-90,,Offensive rebound by C. Bosh
0:09.0,,,96-92,2,C. Bosh makes 2-pt shot from 1 ft
0:09.0,Atlanta full timeout,,96-92,,
0:09.0,A. Horford enters the game for J. Holiday,,96-92,,
0:09.0,,,96-92,,T. Johnson enters the game for G. Dragic
0:08.0,,,96-92,,Personal foul by T. Johnson (drawn by J. Teague)
0:08.0,J. Teague makes free throw 1 of 2,1,97-92,,
0:08.0,J. Teague makes free throw 2 of 2,1,98-92,,
0:08.0,,,98-92,,Miami full timeout
0:08.0,J. Holiday enters the game for A. Horford,,98-92,,
0:08.0,D. Schroder enters the game for K. Korver,,98-92,,
0:08.0,,,98-92,,G. Dragic enters the game for T. Johnson
0:01.0,,,98-92,,M. Chalmers misses 3-pt shot from 25 ft
0:01.0,Defensive rebound by J. Teague,,98-92,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
