time,Chicago,pts.away,score,pts.home,Detroit
1:37.0,,,107-96,,A. Drummond misses 2-pt shot from 1 ft
1:36.0,Defensive rebound by P. Gasol,,107-96,,
1:15.0,D. McDermott misses 3-pt shot from 23 ft,,107-96,,
1:15.0,,,107-96,,Defensive rebound by Team
1:05.0,,,107-98,2,M. Morris makes 2-pt shot at rim (assist by R. Jackson)
0:53.0,P. Gasol makes 2-pt shot at rim,2,109-98,,
0:47.0,,,109-101,3,R. Jackson makes 3-pt shot from 26 ft
0:40.0,,,109-101,,Personal foul by S. Johnson (drawn by J. Butler)
0:37.0,Chicago full timeout,,109-101,,
0:34.0,,,109-101,,Personal foul by M. Morris (drawn by J. Butler)
0:34.0,J. Butler makes free throw 1 of 2,1,110-101,,
0:34.0,E. Moore enters the game for D. McDermott,,110-101,,
0:34.0,J. Butler makes free throw 2 of 2,1,111-101,,
0:34.0,,,111-101,,Detroit full timeout
0:27.0,,,111-101,,E. Ilyasova misses 3-pt shot from 25 ft
0:27.0,,,111-101,,Offensive rebound by R. Jackson
0:26.0,,,111-101,,R. Jackson misses 2-pt shot from 2 ft
0:26.0,,,111-101,,Offensive rebound by A. Drummond
0:26.0,,,111-101,,Shooting foul by P. Gasol (drawn by A. Drummond)
0:26.0,,,111-101,,A. Drummond misses free throw 1 of 2
0:26.0,,,111-101,,Offensive rebound by Team
0:26.0,D. McDermott enters the game for E. Moore,,111-101,,
0:26.0,,,111-101,,A. Drummond misses free throw 2 of 2
0:26.0,,,111-101,,Offensive rebound by E. Ilyasova
0:20.0,,,111-101,,E. Ilyasova misses 2-pt shot from 7 ft
0:20.0,Defensive rebound by P. Gasol,,111-101,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
