time,Sacramento,pts.away,score,pts.home,Portland
3:21.0,,,82-105,1,L. Montero makes free throw 2 of 2
3:00.0,W. Cauley-Stein misses 2-pt shot from 1 ft,,82-105,,
2:59.0,Offensive rebound by W. Cauley-Stein,,82-105,,
2:59.0,W. Cauley-Stein makes 2-pt shot from 1 ft,2,84-105,,
2:58.0,,,84-105,,Portland full timeout
2:45.0,,,84-105,,Offensive foul by N. Vonleh
2:45.0,,,84-105,,Turnover by N. Vonleh (offensive foul)
2:32.0,B. McLemore misses 2-pt shot from 20 ft,,84-105,,
2:30.0,,,84-105,,Defensive rebound by N. Vonleh
2:20.0,,,84-105,,L. Montero misses 2-pt shot from 23 ft
2:16.0,Defensive rebound by B. McLemore,,84-105,,
2:08.0,S. Curry makes 2-pt shot from 17 ft,2,86-105,,
1:50.0,,,86-105,,P. Connaughton misses 3-pt shot from 25 ft
1:49.0,Defensive rebound by S. Curry,,86-105,,
1:37.0,S. Curry makes 2-pt shot from 20 ft,2,88-105,,
1:18.0,,,88-105,,N. Vonleh misses 2-pt shot from 5 ft
1:18.0,Defensive rebound by W. Cauley-Stein,,88-105,,
1:07.0,Q. Acy makes 3-pt shot from 22 ft (assist by J. Anderson),3,91-105,,
1:07.0,Shooting foul by C. Alexander (drawn by Q. Acy),,91-105,,
1:07.0,Q. Acy makes free throw 1 of 1,1,92-105,,
0:43.0,,,92-105,,P. Connaughton misses 2-pt shot from 10 ft
0:43.0,Defensive rebound by W. Cauley-Stein,,92-105,,
0:30.0,Q. Acy misses 3-pt shot from 25 ft,,92-105,,
0:29.0,Offensive rebound by W. Cauley-Stein,,92-105,,
0:27.0,,,92-105,,Personal block foul by N. Vonleh
0:27.0,W. Cauley-Stein misses free throw 1 of 2,,92-105,,
0:27.0,Offensive rebound by Team,,92-105,,
0:27.0,W. Cauley-Stein makes free throw 2 of 2,1,93-105,,
0:08.0,,,93-105,,B. Roberts misses 3-pt shot from 25 ft
0:07.0,Defensive rebound by Team,,93-105,,
0:04.0,Turnover by S. Curry (bad pass),,93-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
