time,San Antonio,pts.away,score,pts.home,Houston
1:59.0,,,81-86,,J. Harden misses free throw 1 of 1
1:59.0,,,81-86,,Offensive rebound by Team
1:44.0,,,81-86,,J. Harden misses 2-pt shot from 15 ft (block by K. Leonard)
1:41.0,Defensive rebound by T. Duncan,,81-86,,
1:41.0,Turnover by T. Duncan (bad pass; steal by J. Terry),,81-86,,
1:41.0,Personal foul by M. Ginobili (drawn by J. Terry),,81-86,,
1:41.0,,,81-87,1,J. Terry makes free throw 1 of 2
1:41.0,,,81-88,1,J. Terry makes free throw 2 of 2
1:22.0,K. Leonard makes 3-pt shot from 24 ft (assist by T. Duncan),3,84-88,,
0:56.0,,,84-88,,C. Capela misses 2-pt shot from 4 ft
0:55.0,Defensive rebound by T. Duncan,,84-88,,
0:39.0,K. Leonard misses 2-pt shot from 15 ft,,84-88,,
0:37.0,,,84-88,,Defensive rebound by T. Ariza
0:14.0,,,84-88,,J. Harden misses 2-pt shot from 2 ft
0:13.0,Defensive rebound by T. Duncan,,84-88,,
0:13.0,San Antonio full timeout,,84-88,,
0:03.0,K. Leonard misses 3-pt shot from 25 ft,,84-88,,
0:02.0,Offensive rebound by K. Leonard,,84-88,,
0:01.0,K. Leonard misses 3-pt shot from 25 ft,,84-88,,
0:00.0,Offensive rebound by Team,,84-88,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
