time,LA Clippers,pts.away,score,pts.home,LA Lakers
1:33.0,,,89-76,,Turnover by D. Russell (lost ball; steal by C. Wilcox)
1:16.0,Turnover by P. Prigioni (lost ball; steal by J. Randle),,89-76,,
1:13.0,,,89-78,2,J. Randle makes 2-pt shot from 1 ft
1:00.0,P. Prigioni makes 2-pt shot from 1 ft,2,91-78,,
0:55.0,,,91-78,,D. Russell misses 2-pt shot from 3 ft
0:52.0,Defensive rebound by C. Aldrich,,91-78,,
0:47.0,,,91-78,,Personal foul by D. Russell
0:47.0,,,91-78,,R. Kelly enters the game for K. Bryant
0:38.0,P. Prigioni misses 3-pt shot from 25 ft,,91-78,,
0:37.0,,,91-78,,Defensive rebound by J. Randle
0:31.0,,,91-78,,Shooting foul by J. Ayres (drawn by J. Randle)
0:31.0,,,91-79,1,J. Randle makes free throw 1 of 2
0:31.0,,,91-79,,J. Randle misses free throw 2 of 2
0:31.0,,,91-79,,Offensive rebound by R. Sacre
0:21.0,,,91-81,2,R. Kelly makes 2-pt shot from 12 ft (assist by D. Russell)
0:00.0,End of 4th quarter,,,,End of 4th quarter
