time,San Antonio,pts.away,score,pts.home,Phoenix
3:34.0,,,104-79,,S. Weems enters the game for T. Chandler
3:34.0,R. Butler makes free throw 2 of 2,1,105-79,,
3:11.0,,,105-79,,T. Warren misses 2-pt shot from 8 ft
3:11.0,,,105-79,,Offensive rebound by Team
3:11.0,Loose ball foul by J. Simmons (drawn by D. Booker),,105-79,,
3:11.0,,,105-80,1,D. Booker makes free throw 1 of 2
3:11.0,,,105-81,1,D. Booker makes free throw 2 of 2
2:51.0,R. Butler makes 3-pt shot from 25 ft (assist by M. Bonner),3,108-81,,
2:43.0,,,108-81,,D. Booker misses 2-pt shot from 6 ft
2:42.0,Defensive rebound by K. Anderson,,108-81,,
2:33.0,,,108-81,,Personal foul by D. Booker (drawn by K. Anderson)
2:33.0,San Antonio full timeout,,108-81,,
2:33.0,B. Marjanovic enters the game for J. Simmons,,108-81,,
2:33.0,K. Anderson makes free throw 1 of 2,1,109-81,,
2:33.0,K. Anderson makes free throw 2 of 2,1,110-81,,
2:22.0,Personal foul by B. Marjanovic (drawn by A. Len),,110-81,,
2:22.0,,,110-82,1,A. Len makes free throw 1 of 2
2:22.0,,,110-82,,A. Len misses free throw 2 of 2
2:21.0,Defensive rebound by B. Marjanovic,,110-82,,
2:04.0,R. Butler misses 3-pt shot from 24 ft,,110-82,,
2:03.0,Offensive rebound by M. Bonner,,110-82,,
1:52.0,Turnover by B. Marjanovic (lost ball; steal by A. Goodwin),,110-82,,
1:49.0,,,110-84,2,A. Goodwin makes 2-pt shot at rim
1:38.0,M. Bonner makes 2-pt shot from 17 ft (assist by K. Anderson),2,112-84,,
1:23.0,,,112-84,,A. Len misses 2-pt shot at rim (block by R. Butler)
1:22.0,Defensive rebound by R. McCallum,,112-84,,
1:08.0,B. Marjanovic misses 2-pt shot at rim,,112-84,,
1:08.0,Offensive rebound by B. Marjanovic,,112-84,,
1:07.0,B. Marjanovic makes 2-pt shot at rim,2,114-84,,
1:07.0,Shooting foul by A. Len (drawn by B. Marjanovic),,114-84,,
1:07.0,B. Marjanovic makes free throw 1 of 1,1,115-84,,
0:54.0,Personal foul by K. Anderson (drawn by D. Booker),,115-84,,
0:54.0,,,115-85,1,D. Booker makes free throw 1 of 2
0:54.0,,,115-86,1,D. Booker makes free throw 2 of 2
0:35.0,B. Marjanovic makes 2-pt shot from 1 ft (assist by K. Anderson),2,117-86,,
0:24.0,,,117-89,3,A. Goodwin makes 3-pt shot from 24 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
