time,Houston,pts.away,score,pts.home,Utah
5:29.0,C. Capela enters the game for D. Howard,,92-95,,
5:29.0,,,92-95,,R. Hood enters the game for G. Hayward
5:15.0,,,92-95,,Turnover by Team (shot clock)
4:49.0,J. Harden misses 2-pt shot from 10 ft,,92-95,,
4:49.0,,,92-95,,Defensive rebound by C. Johnson
4:32.0,,,92-98,3,T. Burke makes 3-pt shot from 25 ft (assist by R. Hood)
4:23.0,,,92-98,,Personal foul by C. Johnson (drawn by J. Harden)
4:23.0,C. Brewer enters the game for J. Terry,,92-98,,
4:06.0,C. Brewer misses 3-pt shot from 24 ft,,92-98,,
4:05.0,Offensive rebound by Team,,92-98,,
4:05.0,Turnover by Team (shot clock),,92-98,,
4:05.0,D. Howard enters the game for C. Capela,,92-98,,
3:48.0,,,92-98,,S. Mack misses 2-pt shot from 6 ft
3:48.0,Defensive rebound by D. Howard,,92-98,,
3:40.0,J. Harden makes 2-pt shot from 1 ft,2,94-98,,
3:27.0,,,94-98,,Offensive foul by D. Favors
3:27.0,,,94-98,,Turnover by D. Favors (offensive foul)
3:17.0,Shooting foul by D. Favors (drawn by P. Beverley),,94-98,,
3:17.0,P. Beverley makes free throw 1 of 2,1,95-98,,
3:17.0,,,95-98,,G. Hayward enters the game for C. Johnson
3:17.0,P. Beverley makes free throw 2 of 2,1,96-98,,
2:58.0,Personal foul by T. Ariza (drawn by G. Hayward),,96-98,,
2:58.0,,,96-98,,Utah full timeout
2:51.0,Personal foul by J. Harden (drawn by R. Hood),,96-98,,
2:51.0,,,96-99,1,R. Hood makes free throw 1 of 2
2:51.0,,,96-99,,R. Hood misses free throw 2 of 2
2:50.0,Defensive rebound by J. Harden,,96-99,,
2:29.0,Turnover by T. Ariza (bad pass),,96-99,,
2:14.0,,,96-99,,Shooting foul by T. Ariza (drawn by G. Hayward)
2:14.0,,,96-99,,G. Hayward misses free throw 1 of 2
2:14.0,,,96-99,,Offensive rebound by Team
2:14.0,,,96-100,1,G. Hayward makes free throw 2 of 2
2:03.0,C. Brewer misses 3-pt shot from 22 ft,,96-100,,
2:02.0,,,96-100,,Defensive rebound by D. Favors
1:46.0,,,96-100,,S. Mack misses 3-pt shot from 24 ft
1:46.0,Defensive rebound by D. Howard,,96-100,,
1:36.0,T. Ariza makes 3-pt shot from 24 ft (assist by P. Beverley),3,99-100,,
1:19.0,,,99-100,,S. Mack misses 3-pt shot from 23 ft
1:18.0,Defensive rebound by J. Harden,,99-100,,
1:13.0,,,99-100,,Personal foul by S. Mack (drawn by J. Harden)
1:13.0,J. Harden makes free throw 1 of 2,1,100-100,,
1:13.0,J. Harden makes free throw 2 of 2,1,101-100,,
0:55.0,,,101-103,3,R. Hood makes 3-pt shot from 24 ft
0:44.0,J. Harden misses 2-pt shot from 2 ft (block by D. Favors),,101-103,,
0:44.0,,,101-103,,Defensive rebound by G. Hayward
0:23.0,,,101-103,,T. Burke misses 2-pt shot from 11 ft (block by D. Howard)
0:22.0,,,101-103,,Offensive rebound by G. Hayward
0:21.0,Violation by D. Howard (def goaltending),,101-103,,
0:21.0,,,101-105,2,D. Favors makes 2-pt shot at rim (assist by G. Hayward)
0:21.0,Houston full timeout,,101-105,,
0:21.0,,,101-105,,C. Johnson enters the game for T. Burke
0:21.0,J. Terry enters the game for C. Brewer,,101-105,,
0:18.0,J. Harden makes 2-pt shot from 2 ft,2,103-105,,
0:18.0,,,103-105,,Utah full timeout
0:18.0,K. McDaniels enters the game for J. Harden,,103-105,,
0:18.0,C. Brewer enters the game for J. Terry,,103-105,,
0:18.0,,,103-105,,J. Ingles enters the game for C. Johnson
0:18.0,,,103-105,,T. Burke enters the game for S. Mack
0:17.0,Personal foul by C. Brewer (drawn by G. Hayward),,103-105,,
0:17.0,,,103-105,,G. Hayward misses free throw 1 of 2
0:17.0,,,103-105,,Offensive rebound by Team
0:17.0,,,103-105,,S. Mack enters the game for T. Burke
0:17.0,,,103-105,,C. Johnson enters the game for J. Ingles
0:17.0,J. Harden enters the game for K. McDaniels,,103-105,,
0:17.0,,,103-106,1,G. Hayward makes free throw 2 of 2
0:17.0,Houston full timeout,,103-106,,
0:17.0,J. Terry enters the game for C. Brewer,,103-106,,
0:11.0,J. Terry makes 3-pt shot from 22 ft,3,106-106,,
0:11.0,,,106-106,,Utah full timeout
0:11.0,C. Brewer enters the game for J. Terry,,106-106,,
0:11.0,,,106-106,,T. Burke enters the game for S. Mack
0:11.0,,,106-106,,J. Ingles enters the game for C. Johnson
0:01.0,,,106-106,,G. Hayward misses 3-pt shot from 47 ft
0:00.0,,,106-106,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:48.0,Personal foul by D. Howard (drawn by G. Hayward),,106-106,,
4:35.0,,,106-108,2,R. Hood makes 2-pt shot from 3 ft
4:12.0,Shooting foul by G. Hayward (drawn by J. Harden),,106-108,,
4:12.0,J. Harden misses free throw 1 of 2,,106-108,,
4:12.0,Offensive rebound by Team,,106-108,,
4:12.0,J. Harden makes free throw 2 of 2,1,107-108,,
3:47.0,,,107-110,2,D. Favors makes 2-pt shot at rim
3:20.0,P. Beverley misses 2-pt shot from 22 ft,,107-110,,
3:19.0,,,107-110,,Defensive rebound by Team
2:56.0,,,107-110,,S. Mack misses 2-pt shot from 9 ft
2:56.0,Defensive rebound by Team,,107-110,,
2:47.0,,,107-110,,Personal foul by G. Hayward (drawn by D. Howard)
2:31.0,J. Harden misses 3-pt shot from 24 ft,,107-110,,
2:30.0,Offensive rebound by P. Beverley,,107-110,,
2:28.0,T. Ariza makes 2-pt shot from 1 ft,2,109-110,,
2:11.0,Personal foul by P. Beverley (drawn by T. Burke),,109-110,,
2:02.0,,,109-110,,R. Hood misses 3-pt shot from 23 ft
2:01.0,,,109-110,,Offensive rebound by D. Favors
1:36.0,,,109-112,2,S. Mack makes 2-pt shot from 8 ft
1:13.0,P. Beverley makes 3-pt shot from 23 ft (assist by J. Harden),3,112-112,,
1:03.0,,,112-112,,Utah full timeout
0:52.0,,,112-115,3,R. Hood makes 3-pt shot from 24 ft
0:41.0,J. Terry misses 3-pt shot from 22 ft,,112-115,,
0:39.0,Offensive rebound by Team,,112-115,,
0:39.0,,,112-115,,Loose ball foul by S. Mack (drawn by J. Terry)
0:39.0,Houston full timeout,,112-115,,
0:39.0,,,112-115,,C. Johnson enters the game for T. Burke
0:34.0,J. Harden makes 2-pt shot from 2 ft (assist by T. Ariza),2,114-115,,
0:12.0,,,114-115,,R. Hood misses 2-pt shot from 7 ft
0:12.0,,,114-115,,Offensive rebound by D. Favors
0:12.0,,,114-115,,D. Favors misses 2-pt shot from 1 ft
0:12.0,,,114-115,,Offensive rebound by D. Favors
0:12.0,,,114-117,2,D. Favors makes 2-pt shot from 1 ft
0:12.0,Houston full timeout,,114-117,,
0:12.0,Houston full timeout,,114-117,,
0:02.0,T. Ariza misses 3-pt shot from 24 ft,,114-117,,
0:01.0,Offensive rebound by D. Howard,,114-117,,
0:00.0,J. Terry misses 3-pt shot from 23 ft,,114-117,,
0:00.0,Offensive rebound by Team,,114-117,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
