time,Philadelphia,pts.away,score,pts.home,Atlanta
3:44.0,,,101-116,,Atlanta full timeout
3:44.0,,,101-116,,M. Scott enters the game for L. Patterson
3:44.0,,,101-116,,D. Schroder enters the game for J. Holiday
3:32.0,,,101-119,3,M. Scott makes 3-pt shot from 23 ft (assist by M. Muscala)
3:16.0,Turnover by K. Marshall (bad pass; steal by D. Schroder),,101-119,,
3:11.0,Personal foul by J. Sampson (drawn by M. Scott),,101-119,,
3:11.0,T. McConnell enters the game for K. Marshall,,101-119,,
3:10.0,,,101-119,,Atlanta full timeout
3:05.0,,,101-119,,Shooting foul by R. Covington (drawn by D. Schroder)
3:05.0,,,101-119,,D. Schroder misses free throw 1 of 2
3:05.0,,,101-119,,Offensive rebound by Team
3:05.0,,,101-119,,J. Holiday enters the game for T. Sefolosha
3:05.0,,,101-120,1,D. Schroder makes free throw 2 of 2
2:51.0,,,101-120,,Personal foul by J. Holiday (drawn by R. Covington)
2:42.0,Turnover by I. Canaan (offensive foul),,101-120,,
2:42.0,Offensive charge foul by I. Canaan,,101-120,,
2:42.0,H. Thompson enters the game for R. Covington,,101-120,,
2:42.0,,,101-120,,T. Sefolosha enters the game for D. Schroder
2:29.0,,,101-120,,Turnover by M. Scott (traveling)
2:29.0,C. Wood enters the game for I. Canaan,,101-120,,
2:11.0,R. Holmes makes 2-pt shot from 9 ft (assist by T. McConnell),2,103-120,,
1:53.0,Personal foul by J. Sampson (drawn by T. Sefolosha),,103-120,,
1:53.0,,,103-121,1,T. Sefolosha makes free throw 1 of 2
1:53.0,,,103-121,,T. Sefolosha misses free throw 2 of 2
1:51.0,Defensive rebound by C. Wood,,103-121,,
1:44.0,H. Thompson misses 2-pt shot from 20 ft,,103-121,,
1:43.0,,,103-121,,Defensive rebound by M. Scott
1:25.0,,,103-123,2,S. Mack makes 2-pt shot from 19 ft
1:09.0,Shooting foul by M. Muscala (drawn by J. Sampson),,103-123,,
1:09.0,J. Sampson misses free throw 1 of 2,,103-123,,
1:09.0,Offensive rebound by Team,,103-123,,
1:09.0,J. Sampson misses free throw 2 of 2,,103-123,,
1:08.0,,,103-123,,Defensive rebound by T. Sefolosha
0:50.0,,,103-125,2,M. Scott makes 2-pt shot from 21 ft (assist by S. Mack)
0:39.0,T. McConnell misses 2-pt shot from 17 ft,,103-125,,
0:38.0,,,103-125,,Defensive rebound by M. Muscala
0:18.0,,,103-127,2,S. Mack makes 2-pt shot at rim
0:01.0,H. Thompson makes 3-pt shot from 25 ft (assist by J. Sampson),3,106-127,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
