time,Philadelphia,pts.away,score,pts.home,New York
4:55.0,Defensive rebound by N. Noel,,74-93,,
4:45.0,I. Canaan misses 2-pt shot from 8 ft,,74-93,,
4:44.0,Offensive rebound by R. Holmes,,74-93,,
4:42.0,R. Holmes makes 2-pt shot at rim,2,76-93,,
4:12.0,,,76-93,,K. Porzingis misses 2-pt shot from 16 ft
4:12.0,Defensive rebound by R. Holmes,,76-93,,
4:00.0,T. McConnell makes 2-pt shot at rim (assist by I. Canaan),2,78-93,,
3:41.0,,,78-93,,Shooting foul by R. Holmes (drawn by K. Seraphin)
3:41.0,,,78-94,1,K. Seraphin makes free throw 1 of 2
3:41.0,,,78-94,,L. Thomas enters the game for K. Porzingis
3:41.0,H. Thompson enters the game for R. Holmes,,78-94,,
3:41.0,J. Sampson enters the game for N. Noel,,78-94,,
3:41.0,,,78-95,1,K. Seraphin makes free throw 2 of 2
3:32.0,Shooting foul by K. Seraphin (drawn by J. Sampson),,78-95,,
3:32.0,J. Sampson makes free throw 1 of 2,1,79-95,,
3:32.0,J. Sampson makes free throw 2 of 2,1,80-95,,
3:14.0,,,80-95,,L. Thomas misses 2-pt shot at rim
3:14.0,Defensive rebound by N. Stauskas,,80-95,,
3:04.0,I. Canaan misses 3-pt shot from 26 ft,,80-95,,
3:03.0,,,80-95,,Defensive rebound by K. Seraphin
2:56.0,,,80-97,2,D. Williams makes 2-pt shot at rim (assist by S. Vujacic)
2:56.0,Philadelphia full timeout,,80-97,,
2:56.0,,,80-97,,K. O'Quinn enters the game for K. Seraphin
2:56.0,,,80-97,,C. Early enters the game for D. Williams
2:56.0,,,80-97,,J. Grant enters the game for L. Thomas
2:39.0,H. Thompson misses 2-pt shot from 1 ft (block by C. Early),,80-97,,
2:38.0,Offensive rebound by I. Canaan,,80-97,,
2:38.0,I. Canaan misses 3-pt shot from 23 ft,,80-97,,
2:21.0,,,80-97,,Defensive rebound by S. Vujacic
2:21.0,,,80-97,,J. Grant misses 2-pt shot from 1 ft (block by J. Sampson)
2:18.0,,,80-97,,Offensive rebound by K. O'Quinn
2:14.0,,,80-97,,S. Vujacic misses 2-pt shot from 1 ft
2:11.0,Defensive rebound by Team,,80-97,,
2:11.0,R. Holmes enters the game for I. Canaan,,80-97,,
2:11.0,P. Pressey enters the game for T. McConnell,,80-97,,
2:11.0,C. Wood enters the game for H. Thompson,,80-97,,
2:01.0,J. Sampson misses 3-pt shot from 23 ft,,80-97,,
1:58.0,,,80-97,,Defensive rebound by Team
1:52.0,,,80-97,,K. O'Quinn misses 2-pt shot from 17 ft
1:51.0,Defensive rebound by P. Pressey,,80-97,,
1:38.0,Turnover by N. Stauskas (turnover),,80-97,,
1:34.0,,,80-97,,Shooting foul by P. Pressey (drawn by L. Galloway)
1:34.0,,,80-98,1,L. Galloway makes free throw 1 of 2
1:34.0,,,80-99,1,L. Galloway makes free throw 2 of 2
1:34.0,J. Sampson makes 2-pt shot from 2 ft,2,82-99,,
1:06.0,,,82-99,,S. Vujacic misses 2-pt shot from 18 ft
1:03.0,Defensive rebound by P. Pressey,,82-99,,
0:56.0,N. Stauskas makes 3-pt shot from 23 ft (assist by P. Pressey),3,85-99,,
0:50.0,,,85-99,,J. Grant misses 2-pt shot at rim (block by R. Holmes)
0:49.0,,,85-99,,Offensive rebound by Team
0:44.0,,,85-99,,C. Early misses 3-pt shot from 24 ft
0:44.0,Defensive rebound by P. Pressey,,85-99,,
0:32.0,Shooting foul by K. O'Quinn (drawn by R. Holmes),,85-99,,
0:32.0,R. Holmes makes free throw 1 of 2,1,86-99,,
0:32.0,R. Holmes misses free throw 2 of 2,,86-99,,
0:30.0,,,86-99,,Defensive rebound by K. O'Quinn
0:24.0,,,86-99,,Turnover by J. Grant (lost ball; steal by P. Pressey)
0:20.0,P. Pressey misses 2-pt shot at rim (block by J. Grant),,86-99,,
0:19.0,Offensive rebound by C. Wood,,86-99,,
0:19.0,Shooting foul by K. O'Quinn (drawn by C. Wood),,86-99,,
0:19.0,C. Wood misses free throw 1 of 2,,86-99,,
0:19.0,Offensive rebound by Team,,86-99,,
0:19.0,C. Wood makes free throw 2 of 2,1,87-99,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
