time,LA Lakers,pts.away,score,pts.home,Sacramento
9:06.0,,,90-109,,Turnover by M. Belinelli (traveling)
8:50.0,N. Young misses 3-pt shot from 25 ft,,90-109,,
8:49.0,,,90-109,,Defensive rebound by O. Casspi
8:47.0,,,90-111,2,R. Gay makes 2-pt shot at rim (assist by O. Casspi)
8:32.0,B. Bass makes 2-pt shot at rim (assist by N. Young),2,92-111,,
8:21.0,Personal foul by M. Huertas (drawn by D. Collison),,92-111,,
8:21.0,Official timeout,,92-111,,
8:13.0,,,92-111,,M. Belinelli misses 3-pt shot from 24 ft
8:12.0,Defensive rebound by L. Williams,,92-111,,
8:05.0,N. Young makes 3-pt shot from 23 ft (assist by B. Bass),3,95-111,,
7:54.0,,,95-113,2,O. Casspi makes 2-pt shot from 2 ft (assist by R. Gay)
7:37.0,N. Young misses 3-pt shot from 25 ft,,95-113,,
7:37.0,,,95-113,,Defensive rebound by O. Casspi
7:28.0,,,95-113,,O. Casspi misses 2-pt shot from 7 ft
7:28.0,Defensive rebound by R. Kelly,,95-113,,
7:20.0,L. Williams misses 2-pt shot from 14 ft,,95-113,,
7:20.0,,,95-113,,Defensive rebound by K. Koufos
7:04.0,,,95-113,,Turnover by K. Koufos (bad pass; steal by N. Young)
7:03.0,,,95-113,,Personal foul by O. Casspi (drawn by N. Young)
7:03.0,,,95-113,,W. Cauley-Stein enters the game for R. Gay
6:55.0,,,95-113,,Personal foul by M. Belinelli
6:55.0,Offensive foul by L. Williams,,95-113,,
6:55.0,Turnover by L. Williams (offensive foul),,95-113,,
6:44.0,,,95-113,,Turnover by D. Collison (bad pass; steal by L. Williams)
6:42.0,L. Williams makes 2-pt shot from 1 ft,2,97-113,,
6:25.0,,,97-115,2,D. Collison makes 2-pt shot from 11 ft
6:16.0,Shooting foul by W. Cauley-Stein (drawn by B. Bass),,97-115,,
6:16.0,B. Bass makes free throw 1 of 2,1,98-115,,
6:16.0,B. Bass makes free throw 2 of 2,1,99-115,,
5:56.0,,,99-115,,W. Cauley-Stein misses 2-pt shot from 1 ft
5:55.0,,,99-115,,Offensive rebound by W. Cauley-Stein
5:55.0,,,99-117,2,W. Cauley-Stein makes 2-pt shot from 1 ft
5:45.0,R. Kelly makes 3-pt shot from 25 ft (assist by M. Huertas),3,102-117,,
5:31.0,,,102-119,2,W. Cauley-Stein makes 2-pt shot from 6 ft
5:23.0,,,102-119,,Sacramento full timeout
5:16.0,L. Williams misses 3-pt shot from 25 ft,,102-119,,
5:15.0,,,102-119,,Defensive rebound by K. Koufos
5:04.0,,,102-119,,D. Collison misses 2-pt shot from 3 ft
5:02.0,,,102-119,,Offensive rebound by K. Koufos
4:54.0,Personal foul by M. Huertas (drawn by M. Belinelli),,102-119,,
4:54.0,,,102-119,,B. McLemore enters the game for O. Casspi
4:41.0,,,102-119,,B. McLemore misses 2-pt shot from 7 ft
4:40.0,,,102-119,,Offensive rebound by W. Cauley-Stein
4:40.0,,,102-121,2,W. Cauley-Stein makes 2-pt shot from 2 ft
4:15.0,B. Bass misses 2-pt shot from 16 ft,,102-121,,
4:14.0,,,102-121,,Defensive rebound by M. Belinelli
4:04.0,,,102-121,,Shooting foul by B. Bass (drawn by W. Cauley-Stein)
4:04.0,,,102-122,1,W. Cauley-Stein makes free throw 1 of 2
4:04.0,,,102-122,,J. Anderson enters the game for M. Belinelli
4:04.0,D. Russell enters the game for B. Bass,,102-122,,
4:04.0,A. Brown enters the game for L. Williams,,102-122,,
4:04.0,T. Black enters the game for N. Young,,102-122,,
4:04.0,R. Sacre enters the game for R. Kelly,,102-122,,
4:04.0,,,102-123,1,W. Cauley-Stein makes free throw 2 of 2
3:49.0,,,102-123,,S. Curry enters the game for D. Collison
3:46.0,R. Sacre misses 2-pt shot from 5 ft (block by W. Cauley-Stein),,102-123,,
3:44.0,,,102-123,,Defensive rebound by K. Koufos
3:44.0,,,102-123,,E. Moreland enters the game for K. Koufos
3:44.0,,,102-123,,Violation by Team (delay of game)
3:35.0,,,102-125,2,W. Cauley-Stein makes 2-pt shot from 4 ft
3:23.0,D. Russell makes 2-pt shot from 17 ft,2,104-125,,
3:11.0,,,104-125,,Turnover by J. Anderson (lost ball)
3:08.0,Turnover by R. Sacre (bad pass; steal by W. Cauley-Stein),,104-125,,
3:05.0,,,104-128,3,J. Anderson makes 3-pt shot from 25 ft (assist by W. Cauley-Stein)
2:55.0,,,104-128,,Personal foul by B. McLemore (drawn by A. Brown)
2:55.0,LA Lakers full timeout,,104-128,,
2:55.0,A. Brown makes free throw 1 of 2,1,105-128,,
2:55.0,A. Brown makes free throw 2 of 2,1,106-128,,
2:39.0,,,106-128,,B. McLemore misses 2-pt shot from 18 ft
2:39.0,Defensive rebound by T. Black,,106-128,,
2:17.0,T. Black misses 2-pt shot from 7 ft (block by E. Moreland),,106-128,,
2:16.0,Offensive rebound by R. Sacre,,106-128,,
2:16.0,R. Sacre makes 2-pt shot at rim,2,108-128,,
2:01.0,,,108-128,,Turnover by W. Cauley-Stein (bad pass)
1:57.0,Turnover by M. Huertas (bad pass),,108-128,,
1:41.0,,,108-128,,Turnover by J. Anderson (lost ball; steal by M. Huertas)
1:38.0,D. Russell makes 2-pt shot from 2 ft (assist by M. Huertas),2,110-128,,
1:27.0,,,110-130,2,S. Curry makes 2-pt shot from 10 ft
1:15.0,R. Sacre misses 2-pt shot from 19 ft,,110-130,,
1:14.0,,,110-130,,Defensive rebound by S. Curry
1:12.0,,,110-132,2,E. Moreland makes 2-pt shot at rim (assist by S. Curry)
0:59.0,,,110-132,,Personal foul by W. Cauley-Stein (drawn by D. Russell)
0:59.0,D. Russell makes free throw 1 of 2,1,111-132,,
0:59.0,D. Russell misses free throw 2 of 2,,111-132,,
0:57.0,,,111-132,,Defensive rebound by E. Moreland
0:44.0,,,111-132,,J. Anderson misses 3-pt shot from 25 ft
0:43.0,Defensive rebound by M. Huertas,,111-132,,
0:37.0,A. Brown makes 3-pt shot from 24 ft (assist by D. Russell),3,114-132,,
0:14.0,,,114-132,,S. Curry misses 2-pt shot from 5 ft
0:12.0,Defensive rebound by R. Sacre,,114-132,,
0:07.0,D. Russell misses 3-pt shot from 24 ft,,114-132,,
0:05.0,Offensive rebound by M. Huertas,,114-132,,
0:01.0,A. Brown misses 3-pt shot from 24 ft,,114-132,,
0:00.0,Offensive rebound by Team,,114-132,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
