time,Oklahoma City,pts.away,score,pts.home,LA Clippers
5:16.0,R. Westbrook makes free throw 1 of 2,1,94-81,,
5:16.0,S. Ibaka enters the game for K. Durant,,94-81,,
5:16.0,R. Westbrook makes free throw 2 of 2,1,95-81,,
5:04.0,,,95-81,,J. Redick misses 3-pt shot from 26 ft
5:03.0,,,95-81,,Offensive rebound by D. Jordan
4:59.0,,,95-84,3,W. Johnson makes 3-pt shot from 23 ft (assist by J. Redick)
4:38.0,D. Waiters misses 2-pt shot from 20 ft,,95-84,,
4:36.0,,,95-84,,Defensive rebound by D. Jordan
4:27.0,,,95-87,3,W. Johnson makes 3-pt shot from 27 ft (assist by C. Paul)
4:05.0,S. Ibaka misses 2-pt shot from 20 ft,,95-87,,
4:04.0,,,95-87,,Defensive rebound by J. Crawford
3:58.0,,,95-87,,W. Johnson misses 3-pt shot from 25 ft
3:54.0,Defensive rebound by R. Westbrook,,95-87,,
3:54.0,Oklahoma City full timeout,,95-87,,
3:54.0,A. Roberson enters the game for D. Waiters,,95-87,,
3:54.0,K. Durant enters the game for R. Foye,,95-87,,
3:30.0,A. Roberson misses 3-pt shot from 27 ft,,95-87,,
3:29.0,Offensive rebound by A. Roberson,,95-87,,
3:23.0,Turnover by K. Durant (lost ball; steal by J. Crawford),,95-87,,
3:18.0,,,95-89,2,J. Crawford makes 2-pt shot at rim
3:02.0,Turnover by K. Durant (step out of bounds),,95-89,,
2:47.0,,,95-91,2,D. Jordan makes 2-pt shot from 1 ft (assist by J. Crawford)
2:35.0,R. Westbrook misses 2-pt shot from 1 ft (block by D. Jordan),,95-91,,
2:35.0,Offensive rebound by S. Adams,,95-91,,
2:35.0,,,95-91,,Personal foul by J. Redick (drawn by S. Adams)
2:27.0,K. Durant misses 2-pt shot from 19 ft,,95-91,,
2:25.0,Offensive rebound by S. Adams,,95-91,,
2:22.0,K. Durant misses 3-pt shot from 26 ft,,95-91,,
2:22.0,,,95-91,,Defensive rebound by Team
2:22.0,Loose ball foul by S. Ibaka (drawn by J. Crawford),,95-91,,
2:13.0,,,95-93,2,C. Paul makes 2-pt shot from 1 ft
2:00.0,K. Durant makes 2-pt shot from 16 ft (assist by R. Westbrook),2,97-93,,
1:49.0,,,97-95,2,D. Jordan makes 2-pt shot from 2 ft (assist by C. Paul)
1:49.0,,,97-95,,Shooting foul by S. Adams (drawn by D. Jordan)
1:49.0,R. Foye enters the game for S. Adams,,97-95,,
1:49.0,,,97-96,1,D. Jordan makes free throw 1 of 1
1:31.0,Turnover by R. Westbrook (step out of bounds),,97-96,,
1:12.0,,,97-96,,C. Paul misses 2-pt shot from 17 ft
1:12.0,,,97-96,,Offensive rebound by D. Jordan
1:12.0,,,97-98,2,D. Jordan makes 2-pt shot at rim
1:12.0,,,97-98,,Shooting foul by A. Roberson (drawn by D. Jordan)
1:12.0,Oklahoma City full timeout,,97-98,,
1:12.0,D. Waiters enters the game for A. Roberson,,97-98,,
1:12.0,,,97-99,1,D. Jordan makes free throw 1 of 1
0:59.0,K. Durant misses 2-pt shot from 9 ft,,97-99,,
0:56.0,,,97-99,,Defensive rebound by D. Jordan
0:39.0,,,97-101,2,J. Crawford makes 2-pt shot from 6 ft
0:39.0,Oklahoma City full timeout,,97-101,,
0:33.0,Shooting foul by W. Johnson (drawn by K. Durant),,97-101,,
0:33.0,K. Durant misses free throw 1 of 2,,97-101,,
0:33.0,Offensive rebound by Team,,97-101,,
0:33.0,K. Durant makes free throw 2 of 2,1,98-101,,
0:14.0,,,98-101,,J. Crawford misses 2-pt shot from 18 ft
0:13.0,Defensive rebound by R. Westbrook,,98-101,,
0:07.0,R. Westbrook misses 3-pt shot from 25 ft,,98-101,,
0:07.0,,,98-101,,Defensive rebound by Team
0:07.0,,,98-101,,LA Clippers full timeout
0:07.0,,,98-101,,P. Pierce enters the game for D. Jordan
0:06.0,Personal take foul by D. Waiters (drawn by J. Redick),,98-101,,
0:06.0,,,98-102,1,J. Redick makes free throw 1 of 2
0:06.0,,,98-102,,D. Jordan enters the game for P. Pierce
0:06.0,,,98-103,1,J. Redick makes free throw 2 of 2
0:02.0,D. Waiters misses 3-pt shot from 27 ft,,98-103,,
0:00.0,,,98-103,,Defensive rebound by C. Paul
0:00.0,End of 4th quarter,,,,End of 4th quarter
