time,Miami,pts.away,score,pts.home,Charlotte
0:20.0,D. Wade makes 2-pt shot from 18 ft,2,95-90,,
0:20.0,,,95-90,,Charlotte full timeout
0:20.0,,,95-90,,C. Zeller enters the game for A. Jefferson
0:15.0,,,95-90,,K. Walker misses 2-pt shot from 1 ft (block by D. Wade)
0:13.0,Defensive rebound by U. Haslem,,95-90,,
0:05.0,,,95-90,,Personal foul by C. Zeller
0:05.0,J. Johnson makes free throw 1 of 2,1,96-90,,
0:05.0,J. Johnson makes free throw 2 of 2,1,97-90,,
0:00.0,,,97-90,,K. Walker misses 3-pt shot from 27 ft
0:00.0,,,97-90,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
