time,Toronto,pts.away,score,pts.home,Philadelphia
5:03.0,,,109-91,2,J. Okafor makes 2-pt shot from 1 ft
4:42.0,C. Joseph makes 2-pt shot from 19 ft,2,111-91,,
4:25.0,,,111-93,2,J. Sampson makes 2-pt shot from 2 ft (assist by J. Okafor)
4:00.0,B. Biyombo makes 2-pt shot from 1 ft,2,113-93,,
3:39.0,,,113-95,2,J. Okafor makes 2-pt shot from 6 ft
3:20.0,B. Biyombo makes 2-pt shot from 1 ft (assist by C. Joseph),2,115-95,,
3:13.0,,,115-97,2,J. Okafor makes 2-pt shot at rim (assist by T. McConnell)
2:45.0,C. Joseph misses 2-pt shot from 13 ft,,115-97,,
2:44.0,,,115-97,,Defensive rebound by N. Stauskas
2:36.0,,,115-97,,Shooting foul by B. Biyombo (drawn by J. Sampson)
2:36.0,Official timeout,,115-97,,
2:36.0,,,115-98,1,J. Sampson makes free throw 1 of 2
2:36.0,D. Wright enters the game for C. Joseph,,115-98,,
2:36.0,,,115-98,,J. Sampson misses free throw 2 of 2
2:35.0,Defensive rebound by B. Biyombo,,115-98,,
2:16.0,D. Wright misses 2-pt shot from 21 ft,,115-98,,
2:14.0,,,115-98,,Defensive rebound by H. Thompson
2:07.0,,,115-101,3,H. Thompson makes 3-pt shot from 28 ft (assist by T. McConnell)
1:49.0,A. Bennett misses 3-pt shot from 25 ft,,115-101,,
1:47.0,,,115-101,,Defensive rebound by T. McConnell
1:43.0,,,115-101,,Turnover by T. McConnell (lost ball; steal by P. Patterson)
1:41.0,Shooting foul by J. Okafor (drawn by B. Biyombo),,115-101,,
1:41.0,B. Biyombo makes free throw 1 of 2,1,116-101,,
1:41.0,,,116-101,,C. Wood enters the game for J. Okafor
1:41.0,,,116-101,,P. Pressey enters the game for T. McConnell
1:41.0,,,116-101,,I. Canaan enters the game for N. Stauskas
1:41.0,B. Biyombo makes free throw 2 of 2,1,117-101,,
1:31.0,,,117-101,,J. Sampson misses 2-pt shot from 1 ft
1:29.0,,,117-101,,Offensive rebound by J. Sampson
1:29.0,,,117-101,,J. Sampson misses 2-pt shot from 1 ft
1:28.0,,,117-101,,Offensive rebound by J. Sampson
1:28.0,,,117-101,,J. Sampson misses 2-pt shot from 1 ft
1:27.0,Defensive rebound by D. Wright,,117-101,,
1:11.0,Shooting foul by H. Thompson (drawn by A. Bennett),,117-101,,
1:11.0,L. Nogueira enters the game for B. Biyombo,,117-101,,
1:11.0,B. Caboclo enters the game for P. Patterson,,117-101,,
1:11.0,A. Bennett makes free throw 1 of 2,1,118-101,,
1:11.0,A. Bennett makes free throw 2 of 2,1,119-101,,
1:03.0,,,119-101,,P. Pressey misses 3-pt shot from 26 ft
1:00.0,Defensive rebound by A. Bennett,,119-101,,
0:54.0,N. Powell misses 2-pt shot at rim,,119-101,,
0:50.0,,,119-101,,Defensive rebound by C. Wood
0:43.0,,,119-101,,C. Wood misses 2-pt shot from 6 ft (block by L. Nogueira)
0:41.0,Defensive rebound by A. Bennett,,119-101,,
0:27.0,D. Wright misses 2-pt shot from 5 ft (block by J. Sampson),,119-101,,
0:22.0,Offensive rebound by D. Wright,,119-101,,
0:20.0,B. Caboclo misses 2-pt shot from 17 ft,,119-101,,
0:18.0,,,119-101,,Defensive rebound by J. Sampson
0:14.0,,,119-103,2,P. Pressey makes 2-pt shot from 2 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
