time,Oklahoma City,pts.away,score,pts.home,Dallas
5:52.0,Defensive rebound by K. Durant,,113-92,,
5:52.0,,,113-92,,Shooting block foul by D. Harris (drawn by R. Westbrook)
5:52.0,R. Westbrook misses free throw 1 of 2,,113-92,,
5:52.0,Offensive rebound by Team,,113-92,,
5:52.0,R. Westbrook makes free throw 2 of 2,1,114-92,,
5:37.0,,,114-92,,J. Anderson misses 3-pt shot from 24 ft
5:37.0,Defensive rebound by Team,,114-92,,
5:22.0,K. Durant misses 2-pt shot from 15 ft,,114-92,,
5:21.0,Offensive rebound by S. Adams,,114-92,,
5:21.0,S. Adams makes 2-pt shot from 1 ft,2,116-92,,
5:21.0,,,116-92,,Dallas full timeout
5:21.0,,,116-92,,C. Villanueva enters the game for R. Felton
5:21.0,,,116-92,,D. Powell enters the game for S. Mejri
5:06.0,,,116-94,2,C. Villanueva makes 2-pt shot from 2 ft (assist by W. Matthews)
4:56.0,R. Westbrook makes 2-pt shot from 1 ft,2,118-94,,
4:56.0,Shooting foul by J. Anderson (drawn by R. Westbrook),,118-94,,
4:56.0,R. Westbrook makes free throw 1 of 1,1,119-94,,
4:42.0,,,119-96,2,W. Matthews makes 2-pt shot from 14 ft
4:29.0,K. Durant makes 3-pt shot from 24 ft (assist by R. Westbrook),3,122-96,,
4:16.0,,,122-96,,C. Villanueva misses 3-pt shot from 26 ft
4:15.0,Defensive rebound by S. Ibaka,,122-96,,
3:55.0,R. Westbrook makes 2-pt shot from 19 ft,2,124-96,,
3:48.0,,,124-96,,Dallas full timeout
3:48.0,,,124-96,,J. McGee enters the game for W. Matthews
3:48.0,,,124-96,,D. Lee enters the game for D. Harris
3:48.0,C. Payne enters the game for K. Durant,,124-96,,
3:48.0,N. Collison enters the game for S. Adams,,124-96,,
3:48.0,R. Foye enters the game for R. Westbrook,,124-96,,
3:36.0,,,124-96,,Shooting foul by C. Payne (drawn by J. Anderson)
3:36.0,,,124-97,1,J. Anderson makes free throw 1 of 2
3:36.0,,,124-98,1,J. Anderson makes free throw 2 of 2
3:24.0,S. Ibaka makes 2-pt shot from 20 ft (assist by C. Payne),2,126-98,,
3:13.0,,,126-98,,J. Anderson misses 3-pt shot from 25 ft
3:12.0,Defensive rebound by R. Foye,,126-98,,
3:09.0,Turnover by R. Foye (lost ball; steal by D. Powell),,126-98,,
3:04.0,,,126-98,,Turnover by C. Villanueva (lost ball; steal by N. Collison)
2:44.0,D. Waiters misses 3-pt shot from 25 ft,,126-98,,
2:43.0,,,126-98,,Defensive rebound by J. McGee
2:27.0,J. Huestis enters the game for S. Ibaka,,126-98,,
2:23.0,,,126-98,,Turnover by J. McGee (bad pass)
2:02.0,,,126-98,,Shooting block foul by J. Anderson (drawn by C. Payne)
2:02.0,C. Payne misses free throw 1 of 2,,126-98,,
2:02.0,Offensive rebound by Team,,126-98,,
2:02.0,C. Payne misses free throw 2 of 2,,126-98,,
2:01.0,,,126-98,,Defensive rebound by D. Lee
1:49.0,,,126-98,,D. Powell misses 3-pt shot from 25 ft
1:48.0,,,126-98,,Offensive rebound by J. McGee
1:48.0,,,126-98,,Shooting foul by R. Foye (drawn by J. McGee)
1:48.0,,,126-99,1,J. McGee makes free throw 1 of 2
1:48.0,,,126-99,,J. McGee misses free throw 2 of 2
1:48.0,Defensive rebound by J. Huestis,,126-99,,
1:29.0,D. Waiters makes 2-pt shot from 21 ft,2,128-99,,
1:18.0,,,128-99,,Shooting foul by C. Payne (drawn by J. Anderson)
1:18.0,,,128-100,1,J. Anderson makes free throw 1 of 2
1:18.0,,,128-100,,J. Anderson misses free throw 2 of 2
1:17.0,Defensive rebound by J. Huestis,,128-100,,
1:05.0,C. Payne misses 2-pt shot from 18 ft (block by J. Anderson),,128-100,,
1:05.0,Offensive rebound by Team,,128-100,,
0:53.0,D. Waiters misses 3-pt shot from 27 ft,,128-100,,
0:52.0,,,128-100,,Defensive rebound by J. Anderson
0:40.0,,,128-100,,J. McGee misses 2-pt shot from 18 ft
0:39.0,Defensive rebound by D. Waiters,,128-100,,
0:18.0,J. Huestis makes 3-pt shot from 24 ft (assist by N. Collison),3,131-100,,
0:11.0,,,131-100,,Shooting foul by D. Waiters (drawn by J. Anderson)
0:11.0,,,131-101,1,J. Anderson makes free throw 1 of 2
0:11.0,,,131-102,1,J. Anderson makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
