time,Atlanta,pts.away,score,pts.home,Toronto
3:01.0,Turnover by K. Bazemore (lost ball),,86-101,,
3:01.0,K. Hinrich enters the game for K. Bazemore,,86-101,,
2:49.0,,,86-101,,K. Lowry misses 2-pt shot from 4 ft (block by M. Muscala)
2:47.0,Defensive rebound by T. Hardaway,,86-101,,
2:43.0,K. Hinrich makes 3-pt shot from 23 ft (assist by T. Hardaway),3,89-101,,
2:27.0,,,89-101,,N. Powell misses 2-pt shot from 2 ft (block by M. Muscala)
2:26.0,Defensive rebound by T. Hardaway,,89-101,,
2:16.0,D. Schroder misses 2-pt shot from 5 ft,,89-101,,
2:15.0,,,89-101,,Defensive rebound by K. Lowry
1:57.0,,,89-101,,D. DeRozan misses 2-pt shot from 15 ft
1:56.0,,,89-101,,Offensive rebound by D. DeRozan
1:34.0,,,89-103,2,K. Lowry makes 2-pt shot from 5 ft
1:27.0,D. Schroder misses 2-pt shot from 6 ft,,89-103,,
1:26.0,Offensive rebound by M. Scott,,89-103,,
1:20.0,,,89-103,,Personal foul by J. Valanciunas
1:20.0,K. Humphries enters the game for D. Schroder,,89-103,,
1:20.0,,,89-103,,B. Biyombo enters the game for J. Valanciunas
1:06.0,T. Hardaway makes 3-pt shot from 25 ft (assist by K. Humphries),3,92-103,,
0:44.0,,,92-103,,D. DeRozan misses 2-pt shot from 3 ft
0:44.0,Defensive rebound by M. Scott,,92-103,,
0:39.0,M. Muscala makes 2-pt shot at rim (assist by M. Scott),2,94-103,,
0:29.0,Personal foul by T. Hardaway,,94-103,,
0:16.0,,,94-105,2,D. DeRozan makes 2-pt shot from 16 ft
0:09.0,M. Scott makes 3-pt shot from 27 ft (assist by K. Hinrich),3,97-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
