time,Houston,pts.away,score,pts.home,San Antonio
8:00.0,,,83-107,,Defensive rebound by B. Marjanovic
7:40.0,,,83-110,3,R. McCallum makes 3-pt shot from 23 ft (assist by R. Butler)
7:14.0,T. Jones makes 2-pt shot at rim,2,85-110,,
6:54.0,,,85-110,,Shooting foul by J. Smith (drawn by B. Marjanovic)
6:54.0,,,85-111,1,B. Marjanovic makes free throw 1 of 2
6:54.0,,,85-112,1,B. Marjanovic makes free throw 2 of 2
6:43.0,,,85-112,,Personal foul by J. Simmons (drawn by J. Terry)
6:31.0,Shooting foul by B. Marjanovic (drawn by J. Smith),,85-112,,
6:31.0,J. Smith makes free throw 1 of 2,1,86-112,,
6:31.0,J. Smith makes free throw 2 of 2,1,87-112,,
6:15.0,,,87-112,,B. Diaw misses 3-pt shot from 25 ft
6:13.0,,,87-112,,Offensive rebound by B. Marjanovic
6:10.0,,,87-112,,B. Marjanovic misses 2-pt shot from 2 ft (block by J. Smith)
6:10.0,Jump ball: B. Marjanovic vs. J. Smith (J. Terry gains possession),,,,Jump ball: B. Marjanovic vs. J. Smith (J. Terry gains possession)
6:10.0,Offensive rebound by J. Smith,,87-112,,
5:55.0,M. Thornton misses 2-pt shot from 3 ft (block by R. Butler),,87-112,,
5:53.0,,,87-112,,Defensive rebound by B. Marjanovic
5:35.0,,,87-114,2,R. McCallum makes 2-pt shot from 11 ft
5:18.0,T. Jones makes 2-pt shot from 2 ft,2,89-114,,
5:00.0,,,89-114,,R. McCallum misses 2-pt shot at rim
4:59.0,Defensive rebound by J. Terry,,89-114,,
4:51.0,J. Terry misses 3-pt shot from 25 ft,,89-114,,
4:50.0,Offensive rebound by T. Lawson,,89-114,,
4:47.0,M. Thornton misses 3-pt shot from 24 ft,,89-114,,
4:46.0,,,89-114,,Defensive rebound by B. Marjanovic
4:30.0,,,89-117,3,R. McCallum makes 3-pt shot from 24 ft (assist by R. Butler)
4:13.0,Shooting foul by B. Diaw (drawn by T. Jones),,89-117,,
4:13.0,Official timeout,,89-117,,
4:13.0,T. Jones makes free throw 1 of 2,1,90-117,,
4:13.0,T. Jones misses free throw 2 of 2,,90-117,,
4:12.0,,,90-117,,Defensive rebound by B. Marjanovic
3:49.0,,,90-119,2,R. Butler makes 2-pt shot from 19 ft (assist by R. McCallum)
3:41.0,J. Terry makes 3-pt shot from 24 ft,3,93-119,,
3:30.0,,,93-119,,R. Butler misses 3-pt shot from 24 ft
3:28.0,,,93-119,,Offensive rebound by R. McCallum
3:26.0,,,93-121,2,B. Marjanovic makes 2-pt shot at rim (assist by R. McCallum)
3:10.0,J. Terry misses 3-pt shot from 24 ft,,93-121,,
3:09.0,Offensive rebound by T. Jones,,93-121,,
3:06.0,Shooting foul by J. Simmons (drawn by T. Jones),,93-121,,
3:06.0,T. Jones makes free throw 1 of 2,1,94-121,,
3:06.0,T. Jones makes free throw 2 of 2,1,95-121,,
2:57.0,,,95-121,,J. Simmons misses 2-pt shot from 6 ft
2:55.0,,,95-121,,Offensive rebound by B. Marjanovic
2:54.0,,,95-123,2,B. Marjanovic makes 2-pt shot from 2 ft
2:40.0,T. Jones makes 2-pt shot at rim,2,97-123,,
2:21.0,,,97-123,,B. Marjanovic misses 2-pt shot from 8 ft
2:20.0,Defensive rebound by M. Thornton,,97-123,,
2:13.0,T. Jones misses 3-pt shot from 24 ft,,97-123,,
2:11.0,,,97-123,,Defensive rebound by R. Butler
2:00.0,,,97-123,,J. Simmons misses 2-pt shot from 19 ft
1:59.0,Defensive rebound by M. Thornton,,97-123,,
1:50.0,J. Smith misses 3-pt shot from 25 ft,,97-123,,
1:48.0,,,97-123,,Defensive rebound by R. McCallum
1:38.0,,,97-123,,J. Simmons misses 3-pt shot from 22 ft
1:37.0,,,97-123,,Offensive rebound by J. Simmons
1:35.0,,,97-125,2,J. Simmons makes 2-pt shot at rim
1:24.0,,,97-125,,Shooting block foul by B. Diaw (drawn by T. Jones)
1:24.0,Houston full timeout,,97-125,,
1:24.0,T. Jones makes free throw 1 of 2,1,98-125,,
1:24.0,T. Jones makes free throw 2 of 2,1,99-125,,
1:13.0,,,99-127,2,B. Marjanovic makes 2-pt shot from 5 ft (assist by B. Diaw)
0:56.0,Offensive foul by J. Smith,,99-127,,
0:56.0,Turnover by J. Smith (offensive foul),,99-127,,
0:56.0,Technical foul by J. Smith,,99-127,,
0:56.0,,,99-128,1,J. Simmons makes technical free throw
0:44.0,,,99-130,2,B. Marjanovic makes 2-pt shot at rim (assist by B. Diaw)
0:29.0,T. Jones misses 2-pt shot from 14 ft,,99-130,,
0:28.0,,,99-130,,Defensive rebound by B. Diaw
0:06.0,,,99-130,,R. McCallum misses 3-pt shot from 23 ft
0:05.0,Defensive rebound by T. Jones,,99-130,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
