time,Memphis,pts.away,score,pts.home,Golden State
6:26.0,Personal foul by V. Carter (drawn by J. McAdoo),,61-101,,
6:26.0,Memphis full timeout,,61-101,,
6:26.0,,,61-101,,M. Speights enters the game for L. Barbosa
6:26.0,R. Smith enters the game for B. Udrih,,61-101,,
6:26.0,M. Barnes enters the game for J. Adams,,61-101,,
6:26.0,,,61-101,,J. McAdoo misses free throw 1 of 2
6:26.0,,,61-101,,Offensive rebound by Team
6:26.0,,,61-101,,J. McAdoo misses free throw 2 of 2
6:25.0,Defensive rebound by J. Green,,61-101,,
6:06.0,J. Green misses 2-pt shot from 19 ft,,61-101,,
6:05.0,,,61-101,,Defensive rebound by J. McAdoo
5:49.0,,,61-103,2,I. Clark makes 2-pt shot from 18 ft (assist by J. Thompson)
5:30.0,M. Barnes misses 3-pt shot from 25 ft,,61-103,,
5:30.0,,,61-103,,Defensive rebound by B. Rush
5:22.0,,,61-103,,B. Rush misses 3-pt shot from 26 ft
5:21.0,,,61-103,,Offensive rebound by J. McAdoo
5:19.0,,,61-103,,J. McAdoo misses 2-pt shot from 1 ft (block by B. Wright)
5:18.0,Defensive rebound by B. Wright,,61-103,,
5:13.0,Turnover by R. Smith (bad pass),,61-103,,
4:56.0,,,61-105,2,J. McAdoo makes 2-pt shot from 1 ft (assist by I. Clark)
4:33.0,R. Smith makes 3-pt shot from 23 ft (assist by M. Barnes),3,64-105,,
4:18.0,Personal foul by R. Smith (drawn by I. Clark),,64-105,,
4:18.0,,,64-106,1,I. Clark makes free throw 1 of 2
4:18.0,,,64-107,1,I. Clark makes free throw 2 of 2
4:04.0,Shooting foul by J. Thompson (drawn by R. Smith),,64-107,,
4:04.0,R. Smith misses free throw 1 of 2,,64-107,,
4:04.0,Offensive rebound by Team,,64-107,,
4:04.0,R. Smith misses free throw 2 of 2,,64-107,,
4:03.0,,,64-107,,Defensive rebound by M. Speights
3:44.0,,,64-107,,B. Rush misses 3-pt shot from 25 ft
3:43.0,,,64-107,,Offensive rebound by J. Thompson
3:42.0,Personal foul by B. Wright (drawn by J. McAdoo),,64-107,,
3:42.0,,,64-108,1,J. McAdoo makes free throw 1 of 2
3:42.0,,,64-108,,J. McAdoo misses free throw 2 of 2
3:41.0,Defensive rebound by B. Wright,,64-108,,
3:19.0,V. Carter makes 3-pt shot from 24 ft,3,67-108,,
3:06.0,,,67-110,2,I. Clark makes 2-pt shot from 2 ft (assist by M. Speights)
2:57.0,R. Smith misses 2-pt shot from 2 ft (block by J. Thompson),,67-110,,
2:56.0,,,67-110,,Defensive rebound by J. Thompson
2:50.0,,,67-110,,Shooting foul by M. Barnes (drawn by B. Rush)
2:50.0,,,67-110,,Golden State full timeout
2:50.0,,,67-111,1,B. Rush makes free throw 1 of 2
2:50.0,,,67-112,1,B. Rush makes free throw 2 of 2
2:36.0,Turnover by V. Carter (bad pass; steal by J. Thompson),,67-112,,
2:20.0,,,67-112,,J. Thompson misses 2-pt shot from 7 ft
2:19.0,Defensive rebound by V. Carter,,67-112,,
2:11.0,J. Green misses 2-pt shot from 14 ft,,67-112,,
2:11.0,,,67-112,,Defensive rebound by I. Clark
2:11.0,Personal foul by J. Green (drawn by I. Clark),,67-112,,
2:11.0,,,67-113,1,I. Clark makes free throw 1 of 2
2:11.0,,,67-114,1,I. Clark makes free throw 2 of 2
1:57.0,M. Barnes misses 3-pt shot from 23 ft,,67-114,,
1:57.0,,,67-114,,Defensive rebound by I. Clark
1:43.0,,,67-114,,B. Rush misses 3-pt shot from 23 ft
1:42.0,Defensive rebound by M. Barnes,,67-114,,
1:32.0,R. Smith misses 2-pt shot from 9 ft,,67-114,,
1:31.0,,,67-114,,Defensive rebound by J. Thompson
1:26.0,,,67-117,3,I. Clark makes 3-pt shot from 27 ft (assist by J. Thompson)
1:07.0,M. Barnes misses 3-pt shot from 25 ft,,67-117,,
1:06.0,Offensive rebound by R. Smith,,67-117,,
1:01.0,V. Carter misses 3-pt shot from 25 ft,,67-117,,
1:00.0,,,67-117,,Defensive rebound by M. Speights
0:52.0,,,67-119,2,M. Speights makes 2-pt shot from 2 ft (assist by B. Rush)
0:35.0,R. Smith makes 2-pt shot at rim,2,69-119,,
0:17.0,,,69-119,,B. Rush misses 2-pt shot from 2 ft
0:17.0,Defensive rebound by B. Wright,,69-119,,
0:07.0,R. Smith misses 3-pt shot from 23 ft,,69-119,,
0:06.0,,,69-119,,Defensive rebound by J. McAdoo
0:00.0,End of 4th quarter,,,,End of 4th quarter
