time,Golden State,pts.away,score,pts.home,Cleveland
2:19.0,,,89-110,,M. Williams enters the game for T. Thompson
2:19.0,,,89-110,,J. Jones enters the game for J. Smith
2:19.0,,,89-110,,D. Jones enters the game for R. Jefferson
2:19.0,,,89-110,,M. Dellavedova enters the game for I. Shumpert
2:19.0,M. Speights enters the game for F. Ezeli,,89-110,,
2:19.0,S. Livingston misses free throw 2 of 2,,89-110,,
2:18.0,,,89-110,,Defensive rebound by T. Mozgov
1:59.0,,,89-110,,J. Jones misses 3-pt shot from 23 ft
1:58.0,Defensive rebound by J. McAdoo,,89-110,,
1:54.0,Turnover by L. Barbosa (lost ball; steal by T. Mozgov),,89-110,,
1:49.0,,,89-112,2,M. Williams makes 2-pt shot from 18 ft (assist by M. Dellavedova)
1:38.0,J. McAdoo makes 2-pt shot at rim (assist by S. Livingston),2,91-112,,
1:35.0,Personal foul by S. Livingston,,91-112,,
1:35.0,,,91-112,,M. Dellavedova misses free throw 1 of 2
1:35.0,,,91-112,,Offensive rebound by Team
1:35.0,B. Rush enters the game for S. Livingston,,91-112,,
1:35.0,,,91-113,1,M. Dellavedova makes free throw 2 of 2
1:25.0,I. Clark makes 3-pt shot from 28 ft,3,94-113,,
1:10.0,,,94-113,,M. Dellavedova misses 2-pt shot from 8 ft
1:08.0,Defensive rebound by B. Rush,,94-113,,
1:01.0,M. Speights makes 3-pt shot from 24 ft (assist by L. Barbosa),3,97-113,,
0:42.0,,,97-113,,T. Mozgov misses 2-pt shot from 13 ft
0:40.0,Defensive rebound by M. Speights,,97-113,,
0:33.0,M. Speights makes 3-pt shot from 25 ft (assist by I. Clark),3,100-113,,
0:14.0,,,100-115,2,M. Dellavedova makes 2-pt shot from 14 ft
0:04.0,Shooting foul by J. Jones (drawn by B. Rush),,100-115,,
0:04.0,B. Rush misses free throw 1 of 2,,100-115,,
0:04.0,Offensive rebound by Team,,100-115,,
0:04.0,B. Rush makes free throw 2 of 2,1,101-115,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
