time,Phoenix,pts.away,score,pts.home,Minnesota
4:06.0,R. Price makes 2-pt shot at rim,2,109-108,,
3:44.0,,,109-108,,Turnover by R. Rubio (dbl dribble)
3:28.0,M. Teletovic misses 2-pt shot from 9 ft,,109-108,,
3:27.0,,,109-108,,Defensive rebound by A. Wiggins
3:14.0,,,109-110,2,A. Wiggins makes 2-pt shot from 19 ft
2:55.0,D. Booker makes 3-pt shot from 25 ft,3,112-110,,
2:40.0,,,112-113,3,R. Rubio makes 3-pt shot from 25 ft (assist by A. Wiggins)
2:20.0,D. Booker misses 2-pt shot from 11 ft,,112-113,,
2:19.0,Offensive rebound by A. Len,,112-113,,
2:19.0,A. Len misses 2-pt shot from 1 ft,,112-113,,
2:18.0,,,112-113,,Defensive rebound by K. Towns
2:04.0,,,112-113,,Shooting foul by A. Len (drawn by A. Wiggins)
2:04.0,Phoenix full timeout,,112-113,,
2:04.0,P. Tucker enters the game for C. Budinger,,112-113,,
2:04.0,B. Knight enters the game for R. Price,,112-113,,
2:04.0,,,112-114,1,A. Wiggins makes free throw 1 of 2
2:04.0,,,112-115,1,A. Wiggins makes free throw 2 of 2
1:46.0,Turnover by D. Booker (lost ball; steal by R. Rubio),,112-115,,
1:43.0,,,112-117,2,Z. LaVine makes 2-pt shot at rim (assist by R. Rubio)
1:38.0,Phoenix full timeout,,112-117,,
1:34.0,D. Booker makes 2-pt shot from 22 ft (assist by B. Knight),2,114-117,,
1:15.0,,,114-117,,R. Rubio misses 3-pt shot from 25 ft
1:14.0,,,114-117,,Offensive rebound by A. Wiggins
1:13.0,Personal foul by M. Teletovic,,114-117,,
1:13.0,,,114-117,,A. Wiggins misses free throw 1 of 2
1:13.0,,,114-117,,Offensive rebound by Team
1:13.0,,,114-118,1,A. Wiggins makes free throw 2 of 2
0:53.0,Shooting foul by Z. LaVine (drawn by M. Teletovic),,114-118,,
0:53.0,M. Teletovic misses free throw 1 of 2,,114-118,,
0:53.0,Offensive rebound by Team,,114-118,,
0:53.0,M. Teletovic makes free throw 2 of 2,1,115-118,,
0:30.0,,,115-118,,A. Wiggins misses 2-pt shot from 3 ft
0:30.0,Defensive rebound by A. Len,,115-118,,
0:14.0,M. Teletovic misses 3-pt shot from 25 ft,,115-118,,
0:10.0,Offensive rebound by Team,,115-118,,
0:10.0,,,115-118,,Loose ball foul by Z. LaVine
0:10.0,D. Booker misses free throw 1 of 2,,115-118,,
0:10.0,Offensive rebound by Team,,115-118,,
0:10.0,,,115-118,,G. Dieng enters the game for R. Rubio
0:10.0,D. Booker makes free throw 2 of 2,1,116-118,,
0:10.0,,,116-118,,Minnesota full timeout
0:10.0,,,116-118,,R. Rubio enters the game for G. Dieng
0:09.0,Personal take foul by A. Len,,116-118,,
0:09.0,,,116-119,1,T. Prince makes free throw 1 of 2
0:09.0,,,116-119,,T. Prince misses free throw 2 of 2
0:08.0,Defensive rebound by P. Tucker,,116-119,,
0:08.0,Phoenix full timeout,,116-119,,
0:06.0,M. Teletovic misses 3-pt shot from 24 ft,,116-119,,
0:05.0,,,116-119,,Defensive rebound by R. Rubio
0:05.0,Personal take foul by B. Knight,,116-119,,
0:05.0,,,116-120,1,R. Rubio makes free throw 1 of 2
0:05.0,,,116-121,1,R. Rubio makes free throw 2 of 2
0:01.0,P. Tucker misses 3-pt shot from 22 ft,,116-121,,
0:00.0,Offensive rebound by Team,,116-121,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
