time,Brooklyn,pts.away,score,pts.home,Chicago
2:36.0,B. Lopez makes 2-pt shot from 6 ft (assist by J. Jack),2,101-95,,
2:19.0,,,101-95,,P. Gasol misses 2-pt shot from 19 ft
2:18.0,Defensive rebound by T. Young,,101-95,,
2:03.0,B. Lopez misses 2-pt shot from 19 ft,,101-95,,
2:03.0,,,101-95,,Defensive rebound by P. Gasol
1:54.0,,,101-97,2,J. Butler makes 2-pt shot from 18 ft
1:37.0,J. Johnson misses 2-pt shot from 15 ft,,101-97,,
1:36.0,,,101-97,,Defensive rebound by P. Gasol
1:29.0,,,101-97,,Turnover by D. Rose (lost ball; steal by J. Johnson)
1:11.0,J. Jack misses 2-pt shot from 19 ft,,101-97,,
1:11.0,Offensive rebound by Team,,101-97,,
0:53.0,J. Johnson misses 2-pt shot from 9 ft,,101-97,,
0:52.0,Offensive rebound by B. Lopez,,101-97,,
0:52.0,B. Lopez misses 2-pt shot from 2 ft,,101-97,,
0:50.0,Offensive rebound by T. Young,,101-97,,
0:35.0,Violation by W. Ellington (kicked ball),,101-97,,
0:35.0,Brooklyn full timeout,,101-97,,
0:21.0,J. Johnson misses 2-pt shot from 13 ft,,101-97,,
0:21.0,,,101-97,,Defensive rebound by Team
0:21.0,Loose ball foul by B. Lopez (drawn by P. Gasol),,101-97,,
0:21.0,,,101-98,1,P. Gasol makes free throw 1 of 2
0:21.0,,,101-98,,K. Hinrich enters the game for D. McDermott
0:21.0,A. Bargnani enters the game for T. Young,,101-98,,
0:21.0,D. Sloan enters the game for W. Ellington,,101-98,,
0:21.0,,,101-99,1,P. Gasol makes free throw 2 of 2
0:21.0,Brooklyn full timeout,,101-99,,
0:20.0,,,101-99,,Personal foul by K. Hinrich (drawn by D. Sloan)
0:11.0,,,101-99,,Personal take foul by D. Rose (drawn by J. Jack)
0:11.0,J. Jack makes free throw 1 of 2,1,102-99,,
0:11.0,T. Young enters the game for A. Bargnani,,102-99,,
0:11.0,J. Jack makes free throw 2 of 2,1,103-99,,
0:11.0,,,103-99,,Chicago full timeout
0:11.0,,,103-99,,D. McDermott enters the game for T. Gibson
0:11.0,,,103-99,,N. Mirotic enters the game for K. Hinrich
0:06.0,,,103-99,,J. Butler misses 2-pt shot from 7 ft (block by B. Lopez)
0:05.0,Defensive rebound by B. Lopez,,103-99,,
0:05.0,,,103-99,,Personal take foul by P. Gasol (drawn by B. Lopez)
0:05.0,B. Lopez makes free throw 1 of 2,1,104-99,,
0:05.0,B. Lopez makes free throw 2 of 2,1,105-99,,
0:05.0,,,105-99,,Chicago full timeout
0:00.0,,,105-102,3,J. Butler makes 3-pt shot from 25 ft (assist by D. Rose)
0:00.0,End of 4th quarter,,,,End of 4th quarter
