time,Oklahoma City,pts.away,score,pts.home,Houston
7:36.0,,,91-92,,Technical foul by P. Beverley (drawn by R. Westbrook)
7:36.0,Technical foul by R. Westbrook,,91-92,,
7:36.0,,,91-92,,J. Harden enters the game for P. Beverley
7:36.0,,,91-92,,T. Ariza enters the game for C. Brewer
7:36.0,K. Durant enters the game for D. Augustin,,91-92,,
7:29.0,R. Westbrook makes 2-pt shot from 1 ft,2,93-92,,
7:14.0,,,93-92,,T. Ariza misses 2-pt shot from 1 ft
7:13.0,,,93-92,,Offensive rebound by M. Thornton
7:02.0,,,93-94,2,J. Harden makes 2-pt shot from 2 ft
6:49.0,Turnover by R. Westbrook (bad pass; steal by T. Ariza),,93-94,,
6:40.0,,,93-97,3,J. Harden makes 3-pt shot from 24 ft
6:16.0,K. Durant makes 2-pt shot from 15 ft (assist by R. Westbrook),2,95-97,,
5:58.0,,,95-97,,T. Ariza misses 3-pt shot from 25 ft
5:57.0,Defensive rebound by R. Westbrook,,95-97,,
5:53.0,R. Westbrook makes 2-pt shot from 1 ft,2,97-97,,
5:28.0,,,97-99,2,T. Lawson makes 2-pt shot from 19 ft
5:11.0,K. Durant misses 2-pt shot from 8 ft (block by D. Howard),,97-99,,
5:09.0,Offensive rebound by E. Kanter,,97-99,,
5:07.0,Turnover by E. Kanter (lost ball; steal by M. Thornton),,97-99,,
5:02.0,,,97-99,,T. Lawson misses 3-pt shot from 24 ft
5:01.0,Defensive rebound by E. Kanter,,97-99,,
4:49.0,,,97-99,,Personal foul by T. Ariza (drawn by K. Durant)
4:49.0,,,97-99,,Houston full timeout
4:49.0,S. Adams enters the game for E. Kanter,,97-99,,
4:49.0,,,97-99,,C. Capela enters the game for D. Howard
4:49.0,K. Durant makes free throw 1 of 2,1,98-99,,
4:49.0,K. Durant makes free throw 2 of 2,1,99-99,,
4:30.0,,,99-99,,M. Thornton misses 3-pt shot from 24 ft
4:29.0,Defensive rebound by S. Ibaka,,99-99,,
4:15.0,Jump ball: T. Lawson vs. R. Westbrook (S. Ibaka gains possession),,,,Jump ball: T. Lawson vs. R. Westbrook (S. Ibaka gains possession)
4:07.0,R. Westbrook misses 3-pt shot from 28 ft,,99-99,,
4:06.0,,,99-99,,Defensive rebound by C. Capela
3:46.0,,,99-99,,J. Harden misses 3-pt shot from 25 ft
3:45.0,,,99-99,,Offensive rebound by T. Lawson
3:40.0,,,99-102,3,T. Ariza makes 3-pt shot from 22 ft (assist by T. Lawson)
3:17.0,K. Durant misses 3-pt shot from 27 ft,,99-102,,
3:17.0,Offensive rebound by Team,,99-102,,
3:17.0,,,99-102,,Loose ball foul by C. Capela (drawn by S. Adams)
3:17.0,S. Adams makes free throw 1 of 2,1,100-102,,
3:17.0,,,100-102,,D. Howard enters the game for C. Capela
3:17.0,S. Adams misses free throw 2 of 2,,100-102,,
3:17.0,,,100-102,,Defensive rebound by D. Howard
3:01.0,,,100-104,2,T. Lawson makes 2-pt shot at rim
2:39.0,S. Ibaka misses 2-pt shot from 8 ft (block by D. Howard),,100-104,,
2:38.0,,,100-104,,Defensive rebound by T. Ariza
2:33.0,Personal foul by D. Waiters (drawn by J. Harden),,100-104,,
2:33.0,Oklahoma City full timeout,,100-104,,
2:33.0,K. Singler enters the game for S. Adams,,100-104,,
2:16.0,,,100-107,3,J. Harden makes 3-pt shot from 26 ft
2:01.0,Shooting foul by M. Thornton (drawn by K. Durant),,100-107,,
2:01.0,K. Durant makes free throw 1 of 2,1,101-107,,
2:01.0,K. Durant makes free throw 2 of 2,1,102-107,,
1:45.0,,,102-107,,Shooting foul by D. Waiters (drawn by J. Harden)
1:45.0,,,102-108,1,J. Harden makes free throw 1 of 2
1:45.0,,,102-108,,C. Brewer enters the game for M. Thornton
1:45.0,,,102-108,,J. Harden misses free throw 2 of 2
1:44.0,,,102-108,,Offensive rebound by Team
1:44.0,,,102-108,,M. Thornton enters the game for C. Brewer
1:24.0,,,102-108,,Turnover by T. Lawson (bad pass)
1:24.0,Oklahoma City full timeout,,102-108,,
1:24.0,,,102-108,,C. Brewer enters the game for M. Thornton
1:17.0,K. Durant misses 2-pt shot from 12 ft,,102-108,,
1:16.0,,,102-108,,Defensive rebound by T. Lawson
0:53.0,,,102-108,,J. Harden misses 3-pt shot from 24 ft
0:52.0,Defensive rebound by R. Westbrook,,102-108,,
0:44.0,R. Westbrook makes 3-pt shot from 24 ft,3,105-108,,
0:21.0,,,105-108,,J. Harden misses 3-pt shot from 24 ft
0:20.0,Defensive rebound by R. Westbrook,,105-108,,
0:14.0,R. Westbrook misses 3-pt shot from 24 ft,,105-108,,
0:13.0,Offensive rebound by D. Waiters,,105-108,,
0:06.0,K. Durant misses 3-pt shot from 26 ft,,105-108,,
0:06.0,,,105-108,,Defensive rebound by D. Howard
0:06.0,Personal take foul by R. Westbrook (drawn by D. Howard),,105-108,,
0:06.0,,,105-109,1,D. Howard makes free throw 1 of 2
0:06.0,S. Adams enters the game for K. Singler,,105-109,,
0:06.0,,,105-110,1,D. Howard makes free throw 2 of 2
0:06.0,Oklahoma City full timeout,,105-110,,
0:06.0,,,105-110,,P. Beverley enters the game for T. Lawson
0:06.0,K. Singler enters the game for S. Adams,,105-110,,
0:03.0,K. Singler misses 3-pt shot from 24 ft,,105-110,,
0:01.0,Offensive rebound by S. Ibaka,,105-110,,
0:00.0,S. Ibaka misses 3-pt shot from 23 ft,,105-110,,
0:00.0,Offensive rebound by Team,,105-110,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
